cleaned_text	lemm_text
Ранее в сериале...	ранее сериал
Хэрри, я просто хочу сказать, открыть совместное дело с Хэрри А. Корн...	хэрри просто хотеть сказать открыть совместный дело хэрри а корн
Подожди. Мы не работаем вместе. У нас просто общий офис.	подождать мы работать вместе у просто общий офис
Здраствуйте, Хэрри. Я - Кэсси Рейнольдс. Очень приятно быть здесь.	здраствовать хэрри я кэсся рейнольдс очень приятно здесь
Если у вас есть личная жизнь, забудьте о ней. Теперь вы принадлежите мне.	если личный жизнь забыть она теперь принадлежать я
- Привет, Хэрри. - Олли Ричард.	привет хэрри олли ричард
Что тебе нужно, Олли?	что ты нужно олли
Я представляю Эрика Сандерса.	я представлять эрик сандерс
Вы сказали Эрик Сандерс? Тот самый, что убил свою жену?	вы сказать эрик сандерс тот самый убить жена
- Что-нибудь ещё? - Предположительно, он писал в дневнике	чтонибыть ещё предположительно писать дневник
"о том, как убьёт жену. - ""Как приятно было бы наброситься на неё сзади,"	тот убить жена как приятно наброситься она сзади
"и размозжить её голову, словно дыню"". Отлично."	размозжить её голова словно дыня отлично
Меня подставили. Людей, ненавидевших мою жену,	я подставить человек ненавидеть мой жена
полным-полно.	полнымполно
У них был доступ в дом и к моему дневнику.	у доступ дом мой дневник
Поскольку ты работала в прокуратуре,	поскольку работать прокуратура
будешь также посредником между нами и обвинителем.	быть также посредник мы обвинитель
Кто это, кстати?	кто это кстати
Розанна Реммик.	розанна реммик
Ты сказал, Розанна Реммик?	ты сказать розанна реммик
Осанна-Розанна?	осаннарозанный
У вас, верятно, совсем другие намерения.	у вы верятно другой намерение
Если только вы не под кайфом.	если кайф
Вы под кайфом, Хэрри?	вы кайф хэрри
Не говорите, что не можете выиграть это дело!	не говорить мочь выиграть это дело
Почему вы ей не скажете?	почему сказать
Вы же собирались ввести её в курс дела.	вы собираться ввести её курс дело
Расскажите ей!	рассказать она
Нам нужно вызволить вашего отца из заключения.	мы нужно вызволить ваш отец заключение
Вы правда считаете его невиновным?	вы правда считать невиновный
Заткнитесь и дайте мне обосновать своё ходатайство.	заткнуться дать обосновать свой ходатайство
Хорошо. Залог - 10 миллионов, 2 миллиона наличными.	хорошо залог 10 миллион 2 миллион наличный
Заседание закрыто.	заседание закрытый
Эта женщина создает проблемы.	этот женщина создавать проблема
Я хочу, чтобы её удалили.	я хотеть её удалить
- Хэрри Корн? - Что происходит?	хэрри корн что происходить
Прошу, встаньте и заведите руки за спину.	просить встать завести рука спин
- Какого черта здесь происходит? - Вы арестованы за давление	какой черта происходить вы арестовать давление
на присяжных, мэм. - Ничего не говори, Хэрри.	присяжный мэм ничто говорить хэрри
- Это всё она. - Кто?	это весь она кто
Осанна. Кто же ещё.	осанна кто ещё
Она пытается дискредитировать меня перед судьёй и присяжными.	она пытаться дискредитировать судья присяжный
- Я приеду в участок. - Я тоже.	я приехать участок я тоже
Да, и заодно передайте	да заодно передать
сообщение мисс Реммик.	сообщение мисс реммик
Хэрри, молчите!	хэрри молчать
<b>Harry's Law</b> s02e01 There Will Be Blood / И будет кровь русские субтитры <b>TrueTransLate.tv</b>	bharrys lawb s02e01 there will be blood и кровь русский субтитр btruetranslatetvb
Что, чёрт возьми, происходит?	что чёрт взять происходить
Происходит то, что она арестовала меня из-за отмены решения присяжных.	происходить то арестовать изз отмена решение присяжный
Она притащила меня в суд в наручниках.	она притащить суд наручник
У меня ушло пол дня на то, чтобы дело было отклонено.	у уйти половина день то дело отклонить
Отмена решения присяжных, не является линией защиты. Это фальсификация.	отмена решение присяжный являться линия защита это фальсификация
- Мисс Корн постоянно проделывает это. - Вы арестовали её	мисс корн постоянно проделывать это вы арестовать её
потому, что она утерла вам нос в суде.	потому утереть нос суд
Мне не нравится ваша вульгарность, мистер Ричард.	я нравиться ваш вульгарность мистер ричард
Постойте. Вы действительно велели её арестовать?	постоять вы действительно велеть её арестовать
Подозреваемая регулярно	подозревать регулярно
насмехалась над законом, добиваясь	насмехаться закон добиваться
сочувствия присяжных, чтобы освободить	сочувствие присяжный освободить
неимущих преступников.	неимущий преступник
Это цинично, непристойно, фальсифицировано,	это цинично непристойно фальсифицировать
и это незаконно.	это незаконно
Послушайте, они добились отклонения обвинений.	послушать добиться отклонение обвинение
Из-за чего вся эта суета?	изз весь этот суета
Вам удалось очернить меня в глазах присяжных.	вы удаться очернить глаз присяжный
Да ладно. Если бы я хотела сделать это,	да ладный если хотеть сделать это
я арестовала бы вас за курение косяка.	арестовать курение косяк
Вы - злобная жалкая сучка.	вы злобный жалкий сучка
А вы - маленький жирный тролль.	а маленький жирный тролль
Так, мисс Реммик.	так мисс реммик
Мне это не нравится.	я это нравиться
Выкинете ещё что-нибудь подобное,	выкинуть ещё чтонибыть подобный
и в наручниках окажетесь вы, ясно? - Конечно, Ваша честь.	наручник оказаться вы ясно конечно ваш честь
Приношу свои извинения. Я просто пытаюсь	приносить свой извинение я просто пытаться
быть достойным служителем закона	достойный служитель закон
и защищать его от тех, кто пытается воспользоваться им в своих интересах.	защищать тот пытаться воспользоваться свой интерес
Увидимся в суде.	увидеться суд
Я была готова дать ей в морду.	я готовый дать морда
И я не шучу, не шучу.	и шутить шутить
Хэрри, она всегда так делает, это её почерк.	хэрри делать это её почерк
Она пытается вывести тебя из себя, распылить твою целенаправленность.	она пытаться вывести себя распылить твой целенаправленность
Мне хочется прикончить её.	я хотеться прикончить её
На мой взгляд, звучит очень целенаправленно.	на взгляд звучать очень целенаправленно
Ладно, Хэрри, перестаньте. У нас времени нет для этого.	ладный хэрри перестать у время это
Меня не волнует, чем вы все сейчас занимаетесь.	я волновать заниматься
Пока это дело не закончится, оно будет у вас первоочередным.	пока это дело закончиться оно первоочередной
Перед нами важная задача.	перед мы важный задача
Все меня слышали? Что у тебя?	весь слышать что ты
Так.	так
Она. Домработница.	она домработница
Уволена жертвой за 10 дней до убийства.	уволить жертва 10 день убийство
Погибшая её словесно оскорбляла.	погибший её словесно оскорблять
Домработница жила в доме, знала код сигнализации	домработница жить дом знать код сигнализация
и, самое интересное, у неё нет алиби.	и самый интересный она алиби
По-моему, лучше всего указать на неё,	помоему указать она
сказать, что она это сделала.	сказать это сделать
В ванной было полно крови,	в ванна полно кровь
но больше нигде в доме не нашлось её следов.	нигде дом найтись её след
Она работает уборщицей, умник.	она работать уборщица умник
Выйдем, поговорим?	выйти поговорить
Хэрри, если мы укажем на домработницу,	хэрри указать домработница
для присяжных вопрос будет стоять так - домработница или муж?	присяжный вопрос стоять домработница муж
И нам вовсе не нужно, чтобы они выбирали между ними.	и мы вовсе нужно выбирать они
Против нашего клиента намного больше улик.	против наш клиент намного улика
Нам нужно кого-то обвинить.	мы нужно коготь обвинить
Неверно.	неверный
Выйдем, поговорим?	выйти поговорить
Есть вероятность, что это несчастный случай.	есть вероятность это несчастный случай
Она ударяется головой об ванну, пытается встать,	она ударяться голова ванна пытаться встать
подскальзывается, падает, опять ударяется головой.	подскальзываться падать ударяться голова
она в полубессознательном состоянии, каждый раз, когда пытается подняться,	полубессознательный состояние каждый раз пытаться подняться
снова падает... бум, бум, бум.	снова падать бум бум бум
У меня есть судмедэксперт, который подтвердит, что это вполне вероятно.	у судмедэксперт который подтвердить это вполне вероятно
Это причина для обоснованного сомнения.	это причина обоснованный сомнение
Так, шибко умный, посмотри сюда.	так шибко умный посмотреть сюда
Это называется линейными брызгами.	это называться линейный брызги
От падения не бывает линейных брызгов.	от падение бывать линейный брызг
Я найду дюжину экспертов, которые покажут, что это не так.	я найти дюжина эксперт который показать это так
А, эксперты.	а эксперт
Присяжные ненавидят экспертов. Кто этот тупица?	присяжный ненавидеть эксперт кто тупица
Хорошо, пойдём, выйдем. Выйдем?	хорошо пойти выйти выйти
Давай, ты выходи. Я потом подойду.	давать выходить я подойти
Олли, не мог бы ты прекратить говорить это?	олли мочь прекратить говорить это
Что происходит? Почему вдруг	что происходить почему
все ведут себя как двухлетние дети?	вести двухлетний ребёнок
Потому что мы в заднице.	потому задница
До суда осталось четыре дня, а у нас нет линии защиты.	до суд остаться четыре день линия защита
Давайте все глубоко вздохнём.	давать глубоко вздохнуть
Доказывать должно обвинение, а не мы.	доказывать должный обвинение мы
У них нет свидетелей и нет орудия убийства.	у свидетель орудие убийство
К тому же, у жертвы было много врагов.	к тот же жертва враг
Кэсси, если ты забыла,	кэсся забыть
запись в дневнике - подробный план убийства.	запись дневник подробный план убийство
Да, и кто-то мог её прочитать и подставить нашего клиента.	да ктоть мочь её прочитать подставить наш клиент
Люди, если мы будем сходить с ума,	человек быть сходить ум
мы действительно в заднице.	действительно задница
Ладно.	ладный
Ты поговори с домработницей,	ты поговорить домработница
выясни, кто она такая.	выяснить такой
Адам, займись детьми.	адам заняться ребёнок
Нам нужно, чтобы хотя бы один из них	мы нужно хотя
выступил в защиту нашего клиента.	выступить защита наш клиент
Я бы сказала, наибольшие надежды на Бетани.	я сказать наибольший надежда бетаня
- Олли... - Хэрри.	олли хэрри
Что?	что
Только что звонил Эрик.	только звонить эрик
Что-то с ним не так.	чтоть так
Говорил что-то о том, что он в ванной. Не знаю.	говорить чтоть тот ванна не знать
Я его не поняла.	я понять
Он плакал, а потом повесил трубку.	он плакать повесить трубка
О, Боже.	о бог
Её ванная... Её еще не отмыли.	её ванная её отмыть
На полу и на стенах много крови.	на пол стен кровь
Что ты сказал?	что сказать
Та ванная со слайдов?	тот ванная слайд
Она всё ещё так выглядит?	она весь ещё выглядеть
Да. Я велел всё сохранить как было, на случай, если мы захотим	да я велеть весь сохранить быть случай захотеть
провести дополнительную экспертизу, или дать присяжным взглянуть на неё.	провести дополнительный экспертиза дать присяжный взглянуть она
Чего мы скорее всего... не захотим.	что скорее всего захотеть
Эрик.	эрик
Вам нужно встать.	вы нужно встать
Я не чувствую ног.	я чувствовать нога
Эрик, вам не стоит здесь сейчас находиться.	эрик стоить находиться
Я просто хотел увидеть.	я просто хотеть увидеть
Мне не стоило сюда приходить.	я стоить сюда приходить
Вам нужно встать. Возьмите меня за руку.	вы нужно встать взять рука
Нужно быть чудовищем, чтобы сделать такое.	нужно чудовище сделать такой
Я могу ошибаться, Хэрри,	я мочь ошибаться хэрри
но если тебя и правда мутит, не думаю,	правда мутить думать
что скотч подходящее лекарство.	скотч подходящий лекарство
Я и раньше бывала там, где умирали...	я ранний бывать там умирать
но не там, где убивали.	там убивать
И уж тем более не так.	и так
Могу я сделать предложение?	мочь сделать предложение
Отдай это дело мне.	отдать это дело я
- Томми! - Дело не только в том,	томми дело тот
