cleaned_text	lemm_text
СУБТИТРЫ: О.СУСЛИНА, И.КИРИК, Е.ФИРСОВА, А.СОЛОНИЦКИЙ	субтитр осуслина икирика ефирсова асолоницкий
СЕРДЦЕБИЕНИЕ	сердцебиение
-Одна овца...	один овца
две овцы...	два овца
...три овцы...	три овца
четыре овцы...	четыре овца
пять овец...	пять овца
1256 овец, 1257 овец...	1256 овца 1257 овца
1258 овец, 1259 овец...	1258 овца 1259 овца
1300 овец...	1300 овца
1258 овец, 1257 овец...	1258 овца 1257 овца
1258 овец...	1258 овца
БЛЕЯНИЕ ОВЦЫ	блеяние овца
-Кис-кис!	кискиснуть
Где мои хорошие?	где мой хороший
-Тихо, Пиночет! Фу!	тихо пиночет фу
Фу! Фу! Тихо, Пиночет! Фу!	фу фу тихо пиночет фу
Ты что! Такое снотворное - уснешь и не проснешься. Что я потом	ты что такой снотворный уснуть проснуться что
с тобой делать буду?	ты делать быть
-Кис-кис-кис!	кискискиснуть
Пестрик, Пестрик, Ушастик, Ушастик! Мася, Мася! Кис-кис-кис!	пестрик пестрик ушастик ушастик мася мася кискискиснуть
СТУК В ДВЕРЬ	стук в дверь
ЖЕНСКИЕ КРИКИ	женский крик
-Я милицию вызвала. Они почему-то долго не едут. Может быть, он ее	я милиция вызвать они почемуть долго ехать мочь быть
не убивает, а просто насилует? Вы знаете, вы его только спугните,	убивать просто насиловать вы знаете спугнуть
вы особенно туда не лезьте... -Стоять!	особенно туда лезть стоять
ЖЕНСКИЙ КРИК	женский крик
-Давай!	давать
-Наташа, скажи. -Мамочка, я уже все сказала.	наташа сказать мамочка сказать
-Моя дочь - врач акушер-гинеколог... -Мама, да я спать хочу, в конце	мой дочь врач акушергинеколог мама спать хотеть конец
концов! -Спокойной ночи. Она подтверждает,	конец спокойный ночь она подтверждать
что их возят рожать в инфекционную больницу. А они что могли понять?	возить рожать инфекционный больница а мочь понять
"Только слово ""инфекция"". Они испугались за ребеночка."	только слово инфекция они испугаться ребёночек
А кто бы не испугался в такой ситуации?	а испугаться ситуация
И я бы тоже, молодой человек, пошла рожать в подвал.	и тоже молодая человек пошлый рожать подвал
Тогда вы и меня арестовывайте. -Мы не арестовываем, мы задерживаем.	тогда арестовывать мы арестовывать задерживать
-Ой, моя золотая, моя бедненькая... -На выход, кто остался!	ой золотой бедненький на выход остаться
-Осторожнее иди. Вы ее куда, в инфекционную?	осторожный идти вы куда инфекционный
-Да. -Ой, боже мой!	да ой бог мой
-Тебе что, отдельное приглашение нужно?	ты что отдельный приглашение нужно
-Там человек. -Хорошо. На выход!	там человек хорошо на выход
Эй! Эй!	эй эй
Э, слышишь? Давай подъем!	э слышать давать подъесть
Подъем!	подъесть
-Ну что? На родину поедем, Ядгарова МавлюдА...	ну что на родина поехать ядгаров мавлюда
-МавлЮда. -Какая разница?	мавлюда какой разница
