cleaned_text	lemm_text
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
-Вы кто?	
Эй! Молодой человек, уборка!	эй молодой человек уборка
Эй, вы спите?	эй спать
-Апартаменты клиенты у нас арендуют анонимно через агентство,	апартамент клиент арендовать анонимно агентство
через работников, на их документы. Поэтому настоящих имён постояльцев	работник документ поэтому настоящий имя постоялец
не знаем. Да нам и не нужно. -Потому что здесь передовая	знать нужный передовой
интимно-эротического фронта. -Ну, предположим.	интимно эротический фронт предполагать
А что, интим и эротика уже запрещены?	интим эротика запрещать
-Нет.	
Всем привет! -Привет!	привет привет
-Здорово.	здорово
-Ну что тут у вас?	
Чем пахнет? Запах слышишь? -Это, Серёж, моющее средство.	пахнуть запах слышать сережа моющий средство
-В смысле? -Да тут замыто всё от мебели до пола.	смысл замывать мебель пол
Ни пальчиков, ни какого-то даже намёка на ДНК-анализ, ничего нет.	пальчик какой-то намек днк анализ
Даже одежду трупа обработали.	одежда труп обрабатывать
-Труп, кстати, без документов и без телефона.	труп кстати документ телефон
-Ну хоть что-то есть? -Что-то есть, как всегда.	что-то что-то
Допустим, смерть наступила мгновенно после того,	допускать смерть наступать мгновенно
как была перерезана сонная артерия.	перерезывать сонный артерия
Но, судя по характеру раны, это явно был не перочинный нож и не кухонный.	судя характер рана это явно перочинный нож кухонный
Боевое оружие. Десантный нож или что-то типа этого. Ну вот ещё.	боевой оружие десантный нож что-то тип это
-А это что? -Не знаю, волокна.	это знать волокно
За спинку стула зацепились. Всё после экспертизы.	спинка стул зацепляться экспертиза
-Понятно.	понятно
-Это арендаторы 705-го.	это арендатор 705 го
-Ясно. Маскарад.	ясно маскарад
-Под бейсболками стопудово парики. -Угу.	бейсболка стопудовый парик угу
-Значит, с ориентировочками можно попрощаться.	значит ориентировочка попрощаться
А это гость арендаторов из 705-го.	это гость арендатор 705 го
-Это будущий труп.	это будущий труп
-Только будущий труп внешность свою не скрывал. У меня один вопрос.	будущий труп внешность свой скрывать вопрос
Почему не ресепшене не стали бить в набат после того,	почему ресепшено становиться бить набат
как арендаторы съехали, а один гость решил задержаться навсегда?	арендатор съезжать гость решать задерживаться навсегда
-Скорее всего, парочка покинула апартаменты	скоро парочка покидать апартамент
до срока окончания аренды,	срок окончание аренда
поэтому дежурный на ресепшене этот момент с гостем и упустил.	поэтому дежурный ресепшено момент гость упускать
-Значит так, ты давай в агентство,	значит давать агентство
через которое эти гости арендуют номера. Увидимся в отделении.	который гость арендовать номер увидеться отделение
А вы распечатайте мне вот этот, этот и вон тот вон кадр.	распечатывать вон вон кадр
Давай пулей.	давать пуля
-Да, действительно, 3 дня назад они заказывали у нас	действительно 3 день назад заказывать
"апартаменты в ""Гелиосе"". -А вас не смутил их внешний вид?"	апартамент гелиос смущать внешний вид
-Нас может смутить только низкая кредитоспособность клиента.	мочь смущать низкий кредитоспособность клиент
-Скажите, а на каком основании аренда апартаментов оформляется на документы	сказать основание аренда апартамент оформляться документ
ваших же сотрудников? Вам что, совсем не интересно,	ваш сотрудник интересно
кто пользуется вашими услугами? -Ну почему же?	пользоваться ваш услуга почему
Иногда очень интересует. Но в большинстве случаев - нет.	очень интересовать большинство случай
Как бы то ни было, это только наши интересы.	это наш интерес
К вам и вашему ведомству это не имеет никакого отношения.	ваш ведомство это иметь никакой отношение
Всего хорошего!	весь хороший
-И вам не хворать.	хворать
Наглый, Сергеич, как я. Судя по роже, ничего не боится.	наглый сергеич судя рожа ничто бояться
-Значит, крыша у ребят тяжёленькая. -Ну да.	значит крыша ребята тяжеленький
Предъявить им особо нечего. Ну, оформляют клиентов на свои паспорта,	предъявлять особо нечего оформлять клиент свой паспорт
и что? А вломишься к ним - скажут, сами в борделях отдыхают.	вламываться сказать бордель отдыхать
И ничего ты не докажешь. -Есть что по трупу?	ничто доказывать труп
-Да, есть кое-что. Но лучше бы не было.	кое-что
-В смысле?	смысл
-В крови и тканях убитого, кроме небольшой дозы алкоголя,	кровь ткань убивать кроме небольшой доза алкоголь
обнаружено психотропное вещество органического происхождения.	обнаруживать психотропный вещество органический происхождение
-Что за вещество? -На данный момент фармлабаратория	вещество данный момент фармлабаратория
не смогла его идентифицировать. По моему мнению, вряд ли сможет.	смочь идентифицировать мнение вряд смочь
Ни один из имеющихся у них органических аналогов	иметься органический аналог
по токсичности и плотности проникновения в ткани головного мозга	токсичность плотность проникновение ткань головной мозг
вообще рядом не стоит. -Я понял. А у тебя что, Сань?	вообще рядом стоить понимать саня
-Решил наудачу начать с базы пропавших без вести за неделю.	решать наудачу начинать база пропадать весть неделя
"И сразу в десятку! Убитый в ""Гелиосе"" -"	"сразу десятка убивать гелиос "" -
"
Коновалов Валентин Васильевич, 1982 года рождения.	коновалов валентин васильевич 1982 год рождение
"Ведущий маркетолог кейтеринговой компании ""Муастрон""."	ведущий маркетолог кейтерингов компания муастрон
