cleaned_text	lemm_text
-Лариса, что происходит? За два месяца ни одного интересного сюжета.	лариса происходить за месяц один интересный сюжет
"""Посадили новое деревце в парке"", ""К нам приехал знаменитый Пупкин"" -"	посадить новое деревце парка к мы приехать знаменитый пупкина
всё это пресно, без изюминки.	весь это пресный изюминка
-Вы сами меня к этим пупкиным посылаете.	вы сам это пупкин посылать
-Ты к нам в редакцию пришла и выдавала бомбу за бомбой.	ты мы редакция пришлый выдавать бомба бомба
А сейчас устала? Может, тебе отдохнуть несколько месяцев?	а устать мочь ты отдохнуть несколько месяц
-Вы на увольнение намекаете?	вы увольнение намекать
-Лариса, нам придётся расстаться.	лариса мы прийтись расстаться
Но у тебя есть шанс. -Я слушаю внимательно.	но шанс я слушать внимательно
-Ты про Северогорск что-нибудь слышала?	ты северогорск чтонибыть слышать
-Там сняли мэра. -Ну?	там снять мэр ну
-МЧСники. -Молодец! В теме! А про...	мчсник молодец в тема а про
-Мародёрство на спасательных операциях.	мародёрство спасательный операция
-На ходу подмётки режешь!	на ход подмётка резать
Если ты мне раскрутишь это дело	если раскрутить это дело
и устроишь такой скандал, чтобы головы полетели,	устроить скандал голов полететь
можешь оставаться в редакции.	мочь оставаться редакция
А пока пиши заявление по собственному желанию.	а пока писать заявление собственный желание
-Да у вас их уже три лежит! -Коллекционирую. Возьмёшься?	да лежать коллекционировать взяться
-Я не подведу. -Оформляй командировку.	я подвести оформлять командировка
-Мы зачем в Северогорск-то едем?	мы северогорскто ехать
-Там среди МЧСников кто-то мародёрствует во время спецопераций.	там среди мчсник ктоть мародёрствовать время спецоперация
И это всё как-то связано с отрядом	и это весь както связать отряд
 -И ты хочешь узнать, кто это?	и хотеть узнать это
-А у меня нет других вариантов.	а другой вариант
"Иначе ""волчий билет"" - и прощай, редакция."	иначе волчий билет прощать редакция
Ты со мной?	ты я
-Конечно. Куда я с подводной лодки? Спи давай.	конечно куда подводный лодка спать давать
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
-Саш, как ты думаешь,	саша думать
какое из этих платьев больше подходит для открытия выставки?	какой этот платье подходить открытие выставка
Мне вот кажется, длинное более торжественное.	я кажется длинный торжественный
-Саш!	саша
А ты чего в форме? Мы же идём на открытие выставки.	а форма мы идти открытие выставка
-Меня попросили срочно подменить.	я попросить срочно подменить
Мы же вчера уже были. Сегодня же необязательно идти?	мы вчера быть сегодня необязательно идти
-Ты не понимаешь?	ты понимать
Мой ресторан занимается организацией фуршета, я должна там быть!	мой ресторан заниматься организация фуршет должный быть
Там будут самые известные люди города, я тебе заказала смокинг.	там быть самый известный человек город ты заказать смокинг
-Я не хочу, чтобы ты туда шла одна.	я хотеть туда идти один
-Я тоже не хочу. -А я не могу.	я хотеть а мочь
-Саш, мне нужно там быть, чтобы всё проверить.	саша нужно быть весь проверить
-А если я тебя попрошу?	а попросить
-Ну хорошо.	ну хорошо
Но я должна туда заскочить хотя бы на 15 минут, проконтролировать.	но должный туда заскочить хотя 15 минута проконтролировать
-15 минут. -Да.	15 минута да
-Не больше, да? -Обещаю.	не большой да обещать
-Всё, ладно, я на службу.	весь ладный служба
-Саш, а завтрак?	саша завтрак
-Ох ты мой красавец!	ох красавец
Ах ты мой красавец!	ах красавец
-Гав! -А!!!	гав а
-Сюрприз!	сюрприз
-Это сюрприз? -Да!	это сюрприз да
Я думал-думал и придумал.	я думалдумать придумать
У каждого нормального здорового ребёнка должен быть свой вигвам,	у каждый нормальный здоровый ребёнок должный свой вигвам
а также лопата, фонарь, лампа и сухпай на три дня.	также лопата фонарь лампа сухпай день
-И вот вуаля!	и вуаля
Я молодец? -Молодец.	я молодец молодец
Быстро всё это убирай - и собираться.	быстро весь это убирать собираться
-Почему? Зачем? -Она девочка!	почему зачем она девочка
У неё должно быть девчачье детство - куклы, книги и бантики.	у она должный девчачий детство кукла книга бантик
-То есть наш ребёнок вырастет плаксой, мямлей? Ну уж нет!	то наш ребёнок вырасти плакса мямля ну нет
Я научу её сплавляться по горной реке на бревне,	я научить её сплавляться горный река бревно
научу колоть медведя, прыгать с водопада.	научить колоть медведь прыгать водопад
-Ты с ума сошёл? Она всё детство провела с мамой в палатках.	ты ум сойти она весь детство провести мама палатка
Ты хочешь ей об этом напомнить?	ты хотеть напомнить
-Не знаю... -Всё, отставить!	не знать весь отставить
Давай быстрее - мы не должны опоздать за Сабиной.	давать быстрый должный опоздать сабина
-Интересно.	интересно
Два дня как замужем, а началось.	два день замужем начаться
-Солнышко, сок допьёшь - и можешь послушать сказку.	солнышко сок допить мочь послушать сказка
НАПРЯЖЁННАЯ МУЗЫКА	напрячь музыка
-Кать!	катя
Может, хватит дуться?	мочь хватить дуться
Ну мы на эту свадьбу приехали прям с вызова.	ну свадьба приехать прям вызов
Ну что, я должен был за тобой заезжать?	ну что должный ты заезжать
Да там не было ничего такого.	да такой
Они просто накрыли стол и отпраздновали со своими.	они просто накрыть стол отпраздновать свой
Она просто сама приехала и еды привезла с ресторана.	она просто сам приехать еда привезти ресторан
Ну там просто знают её все.	ну просто знать её весь
Кать! -Да я всё слышу.	катя да весь слышать
Её все знают, а меня так никто и не узнает.	её знать никто узнать
-Почему не узнают? Я познакомлю тебя с ними.	почему узнать я познакомить они
-Ой, не надо меня ни с кем знакомить.	ой кто знакомить
И на свадьбы меня больше не нужно звать.	и свадьба нужно звать
Может быть, на развод пригласишь, а?	мочь быть развод пригласить а
-Ты это о чём? Какой развод?	ты это что какой развод
-А что же тебя так развод пугает?	а развод пугать
Это разве у нас с тобой жизнь?	это ты жизнь
Это разве у нас с тобой семья?	это ты семья
-Ты это серьёзно?	ты это серьёзно
-Нет, я прикалываюсь.	нет прикалываться
Ты мне на вопрос не ответил: что, у нас с тобой нормальная семья?	ты вопрос ответить что ты нормальный семья
-Не знаю. -Да всё ты знаешь.	не знать да весь знаешь
-Ты хочешь уйти?	ты хотеть уйти
-Я просто поражаюсь, почему ты до сих пор не ушёл от такой неверной жены,	я просто поражаться почему сей пора уйти неверный жена
которая тебе даже родить не может. -Хватит!	который ты родить мочь хватить
-Вот я тоже думаю, хватит это всё уже.	вот думать хватить это весь уже
-Валя!	валя
Валя!	валя
Валя, открой, это мама!	валя открыть это мама
-Валя!	валя
Валя!	валя
Валя! Валя, открой!	валя валя открыть
Господи! Помогите!	господь помочь
-Серёж, подожди, что-то я волнуюсь.	серёж подождать чтоть волноваться
-Дорогая моя, разлюбезная жена, отставить волноваться.	дорогой мой разлюбезный жена отставить волноваться
Мы обо всём договорились, у нас всё готово. Пойдём.	мы о весь договориться весь готовый пойти
-Подожди. Мне кажется, она тебя побаивается ещё.	подождать я кажется побаиваться ещё
-Ты думаешь?	ты думать
Да, ты права, иди одна. А я пока покурю.	да право идти один а пока покурить
-Ты ж не куришь. -Точно.	ты курить точно
-Нет, знаешь что, пойдём вместе. Пусть они видят нас вдвоём.	нет знаешь что пойти вместе пусть видеть вдвоём
-Пойдём.	пойти
Прошу.	просить
-То есть своих детей у вас не было.	то свой ребёнок быть
Но детей воспитывать очень сложно.	но ребёнок воспитывать очень сложно
-Ну почему же не было?	ну почему быть
У Марии Захаровны весь взвод МЧС - дети, и всё желторотые.	у мария захар весь взвод мчс ребёнок весь желторотый
Воспитывать она умеет.	воспитывать уметь
