cleaned_text	lemm_text
ТОРЖЕСТВЕННАЯ МУЗЫКА	торжественный музыка
ПЕНИЕ ПТИЦ ТОРЖЕСТВЕННАЯ МУЗЫКА	пение птица торжественный музыка
ЗВОН ВЕЛОСИПЕДНОГО ЗВОНКА ТОРЖЕСТВЕННАЯ МУЗЫКА	звон велосипедный звонок торжественный музыка
ПАРОХОДНЫЙ ГУДОК	пароходный гудок
НАПРЯЖЁННАЯ МУЗЫКА	напряженный музыка
СТРАШНАЯ МУЗЫКА	страшный музыка
ПЛЕСК ВОДЫ ТРЕВОЖНАЯ МУЗЫКА	плеск вода тревожный музыка
-Уф! -Господи!	уф господи
45 мешков селитры залило!	45 мешок селитра заливать
-Твою дивизию! Степа! У нас же река в трёх метрах.	твой дивизия степа река метр
Эта дрянь уже давно в ливнёвку попала, а значит, и в реку.	дрянь давно ливневка попадать значит река
Давай-ка, быстренько звони в водоканал, пусть трубу перекрывают.	давать ка быстренько звонить водоканал пусть труба перекрывать
Так.	
Алло!	але
МЧС?	мчс
У нас ЧП.	чп
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
-Там удобрения,	удобрение
нитраты какие-то китайские.	нитрат какой-то китайский
Селитра аммиачная.	селитра аммиачный
Там всё в ливневые стоки пошло, а от склада до реки рукой подать.	ливневый сток пойти склад река рука подавать
Я не знаю, что делать. -Нитраты.	знать делать нитрат
-Ну, если в ливнёвку попали, то потом через реку в водозабор,	ливневка попадать река водозабор
а дальше прямиком в городской водопровод. Эта отрава будет везде.	далеко прямиком городской водопровод отрава везде
-Карту ливневых стоков. -Делаю, Саидыч.	карта ливневый сток делать саидыч
-Адрес какой? -Северная, 12.	адрес северный 12
-Что требовалось доказать.	требоваться доказывать
Склад на берегу реки выше городского водозабора.	склад берег река высоко городской водозабор
-Надо связаться с Москвой. Соедини со штабом.	связываться москва соединять штаб
ТРЕВОЖНАЯ МУЗЫКА	тревожный музыка
-Отряд 42-21 информацию принял. На Гиреева переключусь чуть позже.	отряд 42 21 информация принимать гиреево переключаться поздно
"""Одиннадцатый""? Выведи мне на монитор Северогорск."	одиннадцатый вывести монитор северогорск
НАПРЯЖЁННАЯ МУЗЫКА	напряженный музыка
-Надо перекрывать! У меня там все удобрения заливает на складе.	перекрывать весь удобрение заливать склад
Трубу прорвало! -Сейчас разберёмся.	труба прорвать разбираться
Что там у нас? -Кузьмич, похоже, вот здесь надо.	кузьмич похоже
-Тут? -Спускаться и перекрывать.	спускаться перекрывать
-Понял, надо отсюда зайти, и всё.	понимать отсюда зайти
-Сашка, ты скоро? Завтракать собираешься?	сашка скоро завтракать собираться
Лина ждёт тебя голодная. -Спасибо.	лина ждать голодный спасибо
-Привет! -Привет.	привет привет
ПОКАШЛИВАЕТ	покашливать
-Мама дорогая...	мама дорогой ...
-Саш, ты чего?	саша
-Ну, с новой прической в новую жизнь! ПОСМЕИВАЮТСЯ	новый прическа новый жизнь посмеиваться
Ну, и дядя, думаю, оценит. ПОСМЕИВАЕТСЯ	дядя думать оценивать посмеиваться
НАПЕВАЕТ: -Солдатушки, бравы ребятушки!	напевать : - солдатушка бравый ребятушки
СМЕЁТСЯ Ладно, завтракайте.	смеяться ладно завтракать
Приятного аппетита.	приятный аппетит
-Спасибо.	спасибо
Держи. -Спасибо.	держать спасибо
-Ты сегодня к дяде?	сегодня дядя
-Угу.	угу
Забирать рапорт о переводе в Карелию.	забирать рапорт перевод карелия
-Из-за...	из-за ...
-Угу.	угу
Я думаю, если у нас будет ребёнок, я должен быть здесь, в Москве.	думать ребенок должный москва
СМЕЁТСЯ	смеяться
И должен быть рядом, чтоб заботиться о вас.	должный рядом заботиться
-Саша...	саша ...
-Лина, я так решил. И я так хочу.	лина решать хотеть
СМЕЁТСЯ	смеяться
-Так! Тогда давай ешь быстрее, генералы ждать не будут.	давать быстро генерал ждать
СМЕЁТСЯ	смеяться
-За последние сутки на Дальнем Востоке лесными пожарами	последний сутки дальний восток лесной пожар
охвачено 1650 гектар. -Угу.	охватывать 1650 гектар угу
-Сейчас это наша основная проблема. Вот, мониторим ситуацию.	это наш основной проблема мониторить ситуация
-Так.	
Показывай, Фёдор Дмитрич, что вы там делаете.	показывать федор дмитрич делать
-На данный момент задействованы 335 человек...	данный момент задействовать 335 человек ...
-Так.	
-...44 единицы техники и три воздушных судна.	... 44 единица техника воздушный судно
-Угу.	угу
КРЯХТИТ	кряхтеть
-Полезешь вниз. Где основной кран, знаешь?	полезть вниз основной кран знать
-Да знаю, знаю. -Перекроешь.	знать знать перекрывать
НАПРЯЖЁННАЯ МУЗЫКА	напряженный музыка
-Ну что там?	
-Кузьмич, да чего-то вообще всё колом встало.	кузьмич что-то вообще кол вставать
Заржавело! -Ну так поднажми!	заржаветь поднажимать
За бабами бегать силушки хватает, а...	баба бегать силушка хватать ...
ВСКРИК	вскрик
СТРАШНАЯ МУЗЫКА	страшный музыка
О боже!	боже
СТРАШНАЯ МУЗЫКА	страшный музыка
Серёга...	серега ...
СТРАШНАЯ МУЗЫКА	страшный музыка
-Нарушены теплоснабжение и водоснабжение	нарушать теплоснабжение водоснабжение
более 30 жилых домов, в которых проживает более 1000 человек.	30 жилой дом который проживать 1000 человек
Сейчас проводится переподключение аварийных участков	проводиться переподключение аварийный участок
по резервной схеме. В работах участвует более 50 человек.	резервный схема работа участвовать 50 человек
НАПРЯЖЁННАЯ МУЗЫКА	напряженный музыка
-Так, вроде этот люк. Давай, Семён, открывай его.	вроде люк давать семен открывать
-Какая разница, с какой стороны качать?	разница сторона качать
-Ты дурак или не проспался? Качать надо рядом со складом,	дурак проспаться качать рядом склад
чтоб отрава до реки не дошла. У Кузьмича стажёр потонул	отрава река доходить кузьмич стажер потопать
в этой отраве. -Да ты что?	отрава
-В люк полез, там и накрыло. Все уже знают.	люк полезть накрывать знать
-А ты говоришь - открывай. А если б я?	говорить открывать б
-Хорош болтать, давай качать.	хороший болтать давать качать
