cleaned_text	lemm_text
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
ИНТРИГУЮЩАЯ МУЗЫКА	интригующий музыка
ИНТРИГУЮЩАЯ МУЗЫКА	интригующий музыка
МРАЧНАЯ МУЗЫКА	мрачный музыка
МРАЧНАЯ МУЗЫКА	мрачный музыка
-Дети мои! Мы собрались здесь, чтобы сказать - я принимаю свою свободу!	ребенок собираться сказать принимать свой свобода
ХОРОМ: -Я принимаю свою свободу!	хор : - принимать свой свобода
-Я отпускаю свои страхи.	отпускать свой страх
ХОРОМ: -Я отпускаю свои страхи.	хор : - отпускать свой страх
-Они более не властны надо мною.	властный
ХОРОМ: -Они более не властны надо мною.	хор : - властный
-Я принимаю свою свободу. ХОРОМ: -Я принимаю свою свободу.	принимать свой свобода хор : - принимать свой свобода
-Юр, Юр, мне плохо.	юр юр плохо
Я домой хочу, Юр.	домой хотеть юр
Юр!	юр
МРАЧНАЯ МУЗЫКА	мрачный музыка
ЗВОНИТ МОБИЛЬНЫЙ ТЕЛЕФОН	звонить мобильный телефон
-Дежурная часть, капитан Смирнов. Слушаю!	дежурная часть капитан смирнов слушать
-Пожалуйста, помогите мне, я не знаю, где я, где-то в лесу.	пожалуйста помогать знать где-то лес
Пожалуйста, спасите меня, я потерялась.	пожалуйста спасать потеряться
ДИНАМИЧНАЯ МУЗЫКА	динамичный музыка
-Подполковник Шимко вызов приняла. -Что случилось? Куда едем?	подполковник шимко вызов принимать случаться ехать
-Девушка в составе какой-то группы в тайге. Где находится, не знает.	девушка состав какой-то группа тайга находиться знать
Не криминал. -Куда они шли?	криминал идти
-Не известно. Успела назвать пару примет, и сигнал прервался.	известно успевать называть пара принимать сигнал прерываться
-На связь больше не выходила? -Видимо, телефон сел.	связь выходить видимо телефон садиться
Уже произвели триангуляцию вызова. Район приблизительно известен.	производить триангуляция вызов район приблизительно известный
-Ну вот попьёшь - легче станет.	попить легко становиться
-Просто очень болит.	просто очень болеть
-И таблетки у меня, как назло, закончились.	таблетка назло заканчиваться
-Какие таблетки?	таблетка
-Так мне же ещё на автовокзале плохо было.	автовокзал плохо
Я активированного угля целую упаковку выпила.	активированный уголь целый упаковка выпивать
Только мне как-то не очень полегчало.	как-то очень полегчать
-Активированного угля. Теперь всё понятно.	активировать уголь понятно
-Что понятно?	понятный
-Ну, конечно, он впитывает в себя всякую гадость.	впитывать всякий гадость
Но не лечит ничего. Пей, пей.	лечить ничто пить пить
Давай лечиться народными методами. Мы же на природе.	давать лечиться народный метод природа
-Слушайте, я домой хочу.	слушать домой хотеть
Пускай лучше доктор скажет, что со мной.	пускай доктор сказать
-Ничего серьёзного. Я медучилище заканчивала, можешь мне поверить.	ничто серьезный медучилище заканчивать мочь поверять
Обычные гастритные проявления. Бывает.	обычный гастритный проявление бывать
-Вы без обследования диагнозы ставите?	обследование диагноз ставить
-Почему же? Я понаблюдала за тобой.	почему понаблюдать
-Ещё обидно - Юре плевать на мои проблемы.	обидно юра плевать проблема
-Это совсем не так.	это
Просто Юра так долго ждал возможности перенять знания	просто юра долго ждать возможность перенимать знание
у нашего гуру Светозара.	наш гуру светозара
Обидно будет, если из-за какой-то ерунды ему придётся уехать.	обидно из-за какой-то ерунда приходиться уезжать
-Я-то важнее этих сборов.	важный сбор
-Посмотри на меня.	посмотреть
Зрелую женщину отличает зрелый подход к отношениям.	зрелый женщина отличать зрелый подход отношение
Любовь - это прежде всего жертвенность.	любовь это прежде жертвенность
А ты не хочешь пожертвовать	хотеть пожертвовать
своими капризами ради духовности своего мужчины.	свой каприз ради духовность свой мужчина
Хотя тебе же всего восемнадцать.	хотя восемнадцать
ТРЕВОЖНАЯ МУЗЫКА	тревожный музыка
ЗВОНОК В ДВЕРЬ	звонок дверь
-Доброе утро! -Проходи.	добрый утро проходить
-Я к тебе с тортиком. И с фруктами. Тебе ведь полезно сейчас.	тортик фрукт полезно
Пока твоего благоверного нет, будем лопать всё, что вздумается.	пока твой благоверный лопать вздуматься
-Ой, Вероника.	ой вероника
Ни за что не поверю, что ты просто так приехала меня подкармливать.	поверять просто приезжать подкармливать
Ну колись, что случилось?	колоться случаться
-Слушай, Лин, мне твоя помощь нужна.	слушать лин твой помощь нужный
-Конечно. Что случилось?	случаться
-Я хочу открывать магазин.	хотеть открывать магазин
А для этого мне помещение из нежилого фонда нужно вывести.	это помещение нежилой фонд нужно выводить
-Ты ничего не перепутала? Я-то тут при чём?	ничто перепутывать
-Лин, поговори с Борисом. Ты же на него имеешь влияние.	лин поговорить борис иметь влияние
-Какое ещё влияние?	влияние
-Ну как? Я же вижу, как он вокруг тебя вьётся.	видеть вокруг виться
-Я тебе много раз уже говорила.	говорить
У меня есть жених. И я его люблю.	жених любить
И не собираюсь заводить романов на стороне ни сейчас, ни потом.	собираться заводить романов сторона
-Слушай, Лин, ну прости меня. Прости, пожалуйста.	слушать лин прощать прощать пожалуйста
Я не хотела тебя обидеть.	хотеть обижать
-Ладно, забей.	ладно забивать
-Ну что, поговоришь с Борисом?	поговорить борис
Просто мне он не поможет.	просто помогать
А так он мои документы у отца подпишет.	документ отец подписывать
-Почему у отца?	почему отец
-Ну он же у него мэр города.	мэр город
СПОКОЙНАЯ МУЗЫКА	спокойный музыка
-А когда снимки сделаны?	снимок сделать
-Три часа назад.	час назад
Только я что-то никакого лагеря здесь не вижу.	что-то никакой лагерь видеть
-Так, может быть, облако лагерь закрывает?	мочь облако лагерь закрывать
-Да. Жаль.	жаль
-Какие девушка приметы местности называла?	девушка примета местность называть
-Приметы: утёс с обрывом, деревья какие-то с корнями вырванные.	примета утес обрыв дерево какой-то корень вырывать
Обмелевшее озеро с валунами.	обмелеть озеро валун
-Мы на этом озере лет 5 назад с деверем рыбу ловили.	озеро год 5 назад деверь рыба ловить
-Прекрасно. Значит, местность худо-бедно знаете.	прекрасно значит местность худо-бедно знать
-Вы меня на задание посылаете, что ли?	задание посылать
-Некому больше, Быков.	некого бык
-Ну что ж, ребятам нужно помочь. -Так, давайте!	ребята нужно помогать давать
-Товарищ подполковник, Пузыря мы с собой возьмём.	товарищ подполковник пузырь взять
-Ну, Пузыря так Пузыря.	пузырь пузырь
-Вперёд! -Вполне себе собачья работа.	вперед вполне собачий работа
-Здравия желаю! -Добрый день!	здравие желать добрый день
-Старший лейтенант Грек, отряд 42-21. Я подавал запрос	старший лейтенант грек отряд 42 21 подавать запрос
о результате последней проверки водоочистных сооружений. Готово?	результат последний проверка водоочистный сооружение готовый
-Да, готовы ваши документы.	готовый ваш документ
Вот, пожалуйста. А что, были вопросы?	пожалуйста вопрос
-Да нет. Лучше лишний раз проверить, чем потом ЧС ликвидировать.	лишний проверять чс ликвидировать
-Ну, не знаю. С документами всё в порядке.	знать документ порядок
Проверка пройдена, нарушений не выявлено.	проверка проходить нарушение выявлять
Вот подпись капитана Шароля. Ваш?	подпись капитан шароль ваш
-Наш.	наш
-Ты что, своим не доверяешь? -Да нет, просто доверяй, но проверяй.	свой доверять просто доверять проверять
-Держите меня в курсе. -Хорошо, Борис Георгиевич.	держать курс борис георгиевич
-Доброе утро! -Лина, что за срочность?	добрый утро лина срочность
-Это не займёт много времени. Мне нужно прояснить один момент.	это занимать время нужно прояснивать момент
-Так, какой? -Борь, я думала, мы с тобой партнёры,	боря думать партнер
что у нас доверительные отношения. -Ну конечно, а что не так?	доверительный отношение
-Почему ты от меня скрыл, что твой отец - мэр этого города?	почему скрывать твой отец мэр город
-А что это меняет?	это менять
-Ну, в таком случае для тебя получить разрешение	случай получать разрешение
на пионерлагерь - это раз плюнуть. -Лина...	пионерлагерь это плюнуть лина ...
Мой отец отдельно, я отдельно. Прости, мне надо бежать.	отец отдельно отдельно прощать бежать
-А мне кажется, ты специально избегаешь этой темы.	казаться специально избегать тема
-Лина, если ты хочешь поговорить	лина хотеть поговорить
об этом, давай здесь сегодня в 7 встретимся?	это давать сегодня 7 встречаться
Я тебе всё расскажу, и ты поймёшь,	рассказывать понимать
что я от тебя ничего не скрываю. -Хорошо.	ничто скрывать
-Договорились. Извини, я спешу. -Угу.	договариваться извинять спешить угу
-Ох, красотища-то какая!	ох красотища
Старик, а ты уверен, что это то озеро? Тут их миллион.	старик уверенный это озеро миллион
-Рядом со скалой только одно озеро.	рядом скала озеро
Да и что, я родное озеро не узнаю? Вон оно, мы тут рыбачили.	родной озеро узнавать вон оно рыбачить
