cleaned_text	lemm_text
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
-Здорово! -Привет.	здорово привет
Здравствуйте. Что там? -Практически ничего, Сергеич.	здравствовать практически ничто сергеич
Понятно, что лежит он тут давно, не год и не два.	понятно лежать давно год
Точнее скажу после экспертизы.	точно сказать экспертиза
Вот видишь, орудие убийства. Судя по всему, предмет старины.	видеть орудие убийство судя предмет старина
Думаю, золотой. Точнее тоже после экспертизы.	думать золотой точно экспертиза
-Коммуникации раскапывали, вот и нашли.	коммуникация раскапывать находить
-Понятно.	понятно
Дим, я тут ничего не вижу. -А тебе необязательно, Серёж.	дима ничто видеть необязательно сережа
В общем, труп пролежал в земле примерно лет 15.	общий труп пролеживать земля примерно год 15
Возраст его на момент смерти был около 30 лет.	возраст момент смерть около 30 год
Смерть наступила от обширного кровоизлияния после удара.	смерть наступать обширный кровоизлияние удар
Аналогов ДНК трупа, а также аналогов биоматериала	аналог днк труп также аналог биоматериал
на орудии убийства в наших картотеках нет.	орудие убийство наш картотека
-Хочешь сказать, что на этой фигне есть ещё вещества для ДНК-анализа?	хотеть сказать фигня вещество днк анализ
-Да. -Почему?	почему
-Из-за каких-то особенностей почвы испарения практически отсутствовали.	из-за какой-то особенность почва испарение практически отсутствовать
-Что это вообще за фигня? -Это фибула.	это вообще фигня это фибула
-Кто была? -Ну, такая штуковина.	штуковина
Вот если бы у тебя был старинный плащ,	старинный плащ
мы тебе её вот так вот закололи.	закалывать
-Не надо её ко мне.	ко
-Кстати, чистое золото. -Дай посмотрю.	кстати чистый золото давать посмотреть
-Сергеич, я до магазинчика метнусь?	сергеич магазинчик метнуться
Ну, чтобы вечером за мой день рождения принять.	вечер день рождение принимать
-Ириса купи. К чаю. -К чаю.	ирис купить чай чай
-Хорошо.	
-Фибула.	фибула
-Мне стало ясно с самого начала, что они были в курсе, что я не при делах.	становиться ясно самый начало курс дело
Просто тянули информацию про Павловского.	просто тянуть информация павловский
Когда в отдел пришёл, какие дела вёл.	отдел приходить дело вести
Ну а потом выкинули меня под пятую точку из Лефортова,	выкидывать пятый точка лефортово
так же как и из органов,	орган
как непосредственного начальника подозреваемого.	непосредственный начальник подозреваемый
-Ничего, ничего. Это мы ещё посмотрим.	ничто это посмотреть
Завтра пойдём в управление и подадим ходатайство о твоём восстановлении.	завтра пойти управление подавать ходатайство твой восстановление
-Правильно. -Спасибо, мужики.	правильно спасибо мужик
-За тебя, именинник! -С днём рождения!	именинник день рождение
-Спасибо, мужики, спасибо. ХОРОМ: -Ура! Ура! Ура!	спасибо мужик спасибо хор : - ура ура ура
-Ольга Сергеевна, я уж думал, вы не придёте.	ольга сергеевна думать прийти
-Опоздавших принимаете? -Конечно.	опаздывать принимать
-С днём рождения!	день рождение
Это наши Барятинские рыжики. -Спасибо большое.	это наш барятинский рыжик спасибо большой
-Присаживайтесь, пожалуйста. -Спасибо.	присаживаться пожалуйста спасибо
-А вы и есть тот самый легендарный Виктор Боков?	самый легендарный виктор бок
-Собственной персоной. -Я же попрощаться пришла.	собственный персона попрощаться приходить
-Попрощаться? Вы нас не пугайте так, товарищ капитан.	попрощаться пугать товарищ капитан
-Да, добровольно перевожусь на прежнюю должность в Барятинск.	добровольно переводиться прежний должность барятинск
-Как же так, Ольга Сергеевна? Чем мы-то вам здесь не угодили?	ольга сергеевна угождать
-Хотя бы тем, что ни один из вас так и не посетил кабинет	хотя посещать кабинет
психологической разгрузки. -Смотрите, какая селёдка вкусная!	психологический разгрузка смотреть селедка вкусный
-Я собирался, на самом деле. -Попробуйте селёдку.	собираться самый дело попробовать селедка
-Я не буду мешать. Ещё раз с днём рождения.	мешать день рождение
Пойду собираться. Всего доброго.	пойти собираться добрый
-Посидите хоть чуть-чуть, пожалуйста.	посидеть чуть-чуть пожалуйста
-Оля! Оля! Оль!	оля оля оля
Зачем?	
-Чтобы не видеть тебя каждый день,	видеть каждый день
чтобы вообще больше никогда тебя не видеть.	вообще видеть
-Но это же глупо.	это глупо
-А в жизни вообще мало умного.	жизнь вообще мало умный
-Может быть, оно и к лучшему.	мочь оно хороший
-Учитывая всё вышеизложенное, каждый из нас готов поручиться	учитывать весь вышеизложенный каждый готовый поручаться
за майора Бокова своей офицерской честью, если угодно.	майор боков свой офицерский честь угодно
-Всё?	
-Так точно, товарищ полковник.	точно товарищ полковник
-А чего перегаром-то вам разит на 3 километра? Пили, что ли, вчера?	перегар разить 3 километр пить вчера
-Никак нет, товарищ полковник.	никак товарищ полковник
Вчера выезжали всей группой на ложный вызов в цех готовой продукции	вчера выезжать весь группа ложный вызов цех готовый продукция
ликёроводочного завода.	ликероводочный завод
Видимо, пропитались.	видимо пропитаться
-Ну да.	
С днём рождения вас, Алексей.	день рождение алексей
-Служу России!	служить россия
-Всё, идите. -Есть.	идти
-Буду часа через два примерно. Да. Что ты говоришь?	час примерно говорить
-Это ответы на наши запросы.	это ответ наш запрос
Ни в одном из музеев, где есть экспозиции поздней античности,	музей экспозиция поздний античность
наша фибула не пропадала.	наш фибула пропадать
Нужно шерстить частных коллекционеров.	нужно шерстить частный коллекционер
-Я дал команду Сашке пробить их по базам.	давать команда сашка пробивать база
Когда будешь проставляться за первый рабочий день, майор?	проставляться первый рабочий день майор
-Спасибо вам огромное.	спасибо огромный
Я сегодня с утра, когда форму надел, целый час перед зеркалом простоял.	сегодня утро форма надевать целый час зеркало простаивать
Спасибо, что вернули на службу.	спасибо вернуть служба
-Саня! -Есть, товарищ майор.	саня товарищ майор
-Что там?	
-В 98-м в УВД Гагаринского района было открыто дело о краже	98 м увд гагаринский район открыто дело кража
из коллекции профессора истфака МГУ Телегина.	коллекция профессор истфак мгу телегин
Правда, из его коллекции пропала не одна, а две фибулы.	правда коллекция пропадать фибула
И в деле был подозреваемый - некий Воробьёв. Сосед Телегина.	дело подозреваемый некий воробей сосед телегин
Но в этот же период Воробьёв пропадает без вести,	период воробей пропадать весть
и дело приостанавливается за отсутствием подозреваемого.	дело приостанавливаться отсутствие подозреваемый
-Воробьёв так и не объявился? -Нет.	воробей объявляться
-Понятно. Надо искать вторую фибулу.	понятно искать второй фибула
Вот куда только она могла деться за 20 лет?	мочь деваться 20 год
-Да куда угодно. Я могу помониторить в Сети, вдруг всплывёт.	угодно мочь помониторять сеть всплывать
-Давай, Саша, давай. А я поеду знакомиться с гражданином Телегиным.	давать саша давать поехать знакомиться гражданин телегин
-Фибулы пропали в 98-м году.	фибула пропадать 98 м год
В ту неделю, когда я как раз уезжал на симпозиум в Саратов.	неделя уезжать симпозиум саратов
Ключи я, как обычно, оставил Воробьёву,	ключ обычно оставлять воробьев
чтобы он поливал цветы.	поливать цветок
Вот она. Вот она.	
Вот это единственная фотография, где я и Воробьёв.	это единственный фотография воробей
Лет 25 назад.	год 25 назад
Вы насчёт кофе как?	насчет кофе
-С удовольствием. -Чёрный?	удовольствие черный
-Чёрный, без сахара. -Без сахара? Хорошо.	черный сахар сахар
А вот и я.	
Так, это мы уберём.	это убирать
После смерти жены Воробьёв мне стал практически родным человеком.	смерть жена воробей становиться практически родной человек
-Спасибо. -Он ведь по жизни тоже был одинок.	спасибо жизнь одинокий
Ни семьи, ни детей. А при этом мастер на все руки.	семья ребенок это мастер весь рука
-Да что вы говорите? -Да. Он мог починить что угодно.	говорить мочь починять угодно
От будильника до протёкшего крана. Хотя судьбу его лёгкой не назовёшь.	будильник протекать кран хотя судьба легкий называть
Знаете, он по молодости оступился и отсидел несколько лет за кражу.	знать молодость оступаться отсиживать несколько год кража
-Лев Емельянович, скажите, а где жил Воробьёв?	лев емельянович сказать жить воробей
-Здесь, на этой площадке. Квартира 79.	площадка квартира 79
-По соседству? -Да.	соседство
-У меня ещё один вопрос: машина на входе, чёрный джип, ваша?	вопрос машина вход черный джип ваш
-Чёрный небольшой такой? -Ага.	черный небольшой ага
-Да, моя.	
СТУК В ДВЕРЬ	стук дверь
-Здравствуйте! -Здравствуйте.	здравствовать здравствовать
-Не вы в 79-й живёте? -Да, я.	79 й жить
-Майор Чернов, УВД по Юго-Востоку Москвы.	майор чернов увд юго-восток москва
20 лет назад в этой квартире жил Воробьёв Вячеслав Николаевич.	20 год назад квартира жить воробей вячеслав николаевич
Из его личных вещей ничего не осталось у вас?	личный вещь ничто оставаться
-Мы въехали в эту квартиру 15 лет назад всего,	въезжать квартира 15 год назад
сразу сделали ремонт, а все вещи бывшего жильца мы выбросили.	сразу сделать ремонт весь вещь бывший жилец выбрасывать
-Извините.	извинять
Я предлагаю проверить версию, что обнаруженный нами труп и есть	предлагать проверять версия обнаруживать труп
пропавший без вести Вячеслав Воробьёв.	пропадать весть вячеслав воробей
-Снимок очень общий, поэтому сравнительный анализ	снимок очень общий поэтому сравнительный анализ
черепа убитого невозможен.	череп убивать невозможный
-ДНК вещества, я так понимаю, тоже взять негде?	днк вещество понимать взять негде
-Откуда, Дим? -Так, подождите.	откуда дима подождать
Есть какой-то другой способ идентификации трупа?	какой-то способ идентификация труп
То есть есть, да?	
-Есть, Сергеич, нашёл.	сергеич находить
В 95-м году Воробьёв удалял зуб мудрости,	95 м год воробей удалять зуб мудрость
ему, естественно, рентгеновский снимок сделали.	естественно рентгеновский снимок сделать
Но там не только зуб мудрости, а видишь, вся челюсть. Вот так.	зуб мудрость видеть весь челюсть
И вот.	
Видишь, вот здесь пломба стоит. -Один в один.	видеть пломба стоить
Смотри, Сергеич, видишь, даже пломбы все совпадают.	смотреть сергеич видеть пломба совпадать
-Зуба нет. -Вижу, да.	зуб видеть
Это однозначно скелет Воробьёва. -Да...	это однозначно скелет воробьев ...
Постановление о возбуждении уголовного дела...	постановление возбуждение уголовный дело ...
НАПРЯЖЁННАЯ МУЗЫКА	напряженный музыка
ЗВОНОК В ДВЕРЬ	звонок дверь
-Анатолий? -Нина Сергеевна, здравствуйте.	анатолий нина сергеевна здравствовать
-Привет. -Мне с вами нужно поговорить.	привет нужно поговорить
-Проходи.	проходить
