cleaned_text	lemm_text
ТРЕВОЖНАЯ МУЗЫКА	тревожный музыка
-МЧС, отряд 42-21, дежурная Мария Шинкова. Я вас слушаю.	мчс отряд 42 21 дежурная мария шинковый слушать
-Фестивальная, 19. Я не могу двигаться.	фестивальный 19 мочь двигаться
-Говорите, что случилось? -Ноги... Только это очень важно.	говорить случаться нога ... это очень важный
Алло? -Алло?	але але
Алло? Я... Говорите, я не слышу вас.	але ... говорить слышать
-Алло?	але
ТРЕВОЖНАЯ МУЗЫКА	тревожный музыка
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
-Спасибо, что помогаешь.	спасибо помогать
-Не опоздал? -Нет, вот сейчас выписывают.	опаздывать выписывать
-Ну давай.	давать
-А, привёз? -Ой!	привозить ой
-Старик, это что? -Что-что? Что на базе росло.	старик это база расти
А что? -Ладно.	ладно
-Давай, жду. -Не мог купить?	давать ждать мочь купить
-Саидыч, может, так и оставить его?	саидыч оставлять
Будет от сквозняков выручать.	сквозняк выручать
-Можно было. Боюсь, магазин разорится с такого декора.	бояться магазин разоряться декор
-Мужики, он там что-то бубнит, не слышно ни фига.	мужик что-то бубнить слышно фига
-Так плотно засел, даже звук не проходит.	плотно засаживаться звук проходить
-С той стороны его спроси. -Да, сейчас он тебе	сторона спрашивать
всё как на духу расскажет.	дух рассказывать
-И часто у вас такое? -Чаще, чем хотелось бы.	часто часто хотеться
-Ну что, вынимаем Винни-Пуха?	вынимать винни пух
-Давай, по-нашему. -По-нашему?	давать по-нашему по-нашему
По-нашему.	по-нашему
ШУМ БОЛГАРКИ	шум болгарка
-Вуаля. Вот и всё спасение.	вуаль весь спасение
-Может, за всё утро скажешь хоть что-нибудь?	весь утро сказать что-нибудь
-Зачем? -Ну так, для поддержания беседы.	поддержание беседа
-Так это была беседа? -Ясно.	это беседа ясно
И долго это будет продолжаться? -Недолго.	долго это продолжаться недолго
-Да уж. Я смотрю, тут на всё село одно такси.	смотреть село такси
-Куда едем? -Улица Зелёная, дом 14.	ехать улица зеленый дом 14
Там подождёшь меня немного и отвезёшь на базу МЧС.	подождать немного отвозить база мчс
-За ваши деньги - любой каприз.	ваш деньги любой каприз
-Я надеюсь, ты до ночи хоть домой вернёшься?	надеяться ночь домой вернуться
У нас вечером должна машина	вечер должный машина
с вещами прийти. -Не знаю, позвони риэлтору,	вещь приходить знать позвонить риэлтор
пускай дома нас ждёт.	пускай дома ждать
-Ясно.	ясно
-Спасибо за помощь. Это было самое весёлое задержание	спасибо помощь это самый веселый задержание
в моей жизни. -Болгарка помогла.	жизнь болгарка помогать
-Обращайтесь.	обращаться
-Приём, приём.	прием прием
-Да. -Саид, вы там близко.	саид близко
Фестивальная, 19. Мужчина не может двигаться.	фестивальный 19 мужчина мочь двигаться
-А что случилось? -Я не поняла.	случаться понимать
-Где? Во дворе, в доме?	двор дом
-Связь оборвалась, не успел сказать.	связь оборваться успевать сказать
Пытаюсь связаться, пока не получается.	пытаться связываться пока получаться
-Всё, приняли. Едем.	принимать ехать
ТРЕВОЖНАЯ МУЗЫКА	тревожный музыка
-Спасибо вам большое за Лину.	спасибо большой лина
-Главное - регулярный осмотр у врача. Соблюдайте все рекомендации.	главное регулярный осмотр врач соблюдать весь рекомендация
Сложный случай получился. -Скажите, она сможет иметь детей?	сложный случай получаться сказать смочь иметь ребенок
-Ну, я наблюдаю её всё это время. И не вижу причин, почему бы нет.	наблюдать весь время видеть причина почему
И ещё раз напомню: наблюдайтесь у врача.	напоминать наблюдаться врач
И не волнуйте её. Обещаете? -Я постараюсь.	волновать обещать постараться
-Но вы же вроде спасатель.	вроде спасатель
Сами понимаете, что проще предотвратить беду, чем...	понимать просто предотвращать беда ...
-Я обещаю.	обещать
Привет.	привет
-Доктор, спасибо.	доктор спасибо
-Поправляйтесь. -Это тебе.	поправляться это
Ты как себя чувствуешь? -Хорошо.	чувствовать
-Может быть, ещё пару дней полежишь? -Ну что за гиперопека?	мочь пара день полежать гиперопек
Я соскучилась по тебе и вообще хочу домой.	соскучиться вообще хотеть домой
Саш, какие цветочки милые.	саша цветочек милый
-Мы тебя сейчас домой отвезём, а дальше...	домой отвозить далеко ...
-Я знаю, тебе нужно на базу.	знать нужно база
Тебе сказали, что меня нельзя беспокоить?	сказать беспокоить
Обещай собой не рисковать. Я такой ужин задумала.	обещать рисковать ужин задумывать
Здравствуйте. -Прошу. Здравствуйте.	здравствовать просить здравствовать
-А мы можем заехать по дороге за продуктами?	мочь заезжать дорога продукт
-Обязательно заедем, купим, донесём. Вам нельзя напрягаться.	обязательно заезжать купить доносить напрягаться
-Саша...	саша ...
Я нормально себя чувствую. Ты теперь пылинки будешь	нормально чувствовать пылинка
с меня сдувать? -Буду. И мне это нравится.	сдувать это нравиться
А цветы, кстати, я выбирал. -Серьёзно?	цветок кстати выбирать серьезно
-Лично рвал, изучал флористику.	лично рвать изучать флористика
ЗВОНОК	звонок
-Вам чего надо? -Здравствуйте, мы из МЧС.	здравствовать мчс
На ваш адрес вызов поступил. Кому тут помощь нужна?	ваш адрес вызов поступать помощь нужный
-Мне - нет. Я и сам справлюсь. -Фестивальная, 19,	справляться фестивальный 19
человек без движения. Что не так? -Это ошибка. Мы в доме с женой.	человек движение это ошибка дом жена
И вполне себе справляемся.	вполне справляться
-Ну, извините. Может, ложный вызов?	извинять ложный вызов
-Мария Захаровна.	мария захаровна
-Слушаю. -Похоже, у нас ложный вызов.	слушать похоже ложный вызов
Успели связаться с потерпевшим?	успевать связываться потерпевший
-Нет, он отключился, и я не смогла дозвониться.	отключаться смочь дозваниваться
А что, там никого?	никто
-Хозяин говорит, что всё в порядке.	хозяин говорить порядок
На улице пусто, никого. -Возвращайтесь тогда.	улица пусто никто возвращаться
-Хорошо, возвращаемся.	возвращаться
ИНТРИГУЮЩАЯ МУЗЫКА	интригующий музыка
-Петров!	петров
-Лапа, ты, что ли?	лапа
-Я, я. Тс-с.	тс
Ты что там делаешь? Что случилось? Саидыч!	делать случаться саидыч
-Сюда иди. -Матерь божья.	сюда идти мать божий
-Лапушкин. И, по-моему, он там инкогнито.	лапушкин по-моему инкогнито
