cleaned_text	lemm_text
Какой же ето помкомвзвода, когда он сапог найти не может.	какой этот помкомвзвода сапог найти мочь
Вот он, сапог-то, нашелся! Я его под кровать зашвырнула!	вот он сапогто найтись я кровать зашвырнуть
Высказалась!	высказаться
Бойцы, как их с передовой снимут, ужасно до жизни жадные.	боец передовой снять ужасно жизнь жадный
Ая нарушение устава не терплю.	ая нарушение устав терпеть
Здравия желаю, товарищмайор!	здравие желать товарищмайор
Пять суток!	пять сутки
Не дается она без платка-то.	не даваться платкато
Ладно, ты мне рапорт, я тебе выговор и новых солдат.	ладный рапорт ты выговор новый солдат
А потом опять все сначала, так?	а сначала так
А вы шлите непьющих, и чтоб насчет женского полу...	а слать непьющий насчёт женский пол
Евнухов, что ли?	евнух ли
Начальству видней.	начальство видный
Порядка в расположении навести не можешь. Бабы!	порядок расположение навести мочь баба
Гражданское население мне не подчинено, а от них все зло!	гражданский население подчинить зло
Товарищмайор, зашли бы в дом. Самоварчик не остыл еще.	товарищмайор заслать дом самоварчик остылый ещё
Нет, спасибо, надо ехать.	нет спасибо ехать
Ладно, Васков.	ладный васк
Слушай, помкомвзвода, вытряхивайся в распоряжение штаба.	слушай помкомвзвода вытряхиваться распоряжение штаб
Есть.	есть
Атебе, Васков, я пришлю таких,	атеб васк прислать такой
которые от самогонки и юбок нос воротят живее, чем ты.	который самогонка юбка нос воротить живой ты
- Может, останемся? - Поехали!	мочь остаться поехать
Возвращайтесь с победой!	возвращаться победа
Успокойся...	успокоиться
-Хорошие мужики. -Да и мы тоже виноваты.	хороший мужик да виноватый
Коменданту наше почтение!	комендант наш почтение
Не поминайте лихом!	не поминать лихо
Не аккуратненько поступает начальство, ох, не аккуратненько.	не аккуратненький поступать начальство ох аккуратненький
Три дня уж объект без прикрытия.	три день объект прикрытие
Да, погорячился майор. Задал себе задачку.	да погорячиться майор задать задачка
Два отделения подходящих найти не могут.	два отделение подходящий найти мочь
Тихо-то как стало.	тихоть стать
А все из-за вас.	а изз вы
Выселить весь женский пол из прифронтовой полосы.	выселить весь женский половина прифронтовой полоса
В Соловки!	в соловка
Ето как же? Обстирать вас и то...	этот же обстирать то
Приехали! Выгружайся!	приехать выгружаться
С прибытием, товарищи бойцы!	с прибытие товарищ боец
Зенитчики прибыли.	зенитчик прибыть
С командиром прибыли?	с командир прибыть
Не похоже, Федот Евграфыч.	не похоже федот евграфыча
Слава Богу. Власть делить -хуже нету.	слава бог власть делить худой нету
Ребята, зенитчики приехали!	ребята зенитчик приехать
Бежим скорей!	бежать скорый
Становись!	становиться
- Прибыли? - Так точно!	прибыть так точно
Смирно!	смирно
Товарищ старшина,	товарищ старшина
1 и 2 отделения 3-го взвода 5-й роты отдельного зенитного батальона	1 2 отделение 3го взвод 5й рота отдельный зенитный батальон
прибыли в ваше распоряжение для охраны объекта!	прибыть ваш распоряжение охрана объект
Докладывает помкомвзвода Кирьянова!	докладывать помкомвзвода кирьяновый
Так... Нашли, значит, непьющих.	так найти значит непьющий
- Принимай! -Живей разгружайтесь!	принимать живой разгружаться
- Веселей, девчата! -Заноси!	веселеть девчата заносить
Дай что-нибудь полегче.	дать чтонибыть лёгкий
Кухню на берег.	кухня берег
Не надорвешься.	не надорваться
Ноги не держат?	нога держать
Живее, девчата, разбирайтесь.	живой девчата разбираться
Зенитчики, между прочим, по хатам жили.	зенитчик прочить хатам жить
То зенитчики, а мы зенитчицы.	то зенитчик зенитчица
- Как звать-то? - Бричкина Лизавета.	как зватьто бричкин лизавета
- Откуда будешь? - Вологодская.	откуда быть вологодский
В колхозе работала?	в колхоз работать
Работала. А больше отцу помогала.	работать а отец помогать
Соображаешь.	соображать
Давайте стол поставим.	давать стол поставить
Значит, так. Из расположения без моего слова ни ногой.	значит так из расположение мой слово нога
-Даже за ягодами нельзя? -Ягод еще нет.	даже ягода нельзя ягода нет
А щавель собирать можно?	а щавель собирать можно
Нам без приварка трудно, отощаем.	мы приварка трудно отощать
Не дальше речки. Аккурат в пойме прорва его.	не далёкий речка аккурат пойма прорва он
Люда, Вера, Катенька, - в караул.	люда вера катенёк караул
Ето как понимать?	этот понимать
Что, товарищ старшина?	что товарищ старшина
- Катя - разводящая. - Благодарим за доверие.	катя разводить благодарить доверие
Развод караулов полагается по всей строгости делать, по уставу.	развод караул полагаться весь строгость делать устав
А ето насмешка полная.	а этот насмешка полный
Аустав!.. Устав для солдата - ето же!..	аустать устать солдат этот же
Ау нас разрешение, товарищ старшина, от командующего лично.	ау разрешение товарищ старшина командующий лично
Для соблюдения секретности.	для соблюдение секретность
Шли бы вы, нам прибраться надо.	идти вы мы прибраться надо
О помещеньице-то побеспокойтесь.	о помещеньицеть побеспокоиться
Каком еще помещеньице?	какой помещеньице
Кустов поблизости не наблюдается.	куст поблизости наблюдаться
Стараешься, Федот Евграфыч?	стараться федот евграфыча
Гляди, размером не ошибись.	глядеть размер ошибиться
Ты не очень утруждайся.	ты очень утруждаться
Ты ведь у нас теперь один остался, вроде как на племя.	ты остаться вроде племя
По дворам ходить будешь, как пастух.	по двор ходить быть пастух
Ты, Полина, совесть поимей! Солдатка ты или дамочка какая?	ты полина совесть поиметь солдатка дамочка какой
- Ну и веди соответственно. - Ех, Евграфыч...	ну вести соответственно ех евграфыча
Баба, известное дело, щипком жива.	баба известный дело щипком живой
Так что благодарность тебе...	так благодарность ты
...от нас, от баб.	от мы баба
Марья, у тебя самогонка есть?	марья самогонка есть
Пойдем пить чай, Рит?	пойти пить чаять рита
Спать пора, девочки. Отбой!	спать пора девочка отбой
Стучать надо, когда входите. Тут вам не хлев, а казарма.	стучать надо входить тут хлев казарма
- Ето что? - Неужели не узнаете?	этот что неужели узнать
-Демаскирует. Снять немедля! -А есть приказ.	демаскировать снять немедля а приказ
- Какой? - Соответствующий.	какой соответствующий
Военнослужащим женского пола	военнослужащий женский полый
разрешается сушить белье на всех фронтах именно в целях маскировки.	разрешаться сушить бельё фронт именно цель маскировка
Проверю. Если нет такого приказа, сам все поснимаю и сожгу.	проверить если такой приказ поснимать сжечь
Кто разрешит казенное имущество жечь?	кто разрешить казённый имущество жечь
Имущество!	имущество
Посмотрите, какой чувствительный старикан.	посмотреть чувствительный старикан
Ладно вам!	ладный вы
Боевая тревога! Все по местам!	боевой тревога весь место
Быстро!	быстро
Оружие не забывать!	оружие забывать
Бричкина! Четвертак!	бричкин четвертак
Живее, девчата, живей!	живой девчата живой
- Первый расчет - направо! - Второй расчет - налево!	один расчёт направо два расчёт налево
Население, - в щели!	население щель
По самолету!	по самолёт
Над двенадцатым!	над двенадцать
Правый заряжен!	правый зарядить
Левый заряжен!	левый зарядить
- Скорость 140! - Есть, скорость 140!	скорость 140 есть скорость 140
 - Есть, 18!	есть 18
Короткими!	короткий
- Цель поймана! - Огонь!	цель поймать огонь
Скорость 150!	скорость 150
Двенадцать!	двенадцать
Десять!	десять
Восемь!	восемь
<Мессеры> справа! Наводить головной!	мессер справа наводить головной
Скорость 180! Длинными!	скорость 180 длинный
Огонь!	огонь
-Дальность 16! - Есть, дальность 16!	дальность 16 есть дальность 16
Лидуха!	лидух
Огонь!	огонь
Что же они сразу по двум бьют? В один надо было целить!	что сразу два бить в целить
Указываешь? Девки воюют, а ты, как таракан, в щель забился, герой!	указывать девка воевать ты таракан щель забиться герой
Ты туда иди, к ним! Чего средь баб растопырился?	ты туда идти он что средь баба растопыриться
На войне у каждого свое место.	на война каждый свой место
Что, Лизавета? Как она?	что лизавета как она
- В мякоть. -Заживет.	в мякоть зажить
<Мессеры> уходят!	мессер уходить
По раме! На третьем!	по рам на третье
Скорость 140!	скорость 140
Уточни наводку!	уточнить наводка
Короткими!	короткий
Стреляй, Рита!	стрелять рита
Стреляй!	стрелять
- Цель поймана. - Огонь.	цель поймать огонь
Попали! Так их!	попасть так они
- Так их, девочки! - Бей их!	так они девочка бить они
Вот когда моя работа началась.	вот работа начаться
- Куда? -Живьем возьмем.	куда живьём взять
Вернись!	вернуться
Молодец, Осянина!	молодец осянин
-У него парашют не раскрылся. -А может, раненый?	у парашют раскрыться а мочь раненый
Ничего, в озере ему не сладко.	ничто озеро сладко
Не трать патроны, не попадешь.	не тратить патрон попасть
Второй болтается.	два болтаться
Смотри, Васков спасать поплыл.	смотреть васк спасать поплыть
Он сейчас возьмет.	он взять
Интересно, в воду упадет или в лес?	интересно вода упасть лес
Стой!	стоять
Попала!	попасть
Второй готов.	два готовый
-Девочки, давайте носилки. - Может, на руках понесем?	девочка давать носилки мочь рука понести
На носилках лучше.	на носилки хороший
Ловко она его сбила.	ловко сбить
Осторожней!	осторожный
Все правильно.	весь правильно
Нет, неправильно! Живыми надо было брать!	нет неправильно живой брать
Пошел ты!	пойти ты
Сам знаешь, или дорогу указать?	сам знаешь дорога указать
Смирно!	смирно
- Товарищмайор! - Вольно.	товарищмайор вольный
Сам вижу. Чья работа?	сам видеть чей работа
Младший сержант Осянина, лично.	младший сержант осянин лично
Не лично, а с отделением.	не лично отделение
Молодец, представим к награде.	молодец представимый награда
Не надо мне наград.	не награда
-Летчиков взяли? - В озеро они попадали.	лётчик взять в озеро попадать
У одного парашют не раскрылся.	у один парашют раскрыться
Другой в руки шел, а она по нему...	другой рука идти он
-Жалко. - Вот и я говорю.	жалко вот говорить
Зачем им понадобилось ваше расположение разведывать, а?	зачем понадобиться ваш расположение разведывать а
У нас двое раненых.	у двое раненый
Раненых мы заберем. Ая вам пополнение привез, знакомьтесь.	раненый забрать ая пополнение привезти знакомиться
Можно вас, Маргарита?	можно вы маргарита
Привет новобранцам.	привет новобранец
- Надолго? - Как понравится.	надолго как понравиться
Сапожки-то фасонные.	сапожкито фасонный
Один штабной командир, между прочим, женатый,	один штабной командир прочить женатый
завел себе, так сказать... подругу, что ли.	завести себя сказать подруга ли
При чем тут я?	при я
Вы не обижайтесь, послушайте.	вы обижаться послушать
Член военного совета узнал об етом.	член военный совет узнать этот
Полковника того в оборот, а мне приказано подругу ету	полковник оборот приказать подруга этот
определить к делу.	определить дело
Понятно.	понятно
- Разрешите идти? - Ступайте.	разрешить идти ступать
Девочки, Рита идет!	девочка рита идти
Командир отделения Осянина.	командир отделение осянин
Боец Комелькова.	боец комельков
Боец Гурвич.	боец гурвич
Ты зачем от награды отказалась?	ты награда отказаться
У меня свой личный счет имеется.	у свой личный счёт иметься
Ишь ты! Какие мы самостоятельные.	ишь ты какой самостоятельный
Не могу я понять некоторых.	не мочь понять некоторый
- Меня? -Хоть бы тебя.	я хоть ты
Доложили уже? Ну, давай, воспитывай!	доложить уже ну давать воспитывать
Сейчас будешь воспитывать или после отбоя?	сейчас быть воспитывать отбой
-У меня был муж, Женя. - Отбил кто-нибудь?	у муж женя отбить ктонибыть
Не жалуйся мне, я не пожалею.	не жаловаться я пожалеть
Не отбили, а убили 24 июня.	не отбить убить 24 июнь
Когда он, значит, в снегах-то там загибался,	когда он значит снегахтый загибаться
жена его с полковым ветеринаром загуляла.	жена полковой ветеринар загулять
Он мальчонку-то потом через суд вытребовал.	он мальчонкуть суд вытребовать
И отправил мамаше.	и отправить мамаша
Объявляю на завтра по вверенному мне гарнизону банный день.	объявлять завтра вверить гарнизон банный день
Мыло у меня получите.	мыло получить
Я потому сюда и попросилась. Поближе к нему и маме.	я сюда попроситься близкий он мама
Теперь я не одна.	теперь один
Завтра опять пойду.	завтра пойти
Счастливая ты.	счастливый ты
Ау меня никого нет.	ау никто нет
Братишку, сестренку, маму - всех из пулемета уложили.	братишка сестрёнка мама пулемёт уложить
- Обстрел был? - Нет, расстрел.	обстрел быть нет расстрел
Семьи комсостава захватили, и под пулемет.	семья комсостав захватить пулемёт
Меня естонка спрятала в доме напротив.	я естонкий спрятать дом напротив
Я все видела.	я видеть
Женя, а как же полковник?	женя полковник
Как же ты могла, Женя?	как мочь женя
Могла вот...	мочь вот
Майор Лужин прибыл в ваше распоряжение.	майор лужин прибыть ваш распоряжение
С прибытием.	с прибытие
Знакомьтесь, моя дочь Евгения.	знакомиться дочь евгений
Могла.	мочь
На двоих давай, мне и Татьяне.	на двое давать татьяна
- Спинку-то кто потрет? - Комендант.	спинкуть потереть комендант
А чем комендант не мужик?	а комендант мужик
Надо его по жребию разыграть.	надо жребий разыграть
Да ну, бродит по деревне пенек замшелый.	да ну бродить деревня пенёк замшелый
20 слов, да и те из устава.	20 слово тот устав
Не скажи, хозяйка его очень даже им довольная.	не сказать хозяйка очень довольный
Неправда ето!	неправда этот
Влюбилась! Втюрилась!	влюбиться втюриться
Наша Бричкина, девочки, в душку военного втюрилась!	наш бричкин девочка душка военный втюриться
Свадьбу сыграем!	свадьба сыграть
Стыдно!	стыдно
Ты бы не все, что у баб узнаешь, нам пересказывала.	ты весь баба узнать мы пересказывать
Подумаешь, вдова героя!	подумать вдова герой
Молчала бы! Сама...	молчать бы сам
Я, между прочим, товарищ старший сержант,	я прочить товарищ старший сержант
