cleaned_text	lemm_text
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
-Ещё пару мешков - и хватит.	пара мешок хватить
-Ромыч, хорош уже! Я уже без рук.	ромыч хороший рука
У нас и так сто килограммов на корме лишние.	сто килограмм корма лишний
-Нормально! Разминки перед стартом ещё никто не отменял.	нормально разминка старт никто отменять
-Ромыч, может, правда хватит?	ромыч правда хватить
-Чем лучше загрузим катер, тем больше будет волна.	загружать катер волна
-21 век на дворе. Что, нельзя было нормальную лодку взять?	21 век двор нормальный лодка взять
-Да нормальная эта лодка. И так аренда в копеечку вышла.	нормальный лодка аренда копеечка выходить
-На нормальную ещё не заработали. -Моё дело маленькое, я за рулём.	нормальный зарабатывать дело маленький руль
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
-Привет.	привет
-Привет.	привет
-Я разговаривала по поводу ресторана, сегодня можем подъехать посмотреть.	разговаривать повод ресторан сегодня мочь подъезжать посмотреть
И насчёт даты заодно решим.	насчет дата заодно решать
Кстати, как ты думаешь, зала на 50 человек хватит?	кстати думать зал 50 человек хватить
-Э-э... 50 человек?	э э ...  50 человек
-Я тоже думаю, что мало. Конечно, надо на сто.	думать мало сто
-Лина, я подумал, может быть, просто распишемся?	лина подумать мочь просто расписываться
Зачем вся эта помпезность?	весь помпезность
-Саш, ты сейчас серьёзно? Эта же свадьба не только для нас.	саша серьезно свадьба
Это для родителей, для друзей,	это родитель друг
для коллег, в конце концов. Ты вот не можешь же Гиреева не позвать?	коллега конец конец мочь гиреево позвать
-Ну да. И Пузыря тоже. Он же обидится.	пузырь обижаться
-Ну да, какая свадьба без Пузыря. Пойдём.	свадьба пузырь пойти
-Ой, ну не знаю.	ой знать
-Ты волнуешься? -Да.	волноваться
-Ну мы просто идём подавать заявление.	просто идти подавать заявление
-Я на работу опаздываю. -Успеешь ты на свою работу.	работа опаздывать успевать свой работа
-Лучше бы трёх девчонок на корму посадили вместо этих мешков.	девчонка корма посадить вместо мешок
-Какие девчонки, Димон?! Ты забыл, зачем мы здесь?	девчонка димон ?! забывать
-Чтоб снять крутой профайл. Но одно другому не мешает.	снимать крутой профайл мешать
-Серый, крепи фал. -Да я уже.	серый крепь фал
-Димон, ты готов? -Ага.	димон готовый ага
-Серый, ты когда пойдёшь, иди поближе к берегу,	серый пойти идти близко берег
чтобы вся эта красота в кадр вошла.	весь красота кадр входить
-А что по скорости?	скорость
-Ну, километров 35-36 должно быть нормально.	километр 35 36 должно нормально
Я покажу, если что. Поехали.	показывать поехать
-Доброе утро! Как же круто, когда такая потрясающая красотка	добрый утро круто потрясать красотка
пьёт утренний кофе в нашем ресторане. Какими судьбами?	пить утренний кофе наш ресторан судьба
-У меня дела неподалёку.	дело неподалеку
Ты почему так рано? На тебя непохоже.	почему рано непохожий
-У меня тут встреча с отцом.	встреча отец
-Передавай Георгию Александровичу от меня огромный привет. Присядешь?	передавать георгий александрович огромный привет приседать
-Разумеется. Верочка, а можно мне кофе?	разумеется верочка кофе
Рассказывай, какие новости. -Да ладно!	рассказывать новость ладно
Какие новости в нашей деревне?	новость наш деревня
-Перестань! У тебя же всегда что-то интересное происходит.	переставать что-то интересный происходить
Например, как твои подруги поживают? -Прекрасно! В наших рядах пополнение.	например твой подруга поживать прекрасно наш ряд пополнение
-Да. -Да.	
-Москвичка. Красотка. И мозги, кажется, на месте.	москвичка красотка мозги казаться место
Мы вчера с ней в салоне познакомились.	вчера салон познакомиться
-Мозги - не самая привлекательная часть женщины,	мозг самый привлекательный часть женщина
но то, что красотка - это круто. Приводи, мы познакомимся.	красотка это крутой приводить познакомиться
-Тут без вариантов. Она беременна и замуж собирается.	вариант беременный замуж собираться
За мужем, кстати, и приехала. Да, он у неё в МЧС служит.	муж кстати приезжать мчс служить
-А фамилию мужа знаешь?	фамилия муж знать
-Слушай, у него такая фамилия смешная.	слушать фамилия смешной
На национальность какую-то похожа. Турок, что ли?	национальность какой-то похожий турок
-Грек? -Грек. Точно, Грек!	грек грек точно грек
-Спасибо, Верочка. -Пожалуйста.	спасибо верочка пожалуйста
-Да слышал про такого.	слышать
Вероничка, а где твоя подруга хочет свадьбу сыграть?	вероничка твой подруга хотеть свадьба сыграть
-Да не знаю. Она недавно приехала, наверное, ещё не определилась.	знать недавно приезжать наверное определяться
-А окажи мне дружескую услугу - порекомендуй ей наше заведение.	оказывать дружеский услуга порекомендовать наш заведение
-Обязательно при удобном случае порекомендую.	обязательно удобный случай порекомендовать
-Нет, не при случае.	случай
Ты позвони и расскажи про самый крутой ресторан в городе.	позвонить рассказывать самый крутой ресторан город
Вдруг её кто-нибудь переманит?	кто-нибудь переманивать
А мы ей всё покажем. -Хорошо.	показывать
"-Молодой человек, фамилию надо писать в графе ""Фамилия"","	"молодой человек фамилия писать графа фамилия "",
"
для гражданства есть другая графа.	гражданство граф
-Грек - это фамилия.	грек это фамилия
-По паспорту? -По свидетельству о рождении.	паспорт свидетельство рождение
-Скажите, а что, сейчас в Москве модно	сказать москва модно
на Север регистрироваться уезжать?	север регистрироваться уезжать
-Да мы по работе мужа.	работа муж
Будущего мужа. -Угу.	будущее муж угу
-А я жду ребёнка, поэтому нам бы побыстрее.	ждать ребенок поэтому быстро
"-Никаких ""побыстрее"". У нас каждая вторая беременная приходит."	никакой быстро каждый второй беременный приходить
По закону - не ранее чем через месяц.	закон ранее месяц
-Ну нам раньше и не надо.	рано
Мы ещё даже подготовкой не занимались.	подготовка заниматься
Так что времени хватит.	время хватить
-Извините. -Да.	извинять
-Может быть, я не нужен?	мочь нужный
Просто мне бежать надо на работу - людей спасать.	просто бежать работа человек спасать
-От судьбы не убежишь. -Согласен.	судьба убегать согласный
-Александр Викторович. Распишитесь.	александр викторович расписываться
Вот здесь. И вот здесь.	
Не волнуйтесь.	волноваться
Ну вот, теперь вы официальный жених.	официальный жених
Можете идти. -Спасибо.	мочь идти спасибо
-А мы с вашей невестой обсудим организационные моменты.	ваш невеста обсуждать организационный момент
ДИНАМИЧНАЯ МУЗЫКА	динамичный музыка
-Приятного аппетита. -Спасибо.	приятный аппетит спасибо
-Спасибо. -А что Пузырь? Завтракал?	спасибо пузырь завтракать
-Да. У него полноценный рацион.	полноценный рацион
Содержит все необходимые для служебной собаки ингредиенты.	содержать весь необходимый служебный собака ингредиент
Большое спасибо, что так волнуетесь за него, товарищ подполковник.	большой спасибо волноваться товарищ подполковник
-Сытый, значит. А что ж он обувь-то жрёт?	сытый значит обувь жрать
-Это не Пузырь.	это пузырь
-Это вы по следу от зубов поняли? -Нет. Это я по методу дедукции понял.	это след зуб понимать это метод дедукция понимать
Пузырь до сих пор в своей клетке сидит, с тех пор, как вы приказали.	пузырь сей пора свой клетка сидеть пора приказывать
-Может, лисы погрызли?	лиса погрызть
-Или эти... еноты?	... енот
-Да еноты вроде в этой полосе не водятся.	енот вроде полоса водиться
-Может, кроты? -Кроты не могли.	крот крот мочь
-Бобры. -Точно! Это бобры.	бобер точно это бобер
-Бобры, бобры. -Да.	бобер бобер
-Старик, ну что сидишь? Насыпь даме каши.	старик сидеть насыпь дама каша
-Дамы у вас в карточной колоде.	дама карточный колода
-Опять сквозняк устроили.	сквозняк устраивать
Пусти.	пускать
-Бабуля, ты меня закрыла!	бабуля закрывать
Бабуля!	бабуля
СМОТРИТ ТЕЛЕВИЗОР	смотреть телевизор
Бабуля, открой!	бабуля открывать
Бабуля, ты меня закрыла на балконе.	бабуля закрывать балкон
ИНТРИГУЮЩАЯ МУЗЫКА	интригующий музыка
ЗВОНОК ТЕЛЕФОНА	звонок телефон
-Да, слушаю.	слушать
-Грек, ты где, дорогой мой человек?	грек дорогой человек
-Выполняю задание Татьяны Беловой по забору воды из местного водоёма.	выполнять задание татьяна белова забор вода местный водоем
Что-то случилось?	что-то случаться
-Да Шимко рвёт и мечет, тебя потеряла.	шимко рвать метать потерять
Соскучилась уже. -Понял, лечу.	соскучиться понимать лететь
Просьба: Гирееву не говори, что я с Таней общаюсь.	просьба гиреево говорить таня общаться
-Лады. -Всё, давай.	лад давать
НАПРЯЖЁННАЯ МУЗЫКА	напряженный музыка
-Семьдесят восемь, семьдесят девять, восемьдесят,	семьдесят восемь семьдесят девять восемьдесят
восемьдесят один, восемьдесят два, восемьдесят три,	восемьдесят восемьдесят восемьдесят
восемьдесят четыре, восемьдесят пять, восемьдесят шесть,	восемьдесят четыре восемьдесят пять восемьдесят шесть
восемьдесят семь, восемьдесят восемь... Держись.	восемьдесят семь восемьдесят восемь ... держаться
Восемьдесят девять, девяносто!	восемьдесят девять девяносто
-Фу!!!	фу !!!
Молодец, Петров! На Ихтиандра идёшь.	молодец петров ихтиандр идти
-Ну, на Ихтиандра-то маловато будет. -Ого!	ихтиандр маловато ого
Может, больше сможете, товарищ подполковник?	смочь товарищ подполковник
-Может, и смогу в экстренней ситуации.	смочь экстренный ситуация
-Забьёмся на бутылку пива.	забиваться бутылка пиво
-Господи, как дети, ей богу!	господи ребенок бог
-Приготовились.	приготавливаться
-Начали!	начинать
-Бригада, у нас вызов!	бригада вызов
-Что? -Старушка с Альцгеймером	старушка альцгеймер
случайно заперла дочь на балконе.	случайно запирать дочь балкон
Вызвали соседи.	вызывать сосед
Старушка неадекватная, а в квартире ребёнок.	старушка неадекватный квартира ребенок
Произойти может всё что угодно.	происходить мочь угодно
-Всё, всё. Победила дружба.	побеждать дружба
-Потом продолжим.	продолжать
На вызов поедут Петров и Шароль. Двух человек достаточно.	вызов поехать петр шароль человек достаточно
