cleaned_text	lemm_text
СУБТИТРЫ: К.ФРЕГЕР, О.КУЛАГИН, М.ДВОРАК, А.КНЯЗЕВА,	субтитр кфрегера окулагин мдворак акнязев
С.АРТЁМОВ, А.СЕДОВА	сартём аседов
-Здрасте. Сколько с меня? -Разрешите?	здравствовать сколько я разрешить
-Да прям не успеешь! -А мы вместе.	да прям успеть а вместе
Мы вместе. -Так, это не со мной.	мы вместе так это я
-Это не мне. -Это ты своей женщине рассказывай.	это я это свой женщина рассказывать
-Ой, прям изошлась от ревности! Боюсь, как бы лопатой не убила.	ой прям изошлася ревность бояться лопата убить
Успел? -Время 22:59.	успеть время 2259
-Отлично, пробивайте. Извините.	отлично пробивать извинить
-Володь, и не жалко тебе? -Жалко, конечно. А что делать?	володя жалко ты жалко конечно а делать
У меня от незамерзайки башка раскалывается.	у незамерзайка башка раскалываться
-Ну ты даешь!	ну давать
-Нравится? -В смысле?	нравиться в смысл
-Смотри, какое качество! Такое только в Черновцах делают. В ателье журнал	смотреть какой качество такой черновцы делать в ателье журнал
"приносишь, пальцем показываешь, говоришь: ""Хочу такое!"" -"	приносить палец показывать говорить хотеть такой
и тебе делают точную копию, по фигурке и в сто раз дешевле. Мм?	ты делать точный копия фигурка сто дешёвый мм
-А тебе оно зачем? -Володь, отомри! Это Оксанкино.	а ты оно зачем володя отмереть это оксанкино
Она заказывала, а я из Черновцов привезла.	она заказывать черновец привезти
Что ж, молодые, теперь вы супруги, и бьются...	что ж молодая супруга биться
-Прекращай. Я рыбы наловил, надо почистить. Платье сними,	прекращать я рыба наловить почистить платье снять
а то испачкаешь еще, а Оксанке замуж выходить.	испачкать ещё оксанк замуж выходить
ВОСТОЧНАЯ МУЗЫКА	восточный музыка
-Нет, спасибо.	нет спасибо
-Зухра! Это кто? -Она сегодня вместо Аиды будет.	зухра это кто она сегодня вместо аида быть
Всего на один день. -Медкнижка есть?	всего день медкнижка есть
Я этого не слышал. На один день - ладно. Ставь рис.	я слышать на день ладный ставить рис
-У нас сейчас будет конкурс! -Дай микрофон!	у конкурс дать микрофон
-Подержи. Мы узнаем... На, вторую подержи.	подержать мы узнать на два подержать
...как хорошо знает наша красавица невеста жениха,	как знать наш красавица невеста жених
а жених - невесту. Внимание, молодожены, прошу вас сюда.	жених невеста внимание молодожён просить сюда
Бурные аплодисменты!	бурный аплодисменты
-Ой, Леся, с огнем играешь...	ой леся огонь играть
-А где средство взять еще? -Там, в подсобке, сходи возьми.	а средство взять ещё там подсобка сходить взять
-Первый вопрос.	один вопрос
Мм! Что больше всего любит делать Джаник?	мм что любить делать джаник
-Что, прям говорить? Но это очень интимно...	что прям говорить но это очень интимно
-Да ладно, бухать он любит.	да ладный бухать любить
-Здрасте. -Что ты здесь делаешь?	здравствовать что делать
Ты сюда работать пришла или отдыхать? -Моющее средство закончилось.	ты сюда работать пришлый отдыхать моющий средство закончиться
Можно взять? -Дай эту бутылку.	можно взять дать бутылка
На. Уйди отсюда!	на уйти отсюда
-Второй вопрос невесте. Любимое блюдо Джаника.	два вопрос невеста любимый блюдо джаник
-Котлеты по-киевски.	котлета покиевск
-Шашлык. -Правильно, Джаник?	шашлык правильно джаник
-Совершенно правильно, птичка моя!	совершенно правильно птичка мой
ГОВОРЯТ НА РОДНОМ ЯЗЫКЕ -Зейнаб, что ты молчишь?	говорят на родной язык зейнаб молчать
ПРОДОЛЖАЮТ ГОВОРИТЬ НА РОДНОМ ЯЗЫКЕ	продолжать говорить на родной язык
-Джаник, ты где ходишь? У тебя невесту украли!	джаник ходить у невеста украсть
Дорогие гости! Нам надо помочь найти жениху его невесту.	дорогой гость мы помочь найти жених невеста
Для этого мне потребуется несколько смелых мужчин.	для потребоваться несколько смелый мужчина
Ой, лес рук! Как приятно! Спасибо.	ой лес рука как приятно спасибо
Для конкурса нужно снять свои пиджаки. Мы будем писать имя невесты,	для конкурс нужно снять свой пиджак мы быть писать имя невеста
"но необычным способом. Я вам сейчас покажу первую букву - ""О""."	необычный способ я показать один буква о
Ну как-то вот так.	ну както так
"""С"". Хорошо. Держимся..."	с хорошо держаться
-Да, жаль, родня жениха не приехала.	да жаль родня жених приехать
Они бы за своего джигита порадовались.	они свой джигит порадоваться
"-""К"". Ой какая буква ""К"" у нас!"	к ой буква к мы
"""А""..."	а
-С житомирским своеобразным вкусом. -По-моему, смешно. Людям весело.	с житомирский своеобразный вкус помоему смешно человек весело
-Налейте мне вина, пожалуйста.	налить вино пожалуйста
-Мужчины справились с этим заданием.	мужчина справиться это задание
-Да я-то не против веселья. Очень люблю танцевать. Галя.	да ято против веселие очень любить танцевать галя
-Володя.	володя
-Володя, помоги мне, пожалуйста. -Чего?	володя помочь я пожалуйста что
-Сейчас скажу.	сейчас сказать
-Зухра! Иди принеси специи!	зухра идти принести специя
МАРШ НАГРАЖДЕНИЯ -Леся, можно я пойду?	марш награждение леся пойти
-Володя, ну помоги. Сейчас самое интересное начнется.	володя помочь сейчас самый интересный начаться
Дорогие друзья, минуточку внимания! Сейчас еще одно испытание для нашего	дорогой друг минуточка внимание сейчас один испытание наш
"жениха - ""Веселый дротик"". Держи, жених!"	жених весёлый дротик держать жених
Бурные аплодисменты!	бурный аплодисменты
Теплее... Теплее... Тепло... Ой, тепло!	тёплый тёплый тепло ой тепло
Теплее... А тут холодно! Ой, замерзнешь! А тут теплее.	тёплый а холодный ой замёрзнуть а тёплый
Теплее... Горячо! Но сначала еще раз ручку позолотить надо.	тёплый горячо но сначала ручка позолотить надо
Давай! -Я тебе уже все отдал! Прекращай!	давать я ты отдать прекращать
-Вот она! -Нашлась невеста!	вот она найтись невеста
-Ну а сейчас подарок невесты!	ну подарок невеста
Так что ты, Мавлюдушка, заканчивай и к нам приходи.	так ты мавлюдушка заканчивать мы приходить
Сейчас песни петь будем. Приходи-приходи, не стесняйся!	сейчас песнь петь быть приходиприходить стесняться
ХОРОМ: Несе Галя воду,	хором нес галя вода
Коромысло гнется.	коромысло гнуться
А за ней Иванко, Як барвинок, вьется.	а иванко як барвинок виться
А за ней Иванко, Як барвинок, вьется.	а иванко як барвинок виться
ДЕТСКИЙ ГОЛОС В ТАКТ МУЗЫКЕ: Вы все умрете. Вы все умрете.	детский голос в такт музыка вы умереть вы умереть
Вы все умрете. Вы все умрете.	вы умереть вы умереть
Вы все умрете! Вы все умрете!	вы умереть вы умереть
Вы все умрете! Вы все умрете!	вы умереть вы умереть
Вы все умрете!	вы умереть
-А ну, иди сюда! Хичкок!	а ну идти сюда хичкок
ВОСТОЧНАЯ МУЗЫКА	восточный музыка
-Шах-плов, дорогие гости! Аплодисменты!	шахплов дорогой гость аплодисменты
-На здоровье!	на здоровье
-Дорогие гости! Это визитная карточка нашего ресторана!	дорогой гость это визитный карточка наш ресторан
-Хочешь, хлеб другой положу? -С абрикосом, что ли?	хотеть хлеб положить с абрикос ли
-Ура!	ура
-Это наш трофей, Мавлюда. Дай ложку.	это наш трофей мавлюда дать ложка
Ты это собери. Домой возьмем.	ты это собрать домой взять
-Володя! Я хочу с вами познакомиться и выпить.	володя я хотеть вы познакомиться выпить
-Оксана, он не пьет. -Давай за тебя, моя девочка.	оксана пить давать ты девочка
За то, что ты так хорошо все придумала.	за то придумать
-Ну хватит, Оксана. -Смотри, да?	ну хватить оксана смотреть да
-Угу. -Вообще, я хочу выпить за то,	угу вообще хотеть выпить то
чтобы вы были всегда вместе. И чтобы вы, Володя, никогда ее	вместе и вы володя
не обижали. Ее мужики всегда бросали.	обижать она мужик бросать
-Ну ладно, Оксана, не надо про это. -Володя, сделайте ее счастливой!..	ну ладный оксана это володя сделать счастливый
Чего? Давайте выпьем за счастье!	что давать выпить счастие
-За счастье не грех и выпить. -Володь, может, не надо?	за счастие грех выпить володя мочь надо
-Чтобы вы были счастливы всегда.	чтобы счастливый всегда
-Котлеты Джанику. Я говорил, лаваша мало.	котлета джаник я говорить лаваш мало
-Ваши котлеты. Приятного аппетита.	ваш котлета приятный аппетит
-Приятного аппетита. Ну все, я пошла.	приятный аппетит ну весь пошлый
-Куда? Караоке! -Нет-нет, у меня завтра встреча.	куда караоке нетнуть завтра встреча
Потом еще... -Стой. Подожди, я тебя пров...	потом ещё стоять подождать пров
Я сейчас приду.	я прийти
Давай я тебя провожу. Чо ты, блин!	давать провозить чо ты блин
