cleaned_text	lemm_text
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
-Привет, парни.	привет парень
Здорово. -Здорово.	здорово здорово
-Ну рассказывай, что у тебя? -Ну, что?	рассказывать
Пока ясно только одно - странгуляционная борозда на месте.	пока ясный странгуляционный борозда место
-Значит, повесился, да? -Значит, что, по крайней мере,	значит повеситься значит крайний мера
в петлю он попал живым. Но я только начал, поэтому пока ничего.	петля попадать живой начинать поэтому пока ничто
-Сергеич, там Кузичев сидит. Этот спаррингист Маслова.	сергеич кузичев сидеть спаррингист маслов
-Ладно, Дим, работай. -Давай.	ладно дима работать давать
-Пойдём к спаррингисту.	пойти спаррингист
Здравствуйте.	здравствовать
Майор Чернов.	майор чернов
-Кузичев Андрей.	кузичев андрей
Кошмар.	кошмар
Сегодня бой тренировочный... должен был быть.	сегодня бой тренировочный ... должный
Пять раундов.	пять раунд
-У вас с ним? -Ну да.	
У меня манера, схожая с Каюмчиком.	манера схожий каюмчик
Вот меня Дим Димыч... Ну, в смысле, Коротков...	дима димыч ... смысл коротков ...
...и зафрахтовал на последние пять тренировочных дней.	... зафрахтовывать последний пять тренировочный день
-А Каюмчик - это кто? -Альмир Каюмов.	каюмчик это альмир каюмов
Ромка с ним должен был через шесть дней за пояс драться.	ромка должный шесть день пояс драться
Хотя он... УСМЕХАЕТСЯ	хотя ... усмехаться
...и без меня бы его сделал. Он всегда был отлично к боям готов.	... сделать отлично бой готовый
Только у него с Алинкой сейчас там...	алинка ...
-Что?	
-А вон Дим Димыч пришёл, вы об этом лучше с ним уже тогда.	вон дима димыч приходить это
-Угу, спасибо.	угу спасибо
Дмитрий Дмитриевич?	дмитрий дмитриевич
Здравствуйте. -Добрый день.	здравствовать добрый день
-Майор Чернов, старший лейтенант Остудин.	майор чернов старший лейтенант остудин
Вы...	...
...Маслова когда видели последний раз?	... маслова видеть последний
-Ну я из зала вчера часов в девять уходил.	зал вчера час девять уходить
А Ромка попросился полчасика ещё над джебом поработать.	ромка попроситься полчасика джеб поработать
Ну вон, поработал. -Скажите, а...	вон поработать сказать ...
ПОКАШЛИВАЕТ Вы в его поведении ничего странного	покашливать поведение ничто странный
не замечали?	замечать
Ну, последние день-два, не знаю. -День-два?	последний день знать день
Недели две. С момента, как от него Алинка ушла.	неделя момент алинка уходить
Ну, жена, в смысле. -Сильно любил?	жена смысл сильно любить
-Да не то слово. Пылинки с неё сдувал.	слово пылинка сдувать
Все деньги, которые зарабатывал, на неё тратил.	весь деньги который зарабатывать тратить
Да ладно бы просто ушла. -Сложно ушла?	ладно просто уходить сложно уходить
-Да сложнее некуда. К Аркашке Руденко,	сложно некуда аркашка руденко
а они с детства в спортшколе не разлей вода были.	детство спортшкола разливать вода
Потом жизнь, конечно, разбросала.	жизнь разбрасывать
У Ромки-то всё сразу получалось, а у Аркашки не всегда.	ромка сразу получаться аркашка
Ну, он парень с характером, своего добился.	парень характер свой добиваться
Полгода назад в их весовой категории в рейтинге третьим стал.	полгода назад весовой категория рейтинг третий становиться
Ну а Ромка с момента, как Алина ушла, бокс по боку пустил.	ромка момент алин уходить бокс бок пускать
Для меня, говорит, жизнь закончилась.	говорить жизнь заканчиваться
-Ясно.	ясно
Ясно, но не совсем.	ясно
Вы меня, конечно, простите, но...	прощать ...
Повеситься можно где угодно. А он...	повеситься угодно ...
...решил прямо здесь, в зале.	... решать прямо зал
Знаете, как будто смертью своей кому-то что-то доказать хотел.	знать смерть свой кто-то что-то доказывать хотеть
-Так...	...
Может, Алинке и хотел?	алинка хотеть
-Ну что, Дим? -Ну что...	дима ...
В левом полушарии мозга Маслова обнаружено небольшое кровоизлияние,	левый полушарие мозг маслов обнаруживать небольшой кровоизлияние
которое по времени совпадает как раз с моментом его смерти.	который время совпадать момент смерть
Подобные микротравмы мозга обычно характерны для боксёрского нокаута.	подобный микротравма мозг обычно характерный боксерский нокаут
-У тебя всё? -Ну да.	
-Понял, Вить?	понимать вить
Маслов повесился, находясь в состоянии нокаута.	маслов повеситься находиться состояние нокаут
Я правильно всё понял, Дим? -Ну да.	правильно понимать дима
-Это как?	это
-Ну как, его сначала нокаутировали, а потом уже в петлю засунули.	сначала нокаутировать петля засовывать
-Боксёр нокаутировал? -Возможно,	боксер нокаутировать возможно
"но дело по статье ""Убийство"" придётся открыть."	дело статья убийство приходиться открывать
ДИНАМИЧНАЯ МУЗЫКА	динамичный музыка
-Значит, вы утверждаете, что ваш муж позавчера был дома	значит утверждать ваш муж позавчера дома
в районе десяти вечера? -Да.	район десять вечер
-Прямо-таки уверены?	прямо-таки уверять
-Ну, когда мы ужинать садились, вечерние новости начались.	ужинать садиться вечерний новость начинаться
И Дима ещё боялся спортивный выпуск пропустить.	дима бояться спортивный выпуск пропускать
-Слушайте, а чем у вас воняет? Бензином, что ли?	слушать вонять бензин
-Ну, это... ЗВУК ОТКРЫВАЮЩЕЙСЯ ДВЕРИ	это ... звук открываться дверь
Сын, Гошка, пока мы на работе были, канистру какую-то с улицы притащил.	сын гошка пока работа канистра какой-то улица притаскивать
Ну, думал, может, отцу пригодится.	думать отец пригождаться
-Сын? -Да. Вот и провоняло.	сын провонять
-Понятно. -Сынок, на кухню отнеси.	понятно сынок кухня относить
-Дима, а у нас следователь. -О, здрасте, Дмитрий Дмитриевич.	дима следователь здрасте дмитрий дмитриевич
-Добрый день. Могли бы и позвонить.	добрый день мочь позвонить
-Простите, думал, по дороге наберу - телефон сел.	прощать думать дорога набирать телефон садиться
Извините за вторжение. -Понимаю, работа есть работа.	извинять вторжение понимать работа работа
Присаживайтесь. -Спасибо.	присаживаться спасибо
-Вот, работает.	работать
-Что это? -Да не успели Ромку схоронить,	это успевать ромка схоронить
они уже новый бой назначали. -В смысле - новый?	новый бой назначать смысл новый
-Ну, точнее, старый. Старый бой не отменили.	точно старый старый бой отменять
Да я понимаю, билеты все проданы, права на трансляцию тоже.	понимать билет весь продавать право трансляция
Бизнес, будь он неладен.	бизнес неладный
Как будто и не было ничего.	ничто
Но только теперь вместо Ромки против Каюмова поставили Аркашку Руденко.	вместо ромка против каюмов поставлять аркашка руденко
-Подождите, а какой призовой фонд боя?	подождать призовой фонд бой
-Сто тысяч долларов. ПРИСВИСТЫВАЕТ	сто тысяча доллар присвистывать
Восемьдесят тысяч - за победу, двадцать - проигравшему.	восемьдесят тысяча победа двадцать проигрывать
Но только теперь фаворит Каюмов. Аркашка его никогда не сделает.	фаворит каюмов аркашка сделать
-Это что ж получается? Что в смерти Маслова заинтересованы теперь оба?	это получаться смерть маслов заинтересовывать оба
Каюмов получает вместо двадцати - восемьдесят тысяч,	каюмов получать вместо двадцать восемьдесят тысяча
а Руденко вместо ничего - те самые двадцать тысяч,	руденко вместо ничто самый двадцать тысяча
которые положены проигравшему? -Ну, получается, так.	который полагать проигрывать получаться
-Ловко.	ловко
ЛИРИЧЕСКАЯ МУЗЫКА	лирический музыка
-Ну а чего без шапки?	шапка
ЛИРИЧЕСКАЯ МУЗЫКА	лирический музыка
Да я должен был стрелять, он пистолет достал.	должный стрелять пистолет доставать
-Я понимаю.	понимать
ЛИРИЧЕСКАЯ МУЗЫКА	лирический музыка
-Ну и что делать будем?	делать
-Ничего.	
-Толик? -Да.	толик
-Давай в 12-ю, Кирюхина на перевязку,	давать 12 ю кирюхин перевязка
