cleaned_text	lemm_text
МУЗЫКАЛЬНОЕ ВСТУПЛЕНИЕ	музыкальный вступление
-Да ладно, перестань ты, а?	ладно переставать
Здравия желаю!	здравие желать
Весь город звонит.	весь город звонить
Все спрашивают. -Что спрашивают, сержант?	спрашивать спрашивать сержант
-А спрашивают, воскрес этот Васька или не воскрес.	спрашивать воскресать васька воскресать
Ну, Васька этот.	васька
-Может, и воскрес.	воскресать
-То есть как воскрес, товарищ майор?	воскресать товарищ майор
-Вот так.	
Взял да воскрес.	взять воскресать
ТЕЛЕФОННЫЙ ЗВОНОК	телефонный звонок
-Да!	
Скажи, что никто не воскрес, понял?	сказать никто воскресать понимать
Или воскрес.	воскресать
СТУК В ДВЕРЬ	стук дверь
Разрешите, товарищ майор? -Чего хотел?	разрешать товарищ майор хотеть
Вы приказывали докладывать,	приказывать докладывать
если в поведении Чернова я замечу что-то странное.	поведение чернов замечать что-то странный
-Проходи, проходи. Дверь прикрой.	проходить проходить дверь прикрывать
Докладывай.	докладывать
-Товарищ майор, что-то странное уже начало происходить.	товарищ майор что-то странный начинать происходить
Все у меня спрашивают про это воскрешение.	спрашивать это воскрешение
Я всем говорю, что не было.	говорить
А у товарища майора спросил, тот говорит - а может, и было.	товарищ майор спрашивать говорить
-Так и сказал? -Так точно!	сказать точно
А может, и было.	
А потом добавил - во всех смыслах.	добавлять весь смысл
-Что с записями?	запись
Вот. Я смонтировал, только как он сидит как истукан, пьёт,	смонтировать сидеть истукан пить
иногда сам с собой разговаривает.	разговаривать
-Свободен. -Есть!	свободный
-Коля!	коля
Увидишь Родионову, передай - пусть подтягивается, мы в больницу.	увидеть родионов передавать пусть подтягиваться больница
НАПРЯЖЁННАЯ МУЗЫКА	напряженный музыка
ПОЛИЦЕЙСКАЯ СИРЕНА	полицейский сирена
НАПРЯЖЁННАЯ МУЗЫКА	напряженный музыка
-Область?	область
Подполковника Рубинова.	подполковник рубинов
-Граждане, не мешайте работе медицинского учреждения!	гражданин мешать работа медицинский учреждение
КРИКИ	крик
Не все факты ещё проверены.	весь факт проверять
КРИКИ	крик
-Да пустите!	пускать
КРИКИ	крик
-Что делать?	делать
Там толпа - человек 500!	толпа человек 500
Они рвутся сюда!	рваться сюда
Господи, нас разорвут. Зина, Зина! Что делать, Зина?	господи разрывать зина зина делать зина
Что делать, Зина?!	делать зина ?!
-Что? -Толпа там, говорю. Нас разорвут!	толпа говорить разрывать
-Значит так, быстро собираемся, мы уезжаем.	значит быстро собираться уезжать
Зина! -Мы уезжаем.	зина уезжать
Мы уезжаем, Зина! -Берите Зину, ребёнка.	уезжать зина брать зина ребенок
Васенька!	васенька
Может быть, ты ещё что-нибудь вспомнишь?	мочь что-нибудь вспомнить
-Что? Вы хотите, чтобы ребёнок опять получил нервный стресс?	хотеть ребенок получать нервный стресс
Вы совсем с ума сошли, да?	ум сходить
-Всё, всё. Поехали!	поехать
НАПРЯЖЁННАЯ МУЗЫКА	напряженный музыка
-Начальник ОВД майор Чернов. -Наслышен. Что за бардак?	начальник овд майор чернов наслышный бардак
-Зачем ОМОН? -Отзовите людей,	омон отзывать человек
в больнице никого нет. Я скажу народу.	больница никто сказать народ
-Ты уже сказал своё, сказочник.	сказать свой сказочник
Поедешь со мной в ГУВД. -Зачем?	поехать гувд
А ты в курсе, что дело под личным контролем начальника ГУВД?	курс дело личный контроль начальник гувд
-Нет. -Теперь в курсе. В машину садись.	курс машина садиться
-Полковник!	полковник
-Ты сам должен понимать - говорила Лола. Я знаю, ты честный человек,	должный понимать говорить лола знать честный человек
не взбалмошный, не разболтанный, не злой. Ты всегда помогал мне,	взбалмошный разболтанный злой помогать
и в этом отношении никаких претензий я к тебе не имею.	отношение никакой претензия иметь
Но именно теперь счастливой с тобой я себя назвать не могу.	именно счастливый называть мочь
У тебя своя жизнь, у меня своя.	свой жизнь свой
И, между прочим, я ещё не старуха, у меня ещё многое впереди.	прочее старуха многое впереди
Это ж прям про меня.	это прямой
Конечно, Толик он не может отвечать за поступки своего отца,	толик мочь отвечать поступок свой отец
но всё-таки это его отец сделал с тобой.	все-таки это отец сделать
Ты, главное, не волнуйся.	главное волноваться
С ним всё кончено. Правда.	кончать правда
Навсегда.	навсегда
-Таким образом, экспертиза ДНК убитого и воскресшего пострадавшего	образ экспертиза днк убивать воскресать пострадавший
указывают на то, что он является биологическим сыном четы Гринёвых.	указывать являться биологический сын чета гринев
Медицинская история беременности и также все УЗИ Гринёвой	медицинский история беременность также весь узи гринева
говорят о том, что она была беременна, носила и родила	говорить беременный носить родить
одного ребенка. У меня всё.	ребенок
-И о чём всё это говорит?	весь это говорить
-О том, что по делу нужно продолжать работать.	дело нужно продолжать работать
-То есть мистику со всякими воскрешениями устраивать	мистика всякий воскрешение устраивать
и нервировать население.	нервировать население
-Я повторю - по делу нужно продолжать работать.	повторять дело нужно продолжать работать
-Приказываю, майор!	приказывать майор
Уничтожить все материалы дела.	уничтожать весь материал дело
По причине того, что никакого убийства не было.	причина никакой убийство
Мальчика похитили, а потом вернули.	мальчик похищать вернуть
-Убийство же было.	убийство
-У вас плохо со слухом?	плохо слух
-Никак нет!	никак
ГРУСТНАЯ МЕЛОДИЯ	грустный мелодия
Вот такие дела, Люся.	дело люся
Нету тела - нету дела.	нету тело нету дело
Но оно же было!	оно
Было, да сплыло.	сплывать
Понимаешь?	понимать
ГРУСТНАЯ МЕЛОДИЯ	грустный мелодия
Ольга Сергеевна!	ольга сергеевна
Здрасте. Через полтора часа общий сбор в моём кабинете.	здрасте полтора час общий сбор кабинет
ГРУСТНАЯ МЕЛОДИЯ	грустный мелодия
Здравия желаю! -Привет!	здравие желать привет
-Ну как, товарищ майор? -Всё нормально.	товарищ майор нормальный
Приказали продолжить расследование. Вы что здесь делаете?	приказывать продолжать расследование делать
-Как дежурный офицер я обязан присутствовать на всех	дежурный офицер обязывать присутствовать
оперативно-следственных совещаниях. -А где раньше были?	оперативно следственный совещание рано
-Не поверите, завал какой-то с оперативными мероприятиями.	поверять завал какой-то оперативный мероприятие
Так по какому делу область приказала вам продолжить расследование?	дело область приказывать продолжать расследование
-По делу об убийстве Василия Гринёва.	дело убийство василий гринев
-Так ведь он же... Да и нет в ОВД такого дела.	... овд дело
-Что вы несёте, майор?	нести майор
Что значит нет дела?	значить дело
Кто стёр все данные по делу Гринёва?	стереть весь данные дело гринев
-Вам же говорят - никакого дела нет.	говорить никакой дело
УДАР -Нет дела, да?!	удар дело ?!
И трупа никакого на полянке не было, да, Ген?	труп никакой полянка ген
-Получается, не было.	получаться
И никого ты не потрошил, Матвеич, два раза?	никто потрошить матвеич
-Выходит, не потрошил.	выходить потрошить
-Я понял.	понимать
Все свободны.	весь свободный
-Вам отдельное приглашение что ли?!	отдельный приглашение ?!
-Не кричите на меня.	кричать
По устному приказу из ГУВД ещё ночью майор Борисов уничтожил	устный приказ гувд ночь майор борисов уничтожать
все материалы дела.	весь материал дело
В бумажном и электронном виде.	бумажный электронный вид
