cleaned_text	lemm_text
ВЫСТРЕЛ	выстрел
-Стоп - снято.	стоп снимать
Не верю!	верить
Андрей, всё хорошо делаешь. Когда с моста будешь падать,	андрей делать мост падать
сюда обернись, чтобы лицо сфокусировать. А потом дублёр	сюда обертываться лицо сфокусировать дублер
вместо тебя. -Что?	вместо
-Дублёр, говорю, вместо тебя. -Понял, сделаем.	дублер говорить вместо понимать сделать
-На исходную все.	исходный
Пиротехники. Всё готово? -Готово, можем.	пиротехник готовый готовый мочь
-Мотор.	мотор
-Доброе утро.	добрый утро
-Привет. Нашли компанию для занятий физкультурой?	привет находить компания занятие физкультура
-Ну вы же ко мне не присоединяетесь. -Вы же меня не приглашаете.	ко присоединяться приглашать
-Ну будем считать, что пригласила. Заодно посмотрим, в какой вы	считать приглашать заодно посмотреть
физической форме. -Посмотрим-посмотрим.	физический форма посмотреть посмотреть
-На пульте тихо? -Угу. Даже как-то подозрительно тихо.	пульт тихо угу как-то подозрительно тихо
-Ну хорошо, сейчас побегаю, вернусь. Сядем, обсудим план мероприятий,	побегать вернуться садиться обсуждать план мероприятие
графики дежурств. Ой...	график дежурство ой ...
Ужас.	ужас
-Обсудим-обсудим.	обсуждать обсуждать
-Ну что, Игорёк, с днём рождения тебя, дорогой.	игорек день рождение дорогой
Хороший ты актёр. Актёрище. Ну, давай за тебя.	хороший актер актерище давать
-Ролей тебе, ролей. -Хороших ролей.	роль роль хороший роль
-Спасибо, друзья.	спасибо друг
А кстати, на что мы выехали? Пожар?	кстати выезжать пожар
-Нет. Героя спасаем. С моста упал.	герой спасать мост упасть
СМЕЮТСЯ	смеяться
-Ребята, притормозите. Отработаете, тогда и пейте.	ребята притормаживать отрабатывать пить
-Ну Светик, ну чего ты начинаешь, а?	светик начинать
У человека день рождения, мы же по чуть-чуть.	человек день рождение чуть-чуть
И вообще мы тебя хоть раз подводили?	вообще подводить
Сколько мы уже с тобой работаем?	сколько работать
-Ну мы для куража. Первый раз МЧСовцев играем. Ну чего ты? За МЧС!	кураж первый мчсовец играть мчс
-За МЧС.	мчс
-Вот напьётесь, я вас на съёмки больше не позову, ясно?	напиваться съемка позвать ясно
Вы меня поняли?	понимать
-А что такое?	
-Семён, что такое? -Приехали. По-моему, движок стуканул.	семен приезжать по-моему движок стукануть
Сейчас посмотрю.	посмотреть
-Надо вызывать МЧС.	вызывать мчс
СМЕХ	смех
-За МЧС.	мчс
-Понятно, понятно. Я всё понял. Хорошо.	понятно понятно понимать
-У нас проблема.	проблема
Автобус с артистами, которые МЧСников играют, сломался.	автобус артист который мчсник играть сломаться
-И? Километрах в 20 отсюда его чинят.	километр 20 отсюда чинить
-Когда они здесь будут? -Не знаю. Что-то серьёзное сломалось.	знать что-то серьезный сломаться
-Дождь может пойти в любую минуту. -Есть у меня одна идея.	дождь мочь пойти любой минута идея
-Валера, я готов!	валера готовый
-Считай, что я согласен.	считать согласный
Мне снимать пора.	снимать пора
-Алло.	але
-Приготовились.	приготавливаться
-Алло. 112? Нам срочно нужна бригада МЧС. Мы съёмочная группа из Москвы,	але 112 срочно нужный бригада мчс съемочный группа москва
и у нас ЧП - актёр упал с моста. -Скажите ему, чтобы сам не пытался.	чп актер упасть мост сказать пытаться
Где вы находитесь? -Это четыре километра по дороге	находиться это четыре километр дорога
от Прохоровки, вы нас увидите сразу. -Ну что ж, ждите.	прохоровка увидеть сразу ждать
-Скажите, а вы скоро приедете? -Полчаса максимум.	сказать скоро приезжать полчаса максимум
-Понятно. Нам бы до дождя успеть. -Чего, не понял?	понятно дождь успевать понимать
-Я говорю, что волнуюсь очень. -А, не волнуйтесь. Ждите.	говорить волноваться очень волноваться ждать
Клоуны киношные.	клоун киношный
-Ну вот и всё.	
-Объявляй выезд. Падение с моста. -От Прохоровки доедем ли?	объявлять выезд падение мост прохоровка доезжать
-Проедем.	проехать
-Внимание, отряд. Падение человека с моста. Спиров, Петров на выезд.	внимание отряд падение человек мост спир петр выезд
-Слушай, я про карту.	слушать карта
Здесь же всё не по-русски.	по-русски
-А финнам незачем было переводить карту концлагерей на русский.	финн незачем переводить карта концлагерь русский
А когда наши пришли, от лагеря ничего не осталось, собственно говоря,	наш приходить лагерь ничто оставаться собственно говорить
