cleaned_text	lemm_text
СПОКОЙНАЯ МУЗЫКА	спокойный музыка
-Ну чего, много там ещё? -Последняя.	последний
Подписывай. -Ага.	подписывать ага
-Саш, тут всё, давай на второй участок.	саша давать второй участок
-Угу.	угу
-Так, давай, поехали скорее. -Угу.	давать поехать скоро угу
Пока. -Андреевич, обожди пару минут,	пока андреевич обождать пара минута
мне по нужде надо. -Давай скорее только.	нужда давать скоро
-Здрасте.	здрасте
Привет!	привет
ВЗРЫВЫ КРИКИ	взрыв крик
КРИКИ	крик
НАПРЯЖЁННАЯ МУЗЫКА	напряженный музыка
-Эй?! СТОНЫ	эй ?! стон
Живой? КРЯХТИТ	живой кряхтеть
Тебя контузило?!	контузить ?!
На телефон, звони!	телефон звонить
Звони 112!	звонить 112
Быстро!	быстро
КАШЛЯЕТ	кашлять
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
-Саш, как тебе? Хочу так одеться на открытие.	саша хотеть одеваться открытие
-Э-э...	э э ...
Ну, не знаю.	знать
-Чего?	
-Может, ну её эту работу, а?	работа
Ну?	
-Ну, Саш.	саша
-Ну что? -Я так ждала этого дня,	ждать день
пока рестораном занималась, не было времени волноваться,	пока ресторан заниматься время волноваться
а сейчас меня просто трясёт! Мало ли, что-то случится.	просто трясти мало что-то случаться
-Ты права, это важный день для тебя и для меня.	правый это важный день
-Да. -Всё пройдёт на высшем уровне,	проходить высокий уровень
ведь ты сделала всё, что могла. -Правда так считаешь?	сделать мочь правда считать
-Я уверен.	уверенный
СМЕЁТСЯ Ты молодец.	смеяться молодец
-Спасибо, мой хороший. Так, всё, беги на работу.	спасибо хороший бежать работа
И передай ребятам приглашения, жду вас ровно в семь.	передавать ребята приглашение ждать ровно семь
Я всё равно так волнуюсь.	равный волноваться
-Знаю я один способ успокоить тебя.	знать способ успокаивать
Чтобы ты больше не волновалась. -Саша!	волноваться саша
-Ничего страшного, если я немножко опоздаю!	ничто страшный немножко опаздывать
СИРЕНЫ	сирена
-Быстрее!	быстро
Ребята, разворачивай его вон там! -Ага!	ребята разворачивать вон ага
-Есть! -Горит мукомольная фабрика!	гореть мукомольный фабрика
Как понял меня? Открытое возгорание, третий этаж.	понимать открытый возгорание третий этаж
-Держи! -Конец связи!	держать конец связь
-Тянем, тянем! -Давай-давай-давай-давай!	тянуть тянуть давать давать давать давать
-Работаем, ребята, работаем!	работать ребята работать
Давай-давай-давай-давай, быстрее, ребята, быстрее!	давать давать давать давать быстро ребята быстро
-Туда, туда!	туда туда
-Ну, за здоровый образ жизни. -Да, пора когда-то начинать.	здоровый образ жизнь пора когда-то начинать
-Товарищи спасатели!	товарищ спасатель
Лина хочет вас торжественно пригласить	лина хотеть торжественно приглашать
на открытие своего ресторана! Сергей Саидович, это тебе.	открытие свой ресторан сергей саидович это
-Это когда?	это
-Сегодня в 19:00. -Сегодня?	сегодня 19 00 сегодня
-Коля! -Спасибо!	коля спасибо
НЮХАЕТ М-м-м!	нюхать м м м
Надеюсь, будет вкусно. -Это вам с Катей.	надеяться вкусно это катя
-Спасибо, Саш, но у нас навряд ли получится.	спасибо саша навряд получаться
-Почему?	почему
-Да ничего серьёзного, просто Катя себя неважно чувствовала с утра.	ничто серьезный просто катя неважно чувствовать утро
-Ну, если к вечеру станет лучше, приходите, Лина вас очень ждёт.	вечер становиться приходить лина очень ждать
Макс! -Слушай, да я не особый любитель	макс слушать особый любитель
этих тусовок. -Макс, Макс, Макс!	тусовка макс макс макс
Говорят, у неё отличный повар. -Столичный повар!	говорить отличный повар столичный повар
-Уговорили. -Друзья, пожалуйста, приходите.	уговаривать друг пожалуйста приходить
Лина очень расстроится, если вас не будет.	лина очень расстраиваться
Старик, одень свой лучший фрак! -С удовольствием!	старик одевать свой хороший фрак удовольствие
-Сергей Саидович! Срочный выезд! Взрыв на мукомольной фабрике.	сергей саидович срочный выезд взрыв мукомольный фабрика
-О! -Ох!	ох
-Привет! -Привет!	привет привет
-Какая ты молодец, что бегаешь. Я с этим рестораном	молодец бегать ресторан
ничего не успеваю. -Да ладно.	ничто успевать ладно
Тебе грех жаловаться, я-то дома сижу.	грех жаловаться дома сидеть
Слушай, тебе красное очень к лицу. -Спасибо.	слушать красный очень лицо спасибо
Правда, зря я костюм сразу надела, ещё столько времени до вечера.	правда зря костюм сразу надевать столько время вечер
Обязательно заляпаю. -А ты фартук надень,	обязательно заляпывать фартук надевать
будет очень сексуально. -Ладно, побегу,	очень сексуально ладно побежать
столько нужно успеть. -Хорошего дня.	столько нужно успевать хороший день
-До вечера! Встретимся вечером на открытии нашего ресторана.	вечер встречаться вечер открытие наш ресторан
-До вечера.	вечер
-Готовы?	готовый
-Да! -Воду включай!	вода включать
-Пошла вода!	пойти вода
НАПРЯЖЁННАЯ МУЗЫКА	напряженный музыка
СИРЕНА НАПРЯЖЁННАЯ МУЗЫКА	сирена напряженный музыка
НАПРЯЖЁННАЯ МУЗЫКА	напряженный музыка
