cleaned_text	lemm_text
Алан Армстронг	алан армстронг
Майкл Элфик	майкл элфик
Стану ли я героем собственной жизни	стать герой собственный жизнь
или эта честь достанется кому-то другому,	этот честь достаться комуть другой
история покажет.	история показать
Дон Френч	дон френч
Боб Хоскинс	боб хоскинс
Николас Линдхерст и другие	николас линдхёрстый другой
Начну повествование о своей жизни с самого начала.	начать повествование свой жизнь самый начало
Я родился после смерти своего отца,	я родиться смерть свой отец
который покинул этот мир за три месяца до моего появления.	который покинуть мир месяц мой появление
"""Дэвид Копперфилд"" по роману Чарльза Диккенса"	дэвид копперфилд роман чарльз диккенс
Автор сценария Эдриан Ходжес	автор сценарий эдриан ходжес
Я родился в деревушке Бландерстоун	я родиться деревушка бландерстоун
в полночь, в пятницу.	полночь пятница
Продюсер Кейт Хартвуд	продюсер кейт хартвуд
А незадолго до меня в доме моей матери появился другой, менее ожидаемый гость.	а незадолго дом мой матерь появиться другой менее ожидать гость
Режиссер Саймон Кертис	режиссёр саймон кертис
Пегготти!	пегготти
Чем могу помочь, мэм?	чем мочь помочь мэм
Миссис Дэвид Копперфилд, полагаю? Кто её спрашивает, позвольте узнать?	миссис дэвид копперфилд полагать кто её спрашивать позволить узнать
Мисс Бетси Тротвуд. Смею надеяться, вы слышали о ней?	мисс бетси тротвуд сметь надеяться слышать она
Тетка моего бедного мужа... Вы еще сами ребенок!	тётка мой бедный муж вы сам ребёнок
Полагаю, мой племянник испортил вас? Мистер Копперфилд был добр ко мне...	полагать племянник испортить вы мистер копперфилд добрый к я
Нет-нет, не надо, не делайте этого.	нетнуть надо делать это
Вам известно, что я была против его женитьбы? Я говорила ему, вы очень молоды.	вы известно против женитьба я говорить он очень молодой
Слишком молоды. Но он не послушал меня.	слишком молодой но послушать я
Вообразил, что влюблен, или что-то вроде этого.	вообразить влюбить чтоть вроде это
Мой муж мертв. И если вы собираетесь оскорблять его память... Оставьте нас.	мой муж мёртвый и собираться оскорблять память оставить мы
Когда вы ожидаете малыша?	когда ожидать малыш
Уже скоро... Я так боюсь... Я наверняка умру!	уже скоро я бояться я наверняка умереть
Умрете? Чепуха!	умереть чепуха
Выпейте лучше чая. Где эта ваша служанка?	выпить чай где этот ваш служанка
Как она себя называет? Пегготти.	как называть пегготти
Пегготти?! Вы хотите сказать, что на этом свете нашелся человек,	пегготти вы хотеть сказать свет найтись человек
"который посмел назвать своего ребенка""пе-го-ти""?"	который посметь назвать свой ребенкапеготить
Это её фамилия. А муж звал её так, потому что её зовут также,	это её фамилия а муж звать её так её звать также
"как и меня ""Клара""."	клара
Ваша хозяйка желает чаю.	ваш хозяйка желать чай
Ей нездоровится. Нездоровится? Да она рожает!	она нездоровиться нездоровиться да рожать
Послать за доктором, мэм?	послать доктор мэм
Да! С самого рождения вашей девочки...	да с самый рождение ваш девочка
Возможно, будет мальчик... Девочка! И не спорьте.	возможно мальчик девочка и спорить
Я стану её крестной, и вам следует назвать её Бетси Тротвуд Копперфилд.	я стать её крестный следовать назвать её бетси тротвуд копперфилд
Эта девочка, Бетси Тротвуд, должна избежать в жизни всех ошибок.	этот девочка бетси тротвуд должный избежать жизнь ошибка
Рядом с ней не будет недостойного мужчины, который будет играть её чувствами.	ряд недостойный мужчина который играть её чувство
Прекратите.	прекратить
Прекратите. Этим вы только навредите и себе и моей крестнице.	прекратить это навредить мой крестница
Ну что?	ну что
Мы продвигаемся, мэм, медленно...	мы продвигаться мэм медленно
Мои поздравления, мэм. Все уже позади. Роды закончились.	мой поздравление мэм весь позади роды закончиться
Хорошо. Как она? Миссис Копперфилд чувствует себя хорошо.	хорошо как она миссис копперфилд чувствовать хорошо
Да-да, но как она? Кто?	дада она кто
Малышка, конечно же!	малышок же
Она на самом деле оказалась им, мисс Тротвуд.	она самый дело оказаться имя мисс тротвуд
Что? Это мальчик.	что это мальчик
Мальчик!	мальчик
Мальчишка!	мальчишка
Мальчишка!	мальчишка
Мальчишка!	мальчишка
Мои младенчество и ранее детство	мой младенчество ранее детство
прошли счастливо и беззаботно.	пройти счастливо беззаботно
Дни и годы сменяли друг друга в атмосфере полного довольства.	день год сменять друг друг атмосфера полный довольство
Я рос с уверенностью,	я расти уверенность
что моя матушка любила меня одного,	матушка любить один
в то время как преданность Пегготи	время преданность пегготить
была такой же постоянной, словно приливы.	постоянный словно прилив
Я сошел с корабля с вещами на берег. Следующим моим шагом был осмотр страны	я сойти корабль вещь берег следующий мой шагом осмотр страна
и поиск подходящего места про... пра...	поиск подходящий место про пра
Пристанища, Дэйви. Пристанища.	пристанище дэйвить пристанище
