cleaned_text	lemm_text
-Что за дурацкая манера пререкаться с учителем?	дурацкий манера пререкаться учитель
Я вчера готова была сквозь землю провалиться!	вчера готовый сквозь земля проваливаться
СМЕХ -Ничего смешного.	смех ничто смешной
-Сквозь землю - в Австралию, что ли? -Вообще-то в Бразилию.	сквозь земля австралия вообще-то бразилия
-Ты где права купил? Глаза разуй!	правый купить глаз разувать
Грузовикам проезд запрещён! -А тебе-то что?	грузовик проезд запрещать
-Значит так. После летней школы - сразу домой.	значит летний школа сразу домой
Никаких брожений по улицам. Понял? -Понял!	никакой брожение улица понимать понимать
-А если ещё будут жалобы - останешься на неделю без компьютера!	жалоба оставаться неделя компьютер
-Мам! -И не мамкай! Всё в твоих руках!	мама мамкать твой рука
Он будет ехать или уснул?	ехать уснуть
Слава богу!	слава бог
ТРЕСК АСФАЛЬТА	треск асфальт
-А!	
НАПРЯЖЁННАЯ МУЗЫКА	напряженный музыка
Тим, ты не ранен? -Нет! Только локоть ушиб!	тим ранить локоть ушибать
А мы что, в аварию попали? -Нет. Хуже.	авария попадать плохой
Под землю провалились, как заказывали.	земля проваливаться заказывать
-Мам! -Что?	мама
-Мне страшно! -Так. Спокойно.	страшно спокойно
Не бойся, сейчас...	бояться ...
Сейчас мы вызовем спасателей. Они нас вытащат.	вызывать спасатель вытаскивать
НАПРЯЖЁННАЯ МУЗЫКА	напряженный музыка
Что ж такое-то?!	такой-то ?!
Я же говорила Виталику, просила!	говорить виталик просить
-Что, мама? -Ничего. Всё хорошо.	мама ничто хороший
-Замок заклинило? Папа опять его не починил?!	замок заклинивать папа починять ?!
-Нет, всё хорошо, папа ни в чём не виноват.	папа виноватый
-Доброе утро! -О-о-о!	добрый утро
-А вот и завтрак! А ещё лёгкий мужской стриптиз.	завтрак легкий мужской стриптиз
-А у нас что, сегодня какой-то особенный день? Годовщина?	сегодня какой-то особенный день годовщина
-Просто встал пораньше, решил приготовить тебе завтрак.	просто вставать рано решать приготавливать завтрак
-Подожди...	подождать ...
Теперь ставь.	ставить
-А что это?	это
-Нашла старые серёжки, уже успела одну потерять. Слабый замок.	находить старый сережка успевать потерять слабый замок
-Да не переживай, нашёл я вторую твою серёжку.	переживать находить второй твой сережка
-Серьёзно?!	серьезно ?!
-Завтракай, пока не остыло.	завтракать пока остыть
Ну? -А у меня для тебя есть сюрприз!	сюрприз
-О-о-о! Надеюсь, приятный?	надеяться приятный
-Грек, ну не сейчас.	грек
-Я слушаю. -Отличный сюрприз!	слушать отличный сюрприз
Я теперь владелица ресторана. Ну, точнее, мы.	владелица ресторан точно
-Так. А какого ресторана?	ресторан
"-""Белые ночи"". Помнишь, ну, ресторан Бориса?"	"-"" белый ночь помнить ресторан борис"
-Опять Борис?!	борис ?!
-Грек, ты чего?	грек
-Лина, я тебе сказал - близко к нему не приближаться!	лина сказать близко приближаться
-Саш, не психуй! Он вообще уже уехал в Москву.	саша психовать вообще уезжать москва
Я у него этот ресторан купила практически за копейки.	ресторан купить практически копейка
-Ты себя слышишь? Ресторан за копейки - это как?!	слышать ресторан копейка это ?!
Откуда деньги?	откуда деньги
-Деньги у меня на счету от твоей мамы.	деньги счет твой мама
Я с ней всё перед этим согласовала.	это согласовывать
Саш, ну, это бизнес.	саша это бизнес
