cleaned_text	lemm_text
-На меня немного давай! Не спи там!	немного давать спать
ИНТРИГУЮЩАЯ МУЗЫКА	интригующий музыка
-Опускаем, опускаем, опускаем!	опускать опускать опускать
ИНТРИГУЮЩАЯ МУЗЫКА	интригующий музыка
ТРЕВОЖНАЯ МУЗЫКА	тревожный музыка
-Ё-моё!	е
Мужики!	мужик
Мужики!	мужик
Эй!	эй
-Кто там упал-то? -Экскаваторщик, походу.	упасть экскаваторщик поход
-Серёга, что ли?	серега
-Помогите!	помогать
-Серёга, держись!	серега держаться
-Эй! Кто-нибудь! Мужики!	эй кто-нибудь мужик
Да где вас носит!	носить
-Ни фига себе!	фига
-Мужики, помогите вылезти. -А ты чего там делаешь-то?	мужик помогать вылезать делать
-Червей копаю!	червь копать
Принесите лестницу, тут... скелеты какие-то кругом.	приносить лестница ... скелет какой-то кругом
-Сейчас, Серёг, сейчас!	серьга
-Давай скорей!	давать скоро
МУЗЫКАЛЬНОЕ ВСТУПЛЕНИЕ	музыкальный вступление
ПОСМЕИВАЕТСЯ	посмеиваться
-Бригадир!	бригадир
Бригадир! Там Серёга в какой-то могильник провалился.	бригадир серега какой-то могильник проваливаться
Говорит, скелетов полно! Вы идёте?!	говорить скелет полно идти ?!
-Идёте, идёте!	идти идти
Идёте... нам только этого не хватало.	идти ... это хватать
-Что тут у вас? -Давай помогу, Серёг.	давать помогать серьга
-Ты цел, Серёга?	целый серега
Чего ты туда полез?	туда полезть
-Я что, дурак, что ли, туда лазать? Встал на край и провалился.	дурак туда лазать вставать край проваливаться
А там эти, скелеты по углам лежат. Я чуть не обделался.	скелет угол лежать обделываться
-Как ты? Ничего себе не сломал? -Да нет.	ничто сломать
Только вон, скелету одному рёбра поломал.	вон скелет ребро поломать
Так теперь что, бригадир, конец смены?	бригадир конец смена
Ментов вызывать надо.	мент вызывать
-Осторожней!	осторожно
-Что там?	
-Походу, мы древний могильник раскопали.	поход древний могильник раскапывать
-Ничего себе... -Не трогай там ничего.	... трогать ничто
-Надо этих, археологов вызывать.	археолог вызывать
А, чёрт!	черт
Кранты!	кранты
Теперь будем куковать, пока археологи не раскопают.	куковать пока археолог раскапывать
И это в первую смену после отпуска.	это первый смена отпуск
-Начальство будет в восторге. Теперь все планы к чёрту.	начальство восторг весь план черт
Слышь, бригадир?	слышь бригадир
-Может, зароем по-тихому? И дальше трубу протянем?	зарывать тихий далеко труба протягивать
-Я тебе зарою. Поставьте ограждение возле этой ямы.	зарывать поставлять ограждение возле яма
И шабаш.	шабаш
А я пойду с начальством свяжусь.	пойти начальство связываться
-Да, хорошо.	
Поняла.	понимать
Обязательно. До свидания.	обязательно свидание
Мама твоя звонила. -В такую рань?	мама твой звонить рань
Да, она просто не хотела тебя отвлекать от работы,	просто хотеть отвлекать работа
позвонила пораньше, а ты в душе.	позвонить рано душа
-Ладно, позже перезвоню, я побежал.	ладно поздно перезванивать побежать
-Давай. Я тоже скоро уйду. -Куда?	давать скоро уходить
-В поликлинику.	поликлиника
Мне же нужно после операции проверяться. Ты что, забыл?	нужно операция проверяться забывать
-Что доктор скажет, напиши. Всё, пока.	доктор сказать написать пока
-Ой, Сашка, надеюсь, ты меня простишь.	ой сашка надеяться прощать
-Алло, слушаю вас. -Алло, диспетчерская?	але слушать але диспетчерский
Это седьмой участок. -Да, слушаю.	это седьмой участок слушать
-Это ты, Лен? -Да. Пиманов, это ты? Что у тебя?	это лен пиманов это
-Слушай, мы на трассе курган ковырнули,	слушать трасса курган ковырнуть
а там какое-то захоронение.	какой-то захоронение
-Могилу, что ли, раскопали? -Да не могилу!	могила раскапывать могила
Похоже, древнее захоронение.	похоже древний захоронение
Может, лет тысяча, я ж не археолог.	год тысяча археолог
В общем, мы работы приостановили, как по инструкции положено.	общий работа приостанавливать инструкция положенный
Будем ждать, что начальство скажет. Ты свистни кому надо.	ждать начальство сказать свистнуть
-Древнее захоронение, поняла. А кто там похоронен-то?	древний захоронение понимать похоронить
-Слушай, они мне не представились,	слушать представляться
так что пусть начальство приезжает и разбирается.	пусть начальство приезжать разбираться
-Хорошо, доложу. -Давай.	докладывать давать
Ах ты...	ах ...
-Пойдём погуляем?	пойти погулять
-Не хочу, я домой хочу.	хотеть домой хотеть
-Ну...	...
пока нельзя, может, позже.	пока мочь поздно
-Меня никогда отсюда не отпустят!	отсюда отпускать
И мамы у меня нет, никого у меня нет!	мама никто
-Я к тебе приходить буду.	приходить
-Приходи.	приходить
-Хорошо.	
Я приду.	прийти
-Ё-моё...	е ...
ТРЕВОЖНАЯ МУЗЫКА	тревожный музыка
ПЛАЧ, ВОЙ	плач вой
-Даш...	даша ...
Даша!	даша
Даш!	даша
Даш, проснись!	даша просыпаться
-Да чего тебе, отстань!	отставать
Дай хоть в выходной выспаться.	давать выходной высыпаться
-Девочки, у вас масла для волос не будет?	девочка масло волос
ЗЛОВЕЩИЕ ЗВУКИ	зловещий звук
-Кто это?	это
Что это, опять тот дурацкий розыгрыш?	это дурацкий розыгрыш
-Тише ты, это, походу, полтергейст. -Ага...	тихо это поход полтергейст ага ...
-Я такое только в кино видела.	кино видеть
-Ну что, надеюсь, нам эту смену-то закроют?	надеяться смена закрывать
-Это уж от Бугра зависит.	это бугор зависеть
-Я что-то не понял, у нас что, теперь прогулы	что-то понимать прогул
из-за этих скелетов будут?	из-за скелет
-С какой это стати прогулы? -Это же не по нашей вине.	это стать прогул это наш вина
-Иди спроси у бригадира. Что ты нас-то мучаешь?	идти спрашивать бригадир мучить
-А мне что, больше всех надо? -Пойдём вместе спросим.	пойти вместе спрашивать
-Я пойду. -Пошли.	пойти пойти
-Пошли. -Да никуда я не пойду.	пойти никуда пойти
-И чёрт с тобой.	черт
ПЕЧАЛЬНАЯ МУЗЫКА	печальный музыка
-Нет.	
-Простите? В каком смысле?	прощать смысл
-Вы не сможете ни удочерить, ни быть опекуном... Сабины.	смочь удочерять опекун ... сабина
-Почему это я не могу?	почему это мочь
ВЗДЫХАЕТ	вздыхать
-Во-первых, вы не замужем, так? -Да, я разведена, но...	во-первых замужем разводить ...
-Вы не сможете обеспечить ребёнка полноценной семьёй.	смочь обеспечивать ребенок полноценный семья
Во-вторых, у вас сменная работа, связанная с риском для жизни.	во-вторых сменный работа связывать риск жизнь
-Какой там риск!	риск
-Вы не сможете в течение суток находиться с ребёнком	смочь течение сутки находиться ребенок
и ухаживать за ним.	ухаживать
И в-третьих, у вас нет постоянного жилья.	в-третьих постоянный жилье
-У меня вполне приличная служебная квартира.	вполне приличный служебный квартира
-Это только три причины, по которым я не могу вам дать	это причина который мочь давать
разрешение на удочерение.	разрешение удочерение
Извините.	извинять
-Вот, Лилия Соломоновна, сами посмотрите.	лилия соломоновна посмотреть
ЗЛОВЕЩИЕ ЗВУКИ, СТОНЫ	зловещий звук стон
-И где ваш полтергейст?	ваш полтергейст
-Лилия Соломоновна, правда, он выл здесь целое утро.	лилия соломоновна правда выть целый утро
-Господи, зачем нам вас обманывать? -То есть вам кажется, что это смешно?	господи обманывать казаться это смешной
ВОЙ, ПРИЧИТАНИЯ	вой причитание
-Разыгрываете меня? -Ну вот, видите, я ж вам говорила!	разыгрывать видеть говорить
СТУК	стук
-Да, только это не полтергейст.	это полтергейст
-А кто же?	
-Призрак.	призрак
Самый что ни на есть призрак.	самый призрак
Полтергейсты, они что? Мебель двигают, посуду бьют.	полтергейст мебель двигать посуда бить
А этот...	...
