cleaned_text	lemm_text
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
-Здравия желаю.	здравие желать
-Давай, Дима, рассказывай. Что у тебя?	давать дима рассказывать
-Ну что, судя по степени окоченения, с поправкой на температуру воздуха,	судя степень окоченение поправка температура воздух
я думаю, что смерть наступила где-то 3-5 дней назад.	думать смерть наступать где-то 3 5 день назад
-То есть, возможно, в ночь исчезновения?	возможно ночь исчезновение
-Да, вполне вероятно.	вполне вероятно
Но точнее, как всегда, после экспертизы.	точно экспертиза
Значит, все семь ран были нанесены, включая и смертельную,	значит весь семь ран наносить включая смертельный
в сердечную мышцу, были нанесены лезвием шириной где-то 7-8 см.	сердечный мышца наносить лезвие ширина где-то 7 8 см
Глубина, кстати, такая же. -Типа кухонного ножа?	глубина кстати тип кухонный нож
-Ну да.	
Значит, следы вокруг обнаружения тела были обнаружены везде,	значит след вокруг обнаружение тело обнаруживать везде
но только мужские и сорок второго размера.	мужской сорок второй размер
Следов же самой жертвы не обнаружено.	след самый жертва обнаруживать
-Хочешь сказать, её сюда принесли? -Да.	хотеть сказать сюда приносить
Вот оттуда, от дорожки. И, скорее всего, мёртвую.	оттуда дорожка скоро мертвый
Вот. Посмотрите.	посмотреть
Красавица.	красавица
-Да.	
-Она в домашней одежде? -Да.	домашний одежда
-Почему?	почему
-Я так понимаю, что надо бы поговорить ещё раз	понимать поговорить
с теперь уже безутешным вдовцом.	безутешный вдовец
Соответственно, после опознания тела.	соответственно опознание тело
ПЛАЧЕТ	плакать
-Это я её убил.	это убивать
Я...	...
-Если я правильно понимаю, мы можем оформлять чистосердечное?	правильно понимать мочь оформлять чистосердечный
-Что?	
-Признание.	признание
-Вы совсем стыд потеряли?	стыд потерять
Я убил её фигурально.	убивать фигуральный
Она из-за меня ушла из дома!	из-за уходить дом
-В домашней одежде?	домашний одежда
-В плаще.	плащ
Обещали дождь. Она ушла в плаще и ботинках.	обещать дождь уходить плащ ботинок
Я ей подарил на день рождения.	подарить день рождение
-Ну, логично.	логично
А потом его уже с мёртвого тела могли снять бомжи или...	мертвый тело мочь снимать бомж ...
-Убийца?	убийца
Убийца?	убийца
Я вас прошу, пожалуйста, найдите эту тварь, а? Я умоляю!	просить пожалуйста находить тварь умолять
Я прошу вас, найдите эту тварь!	просить находить тварь
-Что вы делаете?	делать
-Я прошу вас, найдите тварь! -Я пойду к врачу.	просить находить тварь пойти врач
Вы пока пообщайтесь.	пока пообщаться
-Что вы делаете?! Пожалуйста, перестаньте.	делать ?! пожалуйста переставать
РЫДАЕТ	рыдать
-Прошу!	просить
-Вполне возможно, вам придётся покупать новые сапоги.	вполне возможно приходиться покупать новый сапог
-Почему?	почему
-На этих - материала для ДНК-анализа килограмма три.	материал днк анализ килограмм
-Не смешно.	смешно
-Да, я знаю, простите.	знать прощать
Просто в башке ступор какой-то.	просто башка ступор какой-то
Не даст нам ничего этот ДНК-анализ.	давать ничто днк анализ
