cleaned_text	lemm_text
ПЕНИЕ ПТИЦ ПЛЕСК ВОДЫ	пение птица плеск вода
-Так, ну всё, лося разделали. Пора валить.	лось разделывать пора валить
-Анатолий, ты рога заберёшь? -На кой они мне сдались?	анатолий рог забирать кой сдаваться
У меня дома таких четыре штуки. -Тогда я заберу.	дома четыре штука забирать
Тёще на дачу отвезу. -Ты только мешки потуже затягивай.	теща дача отвозить мешок туго затягивать
А то кровь потечёт, весь багажник мне уделаешь.	кровь потечь весь багажник уделывать
-Завяжу, завяжу. Не волнуйся.	завязнуть завязнуть волноваться
КРЯХТИТ	кряхтеть
-Тёмыч?	темыч
Ты куда пропал?	пропадать
Да оставь ты в покое этого подранка, валить надо.	оставлять покой подранок валить
В смысле - тихо?	смысл тихо
ВЫСТРЕЛ	выстрел
МЫЧАНИЕ ЛОСЯ	мычание лось
-Это Тёмыч?	это темыч
-По ходу, да. -Попал или нет?	ход попадать
-Судя по всему, только спугнул. Сейчас придёт, давай собирайся.	судя спугивать прийти давать собираться
КРЯХТИТ	кряхтеть
-Браконьерничаем?	браконьерничать
-А ну, стой на месте, не шевелись.	стоять место шевелиться
ТРЕВОЖНАЯ МУЗЫКА	тревожный музыка
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
-Даёшь, Санёк, ну ты нас и напугал! -Я?	давать санек напугать
Да я сам чуть в штаны не наложил, когда он на меня ствол навёл.	штаны налагать ствол наводить
-Ну, извиняй, не признал, что свой. Артём.	извинять признавать свой артем
-Александр. -Александр - наш человек.	александр александр наш человек
Из местных. -Кстати, что не позвонили-то, а?	местный кстати позвонить
-Мы тебе четыре раза звонили. У тебя телефон недоступен.	четыре звонить телефон недоступный
-А-а, я ж номер сменил! Куриная башка.	номер сменить куриный башка
ПОСМЕИВАЕТСЯ	посмеиваться
-Ну что, тогда поехали ко мне. Мясо в погреб бросим.	поехать ко мясо погреб бросать
Потом в сельпо, затаримся.	сельпо затариться
Ну и поохотимся по-взрослому.	поохотиться по-взрослому
-А я говорил, Александр - наш человек!	говорить александр наш человек
-Санёк, ты ж знаешь, за нами не заржавеет.	санек знать заржаветь
-Не сомневаюсь в этом.	сомневаться это
ТРЕВОЖНАЯ МУЗЫКА	тревожный музыка
-Ох, доброе утро! А ты чего меня не разбудил?	ох добрый утро разбудить
-Да ты так сладко спала, что не стал.	сладко спать становиться
-Я тебе омлет приготовлю. -А, не-не, я на базе позавтракаю.	омлет приготавливать база позавтракать
Старик такую кашу готовит, закачаешься.	старик каша готовить закачаться
-А как я готовлю, тебе не нравится? -Почему? Очень нравится!	готовить нравиться почему очень нравиться
Просто ты готовишь так готовишь. А я опаздываю, правда.	просто готовить готовить опаздывать правда
Какие планы? -Ой, у меня сейчас запись к врачу.	план ой запись врач
Потом встречаюсь с Борисом по нашим делам.	встречаться борис наш дело
-А, с Борисом опять.	борис
-Ты всё-таки ревнуешь.	все-таки ревновать
ВЗДЫХАЕТ -Было бы, к кому ревновать.	вздыхать ревновать
Надеюсь, в этот раз его не придётся снимать с капкана какого-нибудь.	надеяться приходиться снимать капкан какой-нибудь
-Саш, он в первую очередь мой компаньон.	саша первый очередь компаньон
-Угу. -Без этого человека я не смогу	угу человек смочь
открыть бизнес в чужом городе. -Может, и не надо?	открывать бизнес чужой город мочь
В твоём положении надо гулять, дышать свежим воздухом. На.	твой положение гулять дышать свежий воздух
Да ешь!	
-Ну, одно другому не мешает. -Угу.	мешать угу
-Я буду весь день на воздухе. Огромная территория.	весь день воздух огромный территория
-Огромная заброшенная территория, которую надо восстанавливать.	огромный забросить территория который восстанавливать
Заново! -Саш, ну это прекрасно!	заново саша это прекрасно
Я знаю, что я делаю.	знать делать
