cleaned_text	lemm_text
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
-А я тебя узнал.	узнавать
Ты из мусарни.	мусарня
Это же вы третьего дня Николаича увезли. Хороший был мужик.	это третий день николаич увезти хороший мужик
Он единственный из нашего цеха, кто из простых работяг в мастера выбился.	единственный наш цех простой работяга мастер выбиваться
За что вы его порешили-то?	порешить
-Сайт легальный, занимается предоставлением услуг по знакомствам.	сайт легальный заниматься предоставление услуга знакомство
Чтобы отсеять путан и прочий нежелательный элемент,	отсеивать путана прочий нежелательный элемент
регистрация происходит строго по паспортным данным	регистрация происходить строго паспортный данные
с привязкой к мобильным телефонам клиентов.	привязка мобильный телефон клиент
Аккаунта убитой Сельяновой на сайте нет,	аккаунт убивать сельянова сайт
а вот Горохова присутствует.	горохов присутствовать
-Она могла удалить свой аккаунт. -Могла.	мочь удалять свой аккаунт мочь
Но об этом можно узнать, только взломав сайт.	это узнавать взламывать сайт
-Так ломай. -Степень защиты очень сложная.	ломать степень защита очень сложный
Дня два уйдёт точно. Проще выйти на владельцев сайта.	день уходить точно просто выходить владелец сайт
Не думаю, что могут возникнуть проблемы.	думать мочь возникать проблема
Сайт вполне официальный.	сайт вполне официальный
Зарегистрирован как юрлицо, платит налоги и всё что положено.	зарегистрировать юрлицо платить налог положено
-Ладно, я думаю, с уликами там всё равно будут проблемы. Я поеду туда.	ладно думать улика равный проблема поехать туда
Лёш, сгоняй ещё раз на место преступления,	леша сгонять место преступление
пошурши там как следует. -Ладно, пойду пошуршу.	пошуршать следовать ладно пойти пошуршать
-Для очистки совести. -Хорошо.	очистка совесть
-Давай. Адрес какой? -Сейчас.	давать адрес
-Да, аккаунт Елены Сельяновой есть у нас на сайте. Он был два года.	аккаунт елена сельянова сайт год
Удалила она три месяца назад. -А почему? Причину узнать можно?	удалять месяц назад почему причина узнавать
-Нет, вряд ли. Тут могут быть самые разные причины.	вряд мочь самый разный причина
От разочарования до встречи с тем самым любимым и единственным.	разочарование встреча самый любимый единственный
-То есть любовь нечаянно нагрянула, и поиск кандидатов прекращён.	любовь нечаянно нагрянуть поиск кандидат прекращать
-Ну да. Можно и так сказать.	сказать
Так, а вот список аккаунтов мужчин, с кем контактировала Елена.	список аккаунт мужчина контактировать елена
За два года - 30 человек.	год 30 человек
Вот Горохов ваш.	горохов ваш
-Ух ты! -Интересно.	ух интересно
-Что?	
-Получается забавная закономерность.	получаться забавный закономерность
Елена вступала в связь с несколькими мужчинами несколько раз	елена вступать связь несколько мужчина несколько
и через несколько дней удаляла, отправляла их в бан.	несколько день удалять отправлять бан
-То есть прекращала с ними все отношения?	прекращать весь отношение
-Да, точно.	точно
-То есть она знакомилась с мужиком на сайте, в реале встречалась один раз,	знакомиться мужик сайт реал встречаться
а потом всё - не пиши, не звони. Да?	писать звонить
И Горохов не первый и не последний в этом списке?	горох первый последний список
-Маффин! Маффин! Гражданин, а что вы здесь делаете?	маффин маффин гражданин делать
-Милиция. Вещдоки ищу.	милиция вещдок искать
-Понятно.	понятно
-А вы кто?	
-Я? Да объект охраняю. -Вы-то мне как раз и нужны.	объект охранять нужный
-Я понимаю, о чём вы хотите меня спросить. Маффин!	понимать хотеть спрашивать маффин
-Да?	
-В день пожара ничего особенного не видел,	день пожар ничто особенный видеть
разве что машинка тут около кузницы стояла крутая.	машинка около кузница стоять крутой
А мы-то все местные машины знаем, но эта машина была не местная.	весь местный машина знать машина местный
-Что, долго стояла? -Кто, машина?	долго стоять машина
-Ну. -Вот за это сказать не могу.	это сказать мочь
Но что в восемь часов вечера стояла - это точно.	восемь час вечер стоять это точный
-А почему время запомнили? -Почему? Биологические часы.	почему время запоминать почему биологический часы
-Понятно. А номер машины не запомнили?	понятно номер машина запоминать
-Нет, не запомнил. Разве что две последние буквы.	запоминать последний буква
Уж больно, знаете ли, приметные. -Что за буквы?	больно знать приметный буква
"-""Х"" и ""У"". -ХУ, значит?"	"-"" х ху значит"
-ХУ. -Как известная английская группа.	ху известный английский группа
-Да, абсолютно точно. Больше ничего сказать по этому делу не могу.	абсолютно точно ничто сказать дело мочь
Маффин! Маффин! Ну уж простите меня. -И на том спасибо.	маффин маффин прощать спасибо
-Пожалуйста, извините. Маффин, ну куда ты? Пошли, пошли.	пожалуйста извинять маффин пойти пойти
-У нас на сайте много тех, кто ищет партнёра на одну ночь,	сайт искать партнер ночь
но ведь это же не преступление, по крайней мере, не уголовное.	это преступление крайний мера уголовный
-Да нет. А если эта Сельянова вообще в сексуальные отношения не вступала?	сельянов вообще сексуальный отношение вступать
-Я тут вам совсем не подскажу, мы свечку клиентам не держим в реале.	подсказывать свечка клиент держать реал
-Вот эта вот галочка что означает?	галочка означать
-Это значит, что этот клиент удалил аккаунт.	это значить клиент удалять аккаунт
-Подождите, получается, что из всех 30-и одноразовых мужчин Сельяновой	подождать получаться весь 30 одноразовый мужчина сельянова
только вот этот вот удалил свой аккаунт.	удалять свой аккаунт
-Так, и удалил он аккаунт через сутки после первого диалога с Еленой.	удалять аккаунт сутки первый диалог елена
-Вот, вот же она - неземная любовь. А можно узнать... Олег Маслов.	неземной любовь узнавать ... олег маслов
