cleaned_text	lemm_text
-В походе главное - дисциплина, да, мам?	поход главное дисциплина мама
-Правильно, Сабина.	правильно сабина
В лагере останешься за главную. -Как всегда.	лагерь оставаться главный
-Сабина, отойди от края!	сабина отходить край
-А зачем нам такие заморочки?	заморочка
В интернете есть описание пещеры. Сюда многие ездят.	интернет описание пещера сюда многие ездить
-Не сюда. Главный вход находится ниже по течению.	сюда главный вход находиться ниже течение
Там туристический маршрут проложен.	туристический маршрут пролагать
Ну, там поручни, мостики всякие.	поручень мостик всякий
Но вы же хотели дикий вариант! Поэтому вперёд и с песней.	хотеть дикий вариант поэтому вперед песня
-Ну, веди.	вести
РАДОСТНАЯ МУЗЫКА	радостный музыка
-Классно! Ну что, палатки ставим?	классно палатка ставить
-Здесь слишком мокро. -Не умничай.	слишком мокро умничать
Давай, давай.	давать давать
ИНТРИГУЮЩАЯ МУЗЫКА	интригующий музыка
Хотя Сабина права - здесь слишком сыро.	хотя сабина право слишком сыро
Давайте спустимся поближе к реке, я знаю там хорошее место.	давать спускаться близко река знать хороший место
-А есть другой вход в пещеру? -Да полно.	вход пещера полно
Но этот, горизонтальный, попроще, остальные - вертикальные колодцы.	горизонтальный простой остальной вертикальный колодец
-Если этот попроще, значит, там внизу всё уже отсняли.	простой значит внизу отснимать
Давай найдём другой маршрут.	давать находить маршрут
-Нет, это слишком опасно. Ух, ты! Давай осторожно.	это слишком опасно ух давать осторожно
Там нужны гидрокостюмы.	нужный гидрокостюм
Тем более со всей этой техникой мы не пройдём.	весь техника пройти
-Ты же разрядница, подстрахуешь.	разрядница подстраховывать
Я с шефом поговорю, тебе дополнительно оплатят.	шеф поговорить дополнительно оплачивать
-Панихиду они твою оплатят.	панихида твой оплачивать
Здесь и половины лабиринта не исследовано,	половина лабиринт исследовать
многие протоки вообще непроходимы. Давай без самодеятельности.	многий протока вообще непроходимый давать самодеятельность
Я веду, а вы снимайте свой репортаж.	вести снимать свой репортаж
-Нет настроения?	настроение
-Нет, всё в порядке.	порядок
-Понятно.	понятно
-Саш, у нас что, до такой степени проблемы с деньгами,	саша степень проблема деньги
что мы не можем платить по счетам?	мочь платить счет
-Временные. Пока зарплату не дадут. -Подожди... А кроме зарплаты?	временный пока зарплата давать подождать ... кроме зарплата
-Саш, в чём дело? Говори как есть.	саша дело говорить
-Не хотел тебя расстраивать. Твоё лечение влетело в копейку.	хотеть расстраивать твой лечение влетать копейка
Лимиты по кредитным картам я уже исчерпал, а у мамы клянчить не буду.	лимит кредитный карта исчерпывать мама клянчить
-И что теперь делать?	делать
-Я разберусь.	разбираться
-Давай я найду работу.	давать находить работа
Ну правда, я три месяца уже бью баклуши.	правда месяц бить баклуши
Не выгорело с турбазой - да. Но можно найти что-то другое.	выгорать турбаза находить что-то
-Не надо ничего искать.	ничто искать
Если ты хочешь работать, я поговорю с Шимко, мы устроим тебя на базу.	хотеть работать поговорить шимко устраивать база
Ты должна быть в полной безопасности.	должный полный безопасность
-Саш, я всё понимаю. Я понимаю твою потерю.	саша понимать понимать твой потеря
Но это превращается в какую-то гиперопеку.	это превращаться какой-то гиперопекать
Ну что я там буду делать? Подштаники вам стирать.	делать подштаника стирать
-Ты сама заговорила о работе. -Да.	заговаривать работа
Но у меня есть специальность, если ты не забыл.	специальность забывать
-Я не забыл! Просто времена меняются, и жизнь меняется.	забывать просто время меняться жизнь меняться
-Да, но ты работаешь на работе, которая тебе нравится.	работать работа который нравиться
И я хочу заниматься делом, которое мне по душе.	хотеть заниматься дело который душа
-Ты куда?	
-В салон. Хоть отвлекусь, пока у меня абонемент не кончился.	салон отвлекаться пока абонемент кончаться
-Проходи.	проходить
-О, привет! -Здрасте.	привет здрасте
-Привет. А нам квартиру новую нашли. Теперь мы с тобой соседи.	привет квартира новый находить сосед
-Твой муж тоже спасатель?	твой муж спасатель
-Да, Андрей врач	андрей врач
"в поисково-спасательном отряде. А почему ""тоже""?"	поисково-спасательный отряд почему
-Да мой жених тоже МЧСник. -Да ладно? Здорово!	жених мчсникать ладно здорово
-Ну что, поздравляю с переездом. -Ух! Спасибо.	поздравлять переезд ух спасибо
-Да, дом вполне приличный, база спасательная недалеко.	дом вполне приличный база спасательный недалеко
-Так, мы как обустроимся,	обустроиться
сразу к нам на новоселье. Хорошо? -Хорошо.	сразу новоселье
Пока. -Пока.	пока пока
-Мама, смотри!	мама смотреть
-Молодец.	молодец
Давай аккуратно только.	давать аккуратно
-Часто с собой дочь берёшь?	часто дочь брать
-Ну, она мне не мешает.	мешать
-А отец её не против? -Он погиб в горах.	отец против погибать гора
-Пардонте, не знал.	пардонт знать
А не проще дома её с бабушкой оставить?	просто дома бабушка оставлять
Сама говоришь, опасно здесь.	говорить опасно
И вообще, наверное, тяжело тебе одной.	вообще наверное тяжело
-Хочешь помочь? Сходи за дровами.	хотеть помогать сходить дрова
-О! Вот и дрова.	дрова
Да я вообще про другое.	вообще
-Про что?	
-Ну так, пытаюсь разговор поддержать.	пытаться разговор поддерживать
Может, тему общую найдём... -Слушай, расслабься.	мочь тема общий находить ... слушать расслабляться
-Я проводник, а не эскорт.	проводник эскорт
Вот тебе ложка. Закипит - помешивай.	ложка закипать помешивать
Пошли, солнышко.	пойти солнышко
-Посмотрим, кто из нас интеллектуальный.	посмотреть интеллектуальный
-Всем привет. -Здорово.	привет здорово
-Смена началась 20 минут назад.	смена начинаться 20 минута назад
Ты что, особенный?	особенный
-Автобус ждал. Опоздал.	автобус ждать опаздывать
-Купи себе велосипед: и быстро, и для здоровья хорошо.	купить велосипед быстро здоровье хороший
-Макса попросил бы, вам по дороге с ним вроде.	макс попросить дорога вроде
-Зато мне с ним не по дороге. -Грек, ты угомонишься когда-нибудь?	зато дорога грек угомоняться когда-нибудь
-Хватит.	хватить
Для тех, кто не помнит:	помнить
сегодня вечером у нас субботник. -Да!	сегодня вечер субботник
ЗВОНОК ТЕЛЕФОНА	звонок телефон
-МЧС, отряд 42-21. Что у вас случилось?	мчс отряд 42 21 случаться
-Здрасте. У нас люлька застряла. -Люлька? С ребёнком?	здрасте люлька застревать люлька ребенок
-Нет, с малярами. Они фасад дома красят,	маляр фасад дома красить
а люлька посредине встала - и ни туда ни сюда.	люлька посредине вставать туда сюда
Вы их снимите, пожалуйста. -Адрес диктуйте.	снимать пожалуйста адрес диктовать
-Жукова, 5. -Всё, к вам выезжают.	жукова 5 выезжать
-Ты обои купил? -Конечно. Целых 20 рулонов.	обои купить целый 20 рулон
-Ох, мужики, у меня по поводу обоев с женой война была.	ох мужик повод обои жена война
Я хотел с морской тематикой, с дельфинчиками,	хотеть морской тематика дельфинчик
она хотела с цветочками. Договорились на французском стиле – прованс.	хотеть цветочек договариваться французский стиль  –  прованс
-Так, у нас вызов.	вызов
Жукова, 5. Жилая пятиэтажка, два маляра застряли в люльке.	жукова 5 жилой пятиэтажка маляр застревать люлька
Шароль, Петров, на выезд.	шароль петр выезд
-Поехали, Макс. -Поехали.	поехать макс поехать
-Слушай, ты, голос совести.	слушать голос совесть
Что, заняться нечем? Максу и так досталось.	заниматься нечего макс доставаться
-Я... -Хватит к нему цепляться.	... хватить цепляться
-Ладно, забыли.	ладно забывать
-Ладно, забыли.	ладно забывать
-Какой-то ты невесёлый!	какой-то невеселый
-Есть причины.	причина
-Ну, если поискать, они всегда найдутся.	поискать находиться
ГРУСТНАЯ МУЗЫКА	грустный музыка
-Да Лину хотел к нам устроить, не сидится ей дома.	лина хотеть устраивать сидеться дома
Так вроде и при деле, и вместе.	вроде дело вместе
Отказалась.	отказываться
Могла бы курсы фельдшера закончить, она умная, всё схватывает на лету.	мочь курсы фельдшер заканчивать умный схватывать лет
-Отказалась? Значит, и правда умная.	отказываться значит правда умный
-В смысле?	смысл
-В смысле, вместе либо жить, либо работать.	смысл вместе либо жить либо работать
А одновременно редко у кого получается.	одновременно редко получаться
ГРУСТНАЯ МУЗЫКА	грустный музыка
-А ты была в Ходже? -Карьер, тот, что в Англии? Не-а.	ходжа карьер англия
Как-то не особо хотелось.	как-то особо хотеться
-Ну, не знаю, фотки прикольные.	знать фотка прикольный
-Это он снаружи как череп выглядит. А внутри что? Пещера как пещера.	это снаружи череп выглядеть внутри пещера пещера
У нас таких полным-полно.	полным-полно
-Вообще-то там много людей погибло. -Ой, прям-таки много?!	вообще-то человек погибать ой прямой таки ?!
Я считаю, что дело не в пещере.	считать дело пещера
Можно на ровном месте споткнуться, упасть в лужу, и всё - привет.	ровный место спотыкаться упасть лужа привет
-Я смотрю, тебе любая пещера нипочём!	смотреть любой пещера нипочем
-Ой, хватит болтать. Почти пришли уже.	ой хватить болтать приходить
-Алло. Алло, как слышите меня? Приём. Ответьте.	але але слышать прием отвечать
Алло, ответьте. Как слышно? Приём.	але отвечать слышно прием
-Качай, качай. -Качаю, качаю.	качать качать качать качать
ЗВОНОК ТЕЛЕФОНА	звонок телефон
-Да. -Как слышно меня? Приём.	слышно прием
-У нас всё норм. Сабина поела?	норма сабина поесть
-Да, супчик - пальчики оближешь. -Ну, замечательно.	супчик пальчик облизывать замечательно
Ты только далеко не отходи, зуммер слабый, не услышишь ещё.	далеко отходить зуммер слабый услышать
Кстати, надень ей тёплые носки, они в спортивной сумке, она знает.	кстати надевать теплый носок спортивный сумка знать
-Вас понял, хорошо. -Всё, конец связи.	понимать конец связь
-Всё, грузимся, отчаливаем? -Да.	грузиться отчаливать
-Красота. Картинка просто блеск будет.	красота картинка просто блеск
-Что, куда плывём? Туда? Туда? -Туда!	плыть туда туда туда
Нам только, главное, телефонный провод не порвать.	главное телефонный провод порывать
-А с рацией не проще?	рация просто
-Тут радиосигнал не пройдёт.	радиосигнал проходить
Тут только телефонка работает.	телефонка работать
-Класс!	класс
-Голову только осторожно.	голова осторожно
-Девочки! Зинка! Угощайтесь, девчонки.	девочка зинка угощаться девчонка
-Отстань!	отставать
-Угощайтесь мандаринами. Ну что вы, девочки?	угощаться мандарин девочка
Угощайтесь, я от души, пожалуйста! Зина, берите!	угощаться душа пожалуйста зина брать
-Давай уже.	давать
-Да достанете. Вот. -Спасибо!	доставать спасибо
-Я же от души! От чистого сердца!	душа чистый сердце
-Смотри, едут. Сейчас девчонок спасать будут.	смотреть ехать девчонка спасать
-Здравствуйте. -Здравствуйте.	здравствовать здравствовать
-Быстро вы добрались.	быстро добираться
-А мы вообще шустрые ребята.	вообще шустрый ребята
Рассказывайте, что стряслось? Привод накрылся?	рассказывать стрясаться привод накрываться
-С утра загрузились, красить ещё не начали,	утро загружаться красить начинать
а, видимо, на крыше со шкива трос слетел.	видимо крыша шкив трос слетать
Нажимаешь - движок гудит, но ни туда ни сюда, и всё.	нажимать движок гудеть туда сюда
-Ломом пробовали подправить?	лом пробовать подправлять
-Ребят, у меня в бригаде одни девочки, мужиков нет.	ребята бригада девочка мужик
Выручайте, парни.	выручать парень
-Чем сможем, тем поможем.	смочь помогать
-Наша профессия – людей спасать.	наш профессия  –  человек спасать
Ремонтникам звонили? -Сто раз звонила, завтра - говорят.	ремонтник звонить сто звонить завтра говорить
-Девчонки, помирать, так с музыкой!	девчонка помирать музыка
-Свалишься!	сваливаться
-Что за мужик? -А, Филипп.	мужик филипп
С утра под мухой, празднует что-то.	утро муха праздновать что-то
-Ясно.	ясно
ФИЛИПП ПОЁТ: -По Тверско-о-о-ой-Ямской...	филипп петь : - тверский ой ямской ...
-Выход на чердак в каком подъезде? -В 3-м.	выход чердак подъезд 3 м
-Девчонки, держитесь, сейчас мы вас спасать будем.	девчонка держаться спасать
-Коля, ты женат.	коля женатый
-Я для тебя стараюсь. -Спасибо.	стараться спасибо
-Ну что, долго ещё? -Заканчиваю.	долго заканчивать
