cleaned_text	lemm_text
-Что? Как пропал?	что как пропасть
Да ты что? Ты в своём уме?	да что ты свой ум
Если парню 8 лет, ты думаешь, за ним следить не нужно?	если парень 8 год думать следить нужно
Я не знаю, что делать? Бегай по соседним дворам, тряси соседей,	я знать делать бегать соседний двор трясти сосед
делай что хочешь.	делать хотеть
А я-то что? Я вообще в другом районе. Нет, ну надо же, единственная дочь	а ято что я вообще друг район нет же единственный дочь
доверила тебе единственного любимого внука. А ты вот такое.	доверить ты единственный любимый внук а такой
И не вздумай звонить ей. Она с ума сойдёт.	и вздумать звонить она она ум сойти
-Это Гиреев. Выпускайте.	это гирей выпускать
Спасибо, что вернули целым.	спасибо вернуть целое
Ну а тебя можно поздравить - на свободу с чистой совестью.	ну поздравить свобода чистый совесть
-Сергей Саидович, я тут подумал... -Ой, давай в машину. Подумал он.	сергей саид подумать ой давать машина подумать он
На нарах оно, конечно, думается сподручней. Лине позвони.	на нары оно конечно думаться сподручный лина позвонить
Истосковалась вся, извелась.	истосковаться весь известись
-Так... Ключики, ключики.	так ключик ключик
-Здравствуйте, Антон Антонович. -Здравствуйте, Оленька.	здравствовать антон антоно здравствовать оленька
-Цветы какие красивые, жене купили? -Нет, это мне с работы.	цвета какой красивый жена купить нет это работа
Юбилей у меня сегодня. А это вот вам.	юбилей сегодня а это вы
-Ой, спасибо большое. Я вас тоже поздравляю.	ой спасибо большой я поздравлять
Никогда не подумала бы, что вам пятьдесят.	никогда подумать бы пятьдесят
-Спасибо Оленька. Спасибо.	спасибо оленька спасибо
-Ой...	ой
-Так вот оно что... -Андрей, вы неправильно поняли.	так оно что андрей неправильно понять
-Значит, пока я на работе... -Андрюша, просто у Антона Антоновича	значит пока работа андрюша просто антон антоно
юбилей. И он... -Да не надо мне ничего говорить,	юбилей и он да говорить
я всё видел. Руку убери.	весь видеть рука убрать
А к чёрту всё. Живу с проституткой. -Андрей...	а чёрт весь жить проститутка андрей
-Да, некрасиво получилось.	да некрасиво получиться
-Куда он пошёл?	куда пойти
-Да остановить бы надо. Наделает глупостей.	да остановить надо наделать глупость
-Господи, Андрей.	господь андрей
НАПРЯЖЁННАЯ МУЗЫКА	напрячь музыка
-Саид, но ты же веришь, что это не я.	саид верить это я
-Дурья башка, конечно верю. Да что толку, я не следователь.	дурий башка верить да толк следователь
-У них на меня улик мало. Но они от меня не отвяжутся.	у улика мало но отвязаться
И искать никого другого не будут.	и искать никто другой быть
-А ты, стало быть, будешь.	а ты стать быть быть
-Правильно понимаешь. Я, между прочим, у этого следака очередной раз	правильно понимать я прочить следака очередной
это видео пересмотрел. -Ну и что нового увидел?	это видео пересмотреть ну новое увидеть
-Он не наш. Зуб даю, это фантом какой-то.	он наш зуб давать это фантом какойтый
-Кто бы сомневался.	кто сомневаться
-Просто движения... у него движения другие. А движения у человека -	просто движение движение другой а движение человек
это как отпечатки пальцев, как почерк, как радужка глаз.	это отпечаток палец почерк радужка глаз
-Давай поучи меня про движения спасателей, давай.	давать поучить движение спасатель давать
Хорошо, он чужой. Как мы его найдём? -Не знаю. Думаю.	хорошо чужой как найти не знать думать
-Думай, думай. Надумаешь - скажешь. Только в одиночку не лезть,	думать думать надумать сказать только одиночка лезть
как давеча.	давеча
-Похоже, на крышу ушёл.	похоже крыша уйти
-Осторожно, Антон Антонович. -Хорошо. Постараюсь.	осторожно антон антоно хорошо постараться
ТРЕВОЖНАЯ МУЗЫКА	тревожный музыка
Закрыто.	закрытый
-А вы покричите ему, пускай он откроет.	а покричать он пускай открыть
-Андрей! Андрей, это я, твой сосед, слышишь?	андрей андрей это я твой сосед слышать
Андрей, открой.	андрей открыть
Андрей. Это я, твой сосед, слышишь?	андрей это я твой сосед слышать
Открой, Андрей.	открыть андрей
ТРЕВОЖНАЯ МУЗЫКА	тревожный музыка
Не слышит. Надо МЧС вызывать.	не слышать надо мчс вызывать
-Да, хорошо, я буду ждать. Только вы постарайтесь побыстрее, у меня заряд	да хорошо быть ждать только постараться быстрый заряд
в телефоне садится. Да, хорошо.	телефон садиться да хорошо
Ёшкин кот, а я думал, что здесь рыбы-то почти нет.	ёшкина кот думать рыбыть нет
-Добрый день. -Ой, ой-ёй-ёй. О, кто к нам.	добрый день ой ойёйя о мы
Пузырь, смотри, кто к нам пожаловал. Мария Захаровна.	пузырь смотреть мы пожаловать мария захар
-Здравствуйте, Владимир Александрович. Привет, Пузырь.	здравствовать владимир александр привет пузырь
-Вы что, к нам вернулись, что ли, или так?	вы что мы вернуться ли так
-Дома скучно, вот и навестить решила.	дом скучно навестить решить
-Ну и прекрасно. Ребята так будут рады. Мария Захаровна, вы же для нас	ну прекрасно ребята быть рад мария захар
как родная. Господи, Мария Захаровна. -Давай обнимемся.	родной господь мария захар давать обняться
-Пузырь, смотри, по нам скучают, а ты говоришь...	пузырь смотреть мы скучать говорить
ЛАЙ СОБАКИ	лай собака
-Может быть, ему ловушку устроим?	мочь быть ловушка устроить
-Точно. Выроем волчью яму, а на дно поставим капкан.	точно вырыть волчий ям дно поставить капкан
-Да при чём здесь яма?	да что ям
-Ну как же, ты же сам в неё недавно попал. Не, в яму хорошо ловить.	ну же она недавно попасть не ям ловить
-Ну всё, ладно. Устроим ложный вызов в какой-нибудь крупный	ну весь ладный устроить ложный вызов какойнибудь крупный
торговый центр.	торговый центр
-Это ты мне предлагаешь? -Я даже знаю, как это сделать.	это предлагать я знать это сделать
-Мы не бандиты какие-нибудь. -Не понял.	мы бандит какиенибудь не понять
-Ты что, забыл, где работаешь, паря? МЧС.	ты что забыть работать парить мчс
И все твои предложения незаконные.	и твой предложение незаконный
