cleaned_text	lemm_text
-Люда! Люда, проходи. -Иду.	люда люда проходить идти
О, щи наладила? -Ага, дети придут. А ещё луком хочу	щи налаживать ага ребенок прийти лук хотеть
подышать. Простыла. Насморк одолел, сил моих нету.	подышать простыть насморк одолевать сила нету
-Вот деревня-то. Кто ж сейчас лечится луком?	деревня лечиться лук
Я тебе ароматическую лампу принесла. Так, свечку давай.	ароматический лампа приносить свечка давать
-Вот ещё, больно надо. -Давай, давай, быстренько. Давай.	больно давать давать быстренько давать
Знаешь, вот эвкалиптом подышишь. Эвкалипт, он знаешь как прошибает	знать эвкалипт подышать эвкалипт знать прошибать
здорово. -На.	здорово
-Так, спички. -Вот уж на мою голову-то, Господи,	спичка голова господи
выдумала. -Будешь завтра красавица.	выдумывать завтра красавица
Капаешь эвкалипт, зажигаешь свечечку.	капать эвкалипт зажигать свечечка
Так. И... и дышишь. Дышишь...	... дышать дышать ...
Эвкалиптом дышим. Эвкалиптом.	эвкалипт дышать эвкалипт
-Вот ещё, больно надо. Да пусть твой эвкалипт нюхают там, где он растёт.	больно пусть твой эвкалипт нюхать расти
А я луком лечиться буду. -Деревня ты дремучая.	лук лечиться деревня дремучий
Луком она лечится. Всё. Я пошла за хлебом.	лук лечиться пойти хлеб
-Подожди. -Что?	подождать
-Подожди, я с тобой.	подождать
-Ну... -У меня тоже хлеб кончился.	... хлеб кончаться
-Ну, давай быстрее, одевайся.	давать быстро одеваться
-Мне эту лампу, представляешь, из Монголии...	лампа представлять монголия ...
-Доброе утро, Людмила Васильевна. -Привет, Машенька.	добрый утро людмила васильевна привет машенька
-Здравствуйте, Екатерина Дмитриевна. -Здравствуй, Машенька, дорогая.	здравствовать екатерина дмитриевна здравствовать машенька дорогой
Как твои дела? -Да ничего, нормально. А вы как?	твой дело ничто нормально
Заболели, что ли? -Ой, не говори. Помираю. Ой.	заболеть ой говорить помирать ой
-Пошли. -Ну, поправляйтесь.	пойти поправляться
-Спасибо. -Не слушай её, она завтра будет у нас	спасибо слушать завтра
красавица. -Будь здорова, Машенька.	красавица здоровый машенька
ШИПЕНИЕ ВОДЫ	шипение вода
СВИСТ ГАЗА	свист газ
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
-Мария Степановна! -Ребята, спокойнее.	мария степановна ребята спокойно
ОЖИВЛЁННЫЕ ДЕТСКИЕ ГОЛОСА	оживлять детский голос
-Да, учитывая специфику помещения, эта гадость может оказаться	учитывать специфика помещение гадость мочь оказываться
и в вентиляции, и в канализации. -Это, конечно, усложнит задачу.	вентиляция канализация это усложнять задача
Но у нас есть что? -Что?	
-Волшебная собака. -А!	волшебный собака
-Думаю, точку входа Пузырь найдёт, а там решим по обстоятельствам.	думать точка вход пузырь находить решать обстоятельство
-Сергей Саидович, а по поводу мэра - это шутка? Или правда решили	сергей саидович повод мэр это шутка правда решать
баллотироваться? -Думаете, не подхожу для этой работы?	баллотироваться думать подходить работа
-Нет, ну почему, вы лидер, прекрасный руководитель. У вас огромный опыт	почему лидер прекрасный руководитель огромный опыт
решения кризисных ситуаций. Так что, я бы сказала, все качества налицо.	решение кризисный ситуация сказать весь качество налицо
-Тогда тем более нужно отбросить все сомнения и заняться этим делом.	нужно отбрасывать весь сомнение заниматься дело
-Просто мне кажется, каждый хорош на своём месте. Я же не иду в балет,	просто кажется каждый хороший свой место идти балет
если прима плохо станцевала.	прима плохо станцевать
-Каждый сам себе выбирает своё место.	каждый выбирать свой место
-Ну вот и я на своём месте. И ваше увольнение я подписывать не буду.	свой место ваш увольнение подписывать
ЛАЙ СОБАКИ	лай собака
-Замрите.	замирать
Кажется, гюрза.	кажется гюрза
Только не шевелитесь.	шевелиться
Неизвестно, есть ли антидот. Очень необычный экземпляр.	неизвестно антидот очень необычный экземпляр
Сейчас мы её...	...
-Это полоз. -Это полоз? А я как сказал?	это полоз это полоз сказать
-Молодец, Пузырь. За мной. -Хм.	молодец пузырь хм
А, вспомнил, я сказал - гюрза. Ну, пойдём, полоз.	вспомнить сказать гюрза пойти полоз
СМЕХ	смех
-Они согласны. ГРОМКИЙ ХОХОТ	согласный громкий хохот
ПО ТВ: -Принято решение о строительстве	тв : - принимать решение строительство
нового шоссе...	новый шоссе ...
-Тихо вы!	тихо
-...которое соединит федеральную автодорогу Р-21...	... который соединять федеральный автодорога р 21 ...
-А что случилось-то?	случаться
-...с Лесной улицей в районе села Эримус.	... лесной улица район садиться эримус
Этого события ждали не один год.	событие ждать год
Данный проект несколько лет был камнем преткновения	данный проект несколько год камень преткновение
между муниципальными властями и экологами.	муниципальный власть эколог
Изначально планировалось осушить значительную часть болот,	изначально планироваться осушать значительный часть болото
что неминуемо привело бы к изменению уникальной экосистемы района.	неминуемо приводить изменение уникальный экосистема район
-Блин пасхальный!	блин пасхальный
Плакала моя кубышка. Найдут ведь. -Кеша, не мельтеши.	плакать кубышка находить кеш мельтешить
-А то что? -Протасов!	протасов
Порядок нарушаешь! -Начальник, я хочу дать признательные	порядок нарушать начальник хотеть давать признательный
показания.	показание
-Твоя вина уже доказана.	твой вина доказывать
Жди убытия к месту назначения. -Я по другим эпизодам.	ждать убытие место назначение эпизод
-Ты что, плесени наелся, что ли?	плесень наедаться
-Сообщи начальству, пускай звонят адвокату, следователю.	сообщать начальство пускай звонить адвокат следователь
Пока я не передумал.	пока передумывать
ПО ТВ: -Учитывая сложность рельефа,	тв : - учитывать сложность рельеф
специалисты рассчитывают полностью завершить строительство за 2 года.	специалист рассчитывать полностью завершать строительство 2 год
РИТМИЧНАЯ МУЗЫКА	ритмичный музыка
ВЗРЫВ	взрыв
