cleaned_text	lemm_text
О, БОГИНЯ!	о богиня
О, БОГИНЯ!	о богиня
 Лунный свет и цветущая вишня	лунный свет цветущий вишня
Алло. Мужское общежитие Технического Университета Некоми.	алло мужской общежитие технический университет некоми
Да. Тамия? Его сейчас нет.	да тамия он нет
Да. Он вернется где-то к шести вечера.	да он вернуться гдеть шесть вечер
Да. Понимаю. Хорошо, Г-н Ёшида, я ему передам!	да понимать хорошо гн ёшида передать
Черт, почему бы им просто не поставить автоответчик?	черта почему просто поставить автоответчик
Не удивительно, я же сегодня даже еще не обедал.	не удивительно сегодня обедать
Если они хотят, чтобы я занимался этим,	если хотеть заниматься это
им следовало бы оставить мне чего-нибудь поесть!	следовать оставить чегонибудь поесть
Ну ладно, я больше не могу. Придется заказать обед. (рамен - лапша.)	ну ладный мочь прийтись заказать обед рамный лапша
Хорошо. Возьму Шанхайскую с сыром.	хорошо взять шанхайский сыр
"Здравствуйте, это ""Тарафуку""."	здравствовать это тарафук
Я хочу заказать обед.	я хотеть заказать обед
Извините, но мы не занимаемся доставкой до 5 вечера.	извинить заниматься доставка 5 вечер
"А, понятно...Черт. Ладно, попробуем ""Фукушикин Рамен""."	а понятночерта ладный попробовать фукушикин рамный
Сейчас мы не работаем.	сейчас работать
Черт, у них закрыто!	черта закрытый
Ладно! Следующий!	ладный следующий
Пожалуйста... ответьте!	пожалуйста ответить
А, алло!	а алло
"Привет, это ""Божественная Служба Помощи""..."	привет это божественный служба помощь
Простите, ошибся номером...	простить ошибиться номер
Мы примем ваш заказ лично!	мы принять ваш заказ лично
Алло...Алло.	аллоалло
Алло!	алло
Добрый день!	добрый день
Не удивляйся, Кейичи Морисато!	не удивляться кейй морисато
Что?	что
Извини, я забыла представиться. Беллданди, богиня.	извинить забыть представиться беллданди богиня
Бо...богиня?	бобогиня
Да.	да
Не может быть!	не быть
Наша работа - помогать людям в беде, таким, как ты!	наш работа помогать человек беда такой ты
Но, я всего лишь проголодался... И хотел заказать обед...	но лишь проголодаться и хотеть заказать обед
Заказать обед? Это и есть твоё желание?	заказать обед это твой желание
Я могу выполнить что угодно, - не только это...	я мочь выполнить угодный это
Но у тебя есть только одно желание!	но один желание
Получить всё что пожелаю...	получить весь пожелать
Неужели всё, что угодно?	неужели весь угодный
Например, это...	например это
Или это...	или это
Или даже это?!	или это
Нет, такого не бывает. Никаких богинь не существует.	нет такой бывать никакой богиня существовать
То, как она вылезла из зеркала - это какой-то фокус. Это точно.	то вылезти зеркало это какойтый фокус это точно
Наверное они убрали стену и встроили туда что-то... Скорее всего...	наверное убрать стен встроить туда чтоть скорее всего
Понятно. Они никуда не ушли и хотят меня одурачить...	понятно они никуда уйти хотеть одурачить
Они знают, что у меня нет девушки. Они просто издеваются надо мной.	они знать девушка они просто издеваться я
Вот как? А почему у тебя нет девушки?	вот как а почему девушка
Встань на секундочку.	встать секундочка
Как ты видишь - я невысокий.	как видеть невысокий
Все равно не понимаю, почему у тебя не может быть девушки. Разве это важно?	весь равно понимать почему девушка разве это важный
Она что, серьёзно? Если бы она...Я бы был так счастлив...	она что серьёзно если оный счастливый
Хорошо. Моё желание...	хорошо мой желание
О, у тебя есть желание?	о желание
Я хочу, чтобы девушка, ТАКАЯ, КАК ТЫ, осталась со мной навсегда!	я хотеть девушка такой как ты остаться я навсегда
Ясно, я не могу этого пожелать, да?	ясно мочь пожелать да
Что происходит!?	что происходить
Твоё желание исполнено!	твой желание исполнить
Что!? Исполнено!?	что исполнить
