cleaned_text	lemm_text
-Ой, ой...	ой ой
Господи, только бы дождя не было.	господь дождь быть
Ой...	ой
Цыпа, цыпа, цыпа, цыпа, цыпа!	цып цып цып цып цып
Цыпа, цыпа, цыпа!	цып цып цып
Кушать будешь? -Потом.	кушать быть потом
-Ну и ладно.	ну ладный
Господи, Ксюша, детка, ну что ж ты петрушку рвёшь, это ж не сорняк.	господь ксюша детка петрушка рвать это сорняк
-Ну, прости, ба.	ну простить ба
-Да ладно, зайка, это я виновата.	да ладный зайка это виноватый
Я тебе не показала, где сорняки, а где петрушка.	я ты показать сорняк петрушка
Видишь, у петрушки вот такие листики, её трогать нельзя.	видеть петрушка такой листик её трогать нельзя
А остальное можно рвать, чтобы не мешали петрушке расти. Поняла?	а остальной рвать мешать петрушка растить понять
-Поняла. -Ну вот и умница.	понять ну умница
Помощница ты моя милая.	помощница милый
-Ба! -М?	ба метр
-А зачем ты землю протяпываешь?	а земля протяпывать
-А вот чтобы корни дышали.	а корень дышать
-А разве корешки дышат?	а корешок дышать
-Конечно, они же живые. Они и дышат, и водичку пьют.	конечно живой они дышать водичка пить
-А под землёй же нет воздуха. Они ж там задохнутся.	а земля воздух они задохнуться
-Да не задохнутся. Им хватит.	да задохнуться имя хватить
-Ба, а что там горит?	ба гореть
-Где?	где
-Вон там.	вон там
-Вот, оглоеды, а! -Кто оглоеды?	вот оглоеда а кто оглоеда
-Да, Серёжка со своими дружками.	да серёжка свой дружка
Олег! -Чего?	олег что
-Сходи посмотри, там что-то дымится на задах.	сходить посмотреть чтоть дымиться зад
Мальчишки давеча траву жгли и, видимо, плохо затушили.	мальчишка давеча трава жечь и видимо плохо затушить
-Ладно, закончу, посмотрю.	ладный закончить посмотреть
-Ага. Вот, архаровцы, а!	ага вот архаровец а
Вот когда-нибудь доиграются. Пожар устроят.	вот когданибудь доиграться пожар устроить
-И что тогда будет?	и быть
-А вот что: полиция приедет, и их арестуют. Ага.	а что полиция приехать арестовать ага
-Ба. А земля может гореть? -Ой, слава богу, земля не горит.	ба а земля гореть ой слава бог земля гореть
-А вот и нет, ба, горит. -Где ж ты такое видала?	а нет ба гореть где такой видалый
-Вон, сама посмотри.	вон сам посмотреть
-Матушка Игумене!	матушка игумен
Торфяники горят.	торфяник гореть
ДИНАМИЧНАЯ МУЗЫКА	динамичный музыка
-Андрей!	андрей
Андрюх!	андрюха
Доброе утро.	добрый утро
Завтракать будешь? -А...	завтракать быть а
Да. Александр, извините, я вчера...	да александр извинить вчера
Господи, ой, как неудобно...	господь ой неудобно
-Да не за что извиняться.	да извиняться
Ты не буянил, тихо заснул, с кем не бывает.	ты буянить тихо заснуть кто бывать
Кофе будешь? -Нет, я к себе...	кофе быть нет себя
Вы извините, что я вчера испортил вам вечер своими пьяными изливаниями.	вы извинить вчера испортить вечер свой пьяный изливания
Больше этого не повториться. Вы перед Линой извинитесь за меня.	большой повториться вы лина извиниться я
"-Во-первых, мы с тобой на ""ты"". Во-вторых, Лина всё понимает,"	вопервое ты ты вовторое лина весь понимать
а в-третьих, ты никому не портил вечер.	втретье никто портить вечер
Мы очень рады, что ты пришёл.	мы очень рад прийти
-Спасибо. Я к себе, надо привести себя в порядок.	спасибо я себя привести порядок
-Андрюх, ты заходи. Просто так заходи, для этого друзья и нужны.	андрюха заходить просто заходить друг нужный
-Спасибо, Саня, ты хороший человек. -Давай. Береги себя.	спасибо саня хороший человек давать беречь себя
-Спасибо.	спасибо
-Бедный.	бедный
-Да, жалко мужика.	да жалко мужик
-Может, она всё-таки не ушла?	мочь всётаки уйти
Он сейчас придет, а она дома, и они помирятся?	он прийти дом помириться
-Не думаю.	не думать
Даже представить не могу, что он сейчас чувствует.	даже представить мочь чувствовать
-А ты и не думай. Тебе это не грозит.	а думать ты это грозить
-Да хватит уже лить-то, Олежка, ну, всё уже.	да хватить литьто олежка ну весь уже
Не дымит.	не дымить
-Воду надо экономить.	вода экономить
-Вроде нормально залил.	вроде нормальный залить
-Ба, можно, я на пруд пойду? Уточек покормлю.	ба можно пруд пойти уточка покормить
-Ну, если отец разрешит.	ну отец разрешить
-Па! -Ладно, беги.	па ладный бежать
Только, смотри, не купайся. А то опять заболеешь.	только смотреть купаться а заболеть
-Хорошо.	хорошо
ГРУСТНАЯ МУЗЫКА	грустный музыка
ГОЛОС КАТИ: -Хорошо, что ты ушёл	голос катя хорошо уйти
и дал мне спокойно собраться.	дать спокойно собраться
Я бы...	я бы
Я бы не смогла сказать тебе в лицо всё, что хочу.	я смочь сказать ты лицо весь хотеть
Но просто молча уйти - это тоже как-то не по-человечески.	но просто молча уйти это както почеловечески
Ты мой очень дорогой человек, Андрюша.	ты очень дорогой человек андрюша
И никогда я никого не любила, кроме тебя.	и никто любить кроме ты
Ты и сам это знаешь. Но...	ты это знаешь но
Но вместе мы жить больше не можем.	но вместе жить мочь
Ты старался, я старалась. Но не получается.	ты стараться стараться но получаться
Знаешь, я тебя не виню.	знаешь винить
И ты не вини меня тоже.	и вини тоже
Мы или оба виноваты. Или никто ни в чём не виноват.	мы оба виноватый или никто что виноватый
Я надеюсь, ты сумеешь забыть всё это и будешь счастлив,	я надеяться суметь забыть весь это быть счастливый
как мы с тобой когда-то были счастливы.	ты когдато счастливый
Будь счастлив, пожалуйста. Ради меня.	быть счастливый пожалуйста ради я
Твоя Катя.	твой катя
ГРУСТНАЯ МУЗЫКА	грустный музыка
-Саш, не забудь, после работы мы идём подавать заявление	саша забыть работа идти подавать заявление
о переносе свадьбы.	перенос свадьба
-Я не могу с ЧС отпроситься. Когда мы заканчиваем, всё закрыто.	я мочь чс отпроситься когда заканчивать весь закрытый
Надеюсь, что сегодня ничего не случится.	надеяться сегодня случиться
-Грек, ты не хочешь на мне жениться? -Хочу. Мечтаю.	грек хотеть жениться хотеть мечтать
-Тогда будь не позднее полседьмого у загса.	тогда быть поздний полседьмого загс
-Я всё успею. Я люблю тебя.	я весь успеть я любить ты
-Я тебя тоже люблю.	я любить
Говори это чаще, мне нравится. -А вдруг ты привыкнешь? А?	говорить это чаща нравиться а привыкнуть а
-Всё, я убежал. -Не опаздывай.	весь убежать не опаздывать
-Олег! Там снова сильно дымит! Надо водой заливать!	олег там снова сильно дымить надо вода заливать
-Да что за день такой? Вы мне сегодня дадите работать или нет?	да день такой вы сегодня дать работать нет
-Привет! Чего-нибудь поймали? -Тихо ты, всю рыбу распугаешь.	привет чегонибудь поймать тихо ты рыба распугать
-Чтоб ты знал, у рыб ушей нет, они ничего не слышат. Понял?	чтоб знать рыба ухо нет слышать понять
-Кому сказали - тише!	кома сказать тиша
-Раскомандовался тут!	раскомандоваться тут
Вот вы оглоеды. Жгли давеча траву у нас на задах,	вот оглоеда жечь давеча трава зад
а теперь там земля горит.	земля гореть
Вот приедет полиция и посадит вас в тюрьму.	вот приехать полиция посадить тюрьма
-А ну брысь отсюда, мелочь пузатая. Земля не горит.	а брысь отсюда мелочь пузатый земля гореть
-А вот и горит, я сама видела.	а гореть сам видеть
-М-м-м!	ммм
-Может, пойдём, спрячемся на всякий случай,	мочь пойти спрятаться всякий случай
чтобы нас не посадили в тюрьму.	посадить тюрьма
-Тут же такие болота были.	тут такой болото быть
Я только в школу пошла и их осушили.	я школа пошлый осушить
Лет, наверное, 10-15 торф добывали, потом почему-то перестали.	год наверное 1015 торф добывать почемуть перестать
-Я ещё помню узкоколейку, по которой торф вывозили, мама.	я ещё помнить узкоколейка который торф вывозить мама
-А в конце 80-х стали участки продавать. Мы ж на торфе живём.	а конец 80х стать участок продавать мы торф жить
Сынок, скажи, правда, торфяники горят?	сынок сказать правда торфяник гореть
-Похоже, дело дрянь, надо спасателей вызывать.	похоже дело дрянь спасатель вызывать
-Да, всё. Давай, я полью, пока не разгорелось,	да весь давать полье пока разгореться
а ты давай, где твой телефон?	давать твой телефон
-В доме.	в дом
-Так, всё, на, звони.	так весь на звонить
-Спасательный отряд 42-21, старший лейтенант Грек, слушаю.	спасательный отряд 4221 старший лейтенант грек слушать
-Здравствуйте, у нас торфяники горят.	здравствовать торфяник гореть
-Как вас зовут, назовите точный адрес.	как звать назвать точный адрес
-Зиновьев Олег, деревня Сосновка Северогорского района.	зиновьев олег деревня сосновка северогорский район
Дымит земля за огородом, заливал водой из шланга, здесь торфяники.	дымить земля огород заливать вода шланг торфяник
Мне кажется, что горит под землёй. Решил вам позвонить.	я кажется гореть земля решить позвонить
-Вызов принят, ждите.	вызов принять ждать
-Лошадью ходи.	лошадь ходить
-Не подсказывай.	не подсказывать
-Мужики! Звонили из Сосновки, там подземный пожар, торф горит.	мужик звонить сосновка подземный пожар торф гореть
-Ну чего сидим? На выезд!	ну сидеть на выезд
-Здорово, Колян.	здорово коляна
-Здорово, здорово.	здорово здорово
-Ну? Ты чего такой взмыленный?	ну ты взмыленный
-Да у нас, похоже, за огородом торф горит.	да мы похоже огород торф гореть
-В смысле?	в смысл
-В коромысле. Чего непонятного? Торфяники горят.	в коромысло что непонятный торфяник гореть
Пробовал заливать - вообще ни в какую.	пробовать заливать вообще какой
Пожар-то внизу, сверху не залить. Надо копать канаву.	пожарто внизу сверху залить надо копать канава
-Так надо пожарным звонить. -Я звонил спасателям.	так пожарный звонить я звонить спасатель
Пока они едут, надо проследить, чтобы огонь до деревни не добрался.	пока ехать проследить огонь деревня добраться
У тебя экскаватор на ходу? -Да.	у экскаватор ход да
-Слушай, надо бы сейчас канаву вдоль деревни вырыть.	слушай канава вдоль деревня вырыть
-Хе! Хорошо бы. Ну, пойдём, покажешь, где у тебя горит.	хе хорошо бы ну пойти показать гореть
-Да я говорю, за огородом моим.	да говорить огород мой
-Коль! Я тогда к соседям побегу предупредить всех.	коль я сосед побежать предупредить весь
-Ну, давай.	ну давать
-А, может, проще было бы вызвать вертолёт и залить всё одним разом?	а мочь простой вызвать вертолёт залить весь один разом
-Хм! Ну-ка, товарищ старший лейтенант, блесните знаниями.	хм нук товарищ старший лейтенант блеснуть знание
Учебник спасателя. Третья глава, 12-й раздел.	учебник спасатель три глава 12й раздел
-А... Торфяные пожары - особый вид пожаров на природных территориях,	а торфяной пожар особый вид пожар природный территория
при которых горит слой торфа. -Во даёт!	который гореть слой торф в давать
Я думал, у нас только Саидыч учебники наизусть цитирует.	я думать саидыча учебник наизусть цитировать
-Таким образом...	такой образ
-Таким образом, практика показывает, что нельзя тушить торфяники	такой образ практика показывать тушить торфяник
с помощью авиации. Торфяники горят в глубине, а не у поверхности.	помощь авиация торфяник гореть глубина поверхность
И когда падающая с большой высоты вода ударяется о почву,	и падать большой высота вод ударяться почва
в воздух взлетает горящая торфяная... -Крошка.	воздух взлетать гореть торфяной крошка
-Крошка!	крошка
И образует торфяную облачную взвесь, что приводит к усилению пожара.	и образовать торфяной облачный взвесь приводить усиление пожар
-Молодец! -Браво!	молодец бравый
