cleaned_text	lemm_text
-Пусть он придёт, я расскажу ему про девушку с зелёными глазами,	пусть прийти рассказывать девушка зеленый глаз
про голубую утреннюю тьму, пронзённую лучами и стихами.	голубой утренний тьма пронзать луч стих
А если всё-таки он не поймёт, мою прекрасную не примет веру,	все-таки понимать прекрасный принимать вера
и будет жаловаться в свой черёд на мировую скорбь, на боль...	жаловаться свой черед мировой скорбь боль ...
К барьеру!	барьер
-Эй, ты чего?	эй
-Андрей, может, ты спать пойдёшь?	андрей спать пойти
Давай-ка. Между нами говоря,	давать ка говорить
ты и дистанцию со снаряжением прошёл плохо.	дистанция снаряжение проходить плохо
В картах ты путаешься. Давай.	карта путаться давать
-И без карты выйду куда надо. -К трём соснам.	карта выходить сосна
-Спокойной ночи.	спокойный ночь
-Спокойной ночи. -Спокойной ночи.	спокойный ночь спокойный ночь
Так, и вам тоже спать.	спать
День у вас завтра тяжёлый,	день завтра тяжелый
вы должны сдать нормы ГТО по оказанию первой медицинской помощи.	должный сдавать норма гто оказание первый медицинский помощь
Палатки нужно будет ставить на скорость.	палатка нужно ставить скорость
Закругляйтесь. Маш, заканчивай с картошкой.	закругляться маша заканчивать картошка
-Да соберём. Мы дозорные, нам спать нельзя.	собирать дозорный спать
-Ну, Сергей Валентинович!	сергей валентинович
МЕДВЕЖИЙ РЁВ	медвежий рев
-Это что, медведь? -Ага, динозавр!	это медведь ага динозавр
Что заёрзал? Мы ж в лесу, здесь животных миллион.	заерзать лес животное миллион
-Я бы не хотел, чтобы этот миллион к нам подвалил.	хотеть миллион подваливать
-В лесу бывают разные животные.	лес бывать разный животное
Есть такие маленькие, которые кричат страшным голосом,	маленький который кричать страшный голос
только потому что они сами кого-то боятся.	кто-то бояться
-Затея удалась.	затея удаваться
У меня полные штаны.	полный штаны
-Теперь к нам точно никто не подойдёт.	точно никто подходить
МЕДВЕЖИЙ РЁВ	медвежий рев
-Медведь же огня боится. Он к нам не сунется.	медведь огонь бояться сунуться
-Ну конечно же нет.	
Что ему здесь делать?	делать
Ребятушки, давайте-ка все спать,	ребятушки давать ка весь спать
нечего сидеть и дрожать от каждого шороха.	нечего сидеть дрожать каждый шорох
Маш! -Я теперь точно не засну.	маша точно заснуть
-Зачем ты вообще в поход пошёл, если поджилки слабые?	вообще поход пойти поджилки слабый
-Какие должны быть поджилки по ГТО? -Кирпичные.	должный поджилки гто кирпичный
-Маша! -Ну, Сергей Валентинович!	маша сергей валентинович
-Я разбужу тебя специально рано утром на рассвете.	разбудить специально рано утро рассвет
Вот будет тишина, полюбуешься.	тишина полюбоваться
-Спокойной ночи. -Спокойной ночи.	спокойный ночь спокойный ночь
-Спокойной ночи. -Спокойной ночи.	спокойный ночь спокойный ночь
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
МЕДВЕЖИЙ РЁВ	медвежий рев
МЕДВЕЖИЙ РЁВ	медвежий рев
МЕДВЕЖИЙ РЁВ	медвежий рев
МЕДВЕЖИЙ РЁВ	медвежий рев
МЕДВЕЖИЙ РЁВ	медвежий рев
МЕДВЕЖИЙ РЁВ	медвежий рев
-Ё-моё!	е
Что ж тебя сюда привлекло?	сюда привлекать
МЕДВЕЖИЙ РЁВ	медвежий рев
Спокойно, спокойно.	спокойно спокойно
Спокойно.	спокойно
Тихо, тихо, тихо.	тихо тихо тихо
Тихо, тихо.	тихо тихо
Тихо, тихо, тихо.	тихо тихо тихо
ТРЕВОЖНАЯ МУЗЫКА	тревожный музыка
Иди сюда.	идти сюда
Т-с-с, тихо, тихо, тихо.	т тихо тихо тихо
Иди, иди, иди.	идти идти идти
Иди, иди, иди сюда. Тихо, тихо, тихо.	идти идти идти сюда тихо тихо тихо
МЕДВЕЖИЙ РЁВ Иди, иди, иди.	медвежий рев идти идти идти
Иди, иди, иди.	идти идти идти
Иди, иди, иди. Иди сюда, иди, иди.	идти идти идти идти сюда идти идти
МЕДВЕЖИЙ РЁВ	медвежий рев
ЗВОНОК В ДВЕРЬ	звонок дверь
ЗВОНОК В ДВЕРЬ	звонок дверь
ЗВОНОК В ДВЕРЬ	звонок дверь
-Чего, не открывают?	открывать
Так я по вечерам не принимаю.	вечер принимать
-Обойдёмся без церемоний. -Да уж.	обходиться церемония
Это ваш конёк.	это ваш конек
-Не надо так сразу хамить. Я пришёл поговорить.	сразу хамить приходить поговорить
-А что-то не похоже.	что-то похожий
-Что нужно сделать, чтобы вы отозвали заявление?	нужно сделать отзывать заявление
-А ничего не нужно делать.	ничто нужно делать
Всё идёт отлично.	идти отлично
-Многие так не считают.	многие считать
-А это не мои проблемы.	это проблема
-Слышь, мужик!	слышь мужик
У тебя как раз проблемы.	проблема
-Так они у всех. Это жизнь.	это жизнь
-Ты же знаешь, что ты врёшь. И я знаю, что ты врёшь.	знать врать знать врать
Уголовной ответственности не боишься?	уголовный ответственность бояться
В чём мотивы?	мотив
Либо ты нас ненавидишь, либо тебе деньги нужны.	либо ненавидеть либо деньги нужный
-Ты, конечно, не из приятных,	приятный
но деньги мне сейчас нужны.	деньги нужный
Сигареты подорожали, хоть бросай.	сигарета подорожать бросать
-Личную неприязнь я бы хоть как-то понял,	личный неприязнь как-то понимать
но из-за пачки сигарет?	из-за пачка сигарета
-Адвокат предупреждал, что будете запугивать.	адвокат предупреждать запугивать
Позвоню ему, сообщу, что он был прав.	позвонить сообщать правый
В суде ему...	суд ...
-Просто руки не хочется марать.	просто рука хотеться марать
Удачи.	удача
СМЕХ	смех
-Вздрогнем! -Да!	вздрагивать
-Оп!	оп
-Эх, Мишаня!	эх мишаня
Без тебя бы все наши рыбалки были бы скукой смертной. Правда?	весь наш рыбалка скука смертный правда
-Если бы не Мишаня... -Да.	мишаня ...
-Так, надо тащить его.	тащить
-Обязательно тащить?	обязательно тащить
-Ну а что?	
Придётся завтра тащить домой.	приходиться завтра тащить домой
-Доброе утро, Мария Захаровна.	добрый утро мария захаровна
-Доброе, Сергей Саидович.	добрый сергей саидович
Что это такое? Надеюсь, там что-то хорошее?	это надеяться что-то хороший
-Тоже надеюсь.	надеяться
Это рапорт о моём увольнении.	это рапорт увольнение
Вот.	
-В смысле?	смысл
-В связи с выходом на пенсию. Я ведь давно мог, но как-то всё...	связь выход пенсия давно мочь как-то ...
-Нет.	
"-Что значит ""нет""?"	значить
-Всё нет.	
-Подождите, это не разговор. -Я не собираюсь с вами разговаривать.	подождать это разговор собираться разговаривать
-Опять женские штучки. -А-а!	женский штучка
Так бы и сказали. Что, под бабой не работается, да?	сказать баба работаться
-Вы с ума сошли? -А вы хотите сказать,	ум сходить хотеть сказать
что вы после нападок журналистов решили уволиться и отсидеться в тени?	нападки журналист решать увольняться отсиживаться тень
-Ну что это вообще такое? -А потому что!	это вообще
Доброе утро!	добрый утро
-А что вообще происходит?	вообще происходить
