cleaned_text	lemm_text
-Мить, вы чего так долго сегодня?	митя долго сегодня
Детей голодными хотите оставить, что ли? Безобразие.	ребенок голодный хотеть оставлять безобразие
А вы вдвоём сегодня?	вдвоем сегодня
-Вдвоём.	вдвоем
ТРЕВОЖНАЯ МУЗЫКА	тревожный музыка
-Здравствуйте.	здравствовать
Садитесь.	садиться
С доски опять не стёрли.	доска стереть
Кто дежурный? -Я.	дежурный
-Чернова, я просил подготовить лейденскую банку, где она?	чернов просить подготовить лейденский банка
-Простите, я её не нашла.	прощать находить
-А, по-моему, Чернова, ты просто не знаешь, что это такое.	по-моему чернов просто знать это
-Ребята, а где ваш учитель физики?	ребята ваш учитель физика
-В лаборантской.	лаборантский
ВЫСТРЕЛ	выстрел
-Ребят, урок закончен.	ребята урок заканчивать
НАПРЯЖЁННАЯ МУЗЫКА	напряженный музыка
-Значит, в ближайшей урне и нашли, да?	значит близкий урна находить
-Дворник говорит, что да.	дворник говорить
-Газовый ПК, переделанный под боевой. Китайский.	газовый пк переделывать боевой китайский
Ну, если так лихо сбросили, значит, отпечатков наверняка нет.	лихо сбросить значит отпечаток наверняка
-Экспертиза покажет, давай.	экспертиза показывать давать
-Сергеич, распечатки с камеры наблюдения.	сергеич распечатка камера наблюдение
-Мило.	мило
-Мне вот мама с детства говорила: как вырастешь, Алёш, иди в учителя.	мама детство говорить вырастать алеша идти учитель
Как бы страна ни жила, у них всегда копеечка за душой будет.	страна жить копеечка душа
Ровно пятьдесят тысяч долларов в рублёвом эквиваленте.	ровно пятьдесят тысяча доллар рублевый эквивалент
ПРИСВИСТЫВАЕТ	присвистывать
-Нормально.	нормально
-Неплохо, да.	неплохо
Нет, тут тоже всё хорошо. Смотри, ни маски, ни шапки какой.	хороший смотреть маска шапка
Прям позирует.	прямой позировать
Запомните меня поскорее, граждане начальники, да закрывайте,	запоминать скоро гражданин начальник закрывать
ибо свобода очень мне опостылела.	ибо свобода очень опостылеть
-Или издевается. Сам уже два часа как в какой-нибудь загранке приземлился,	издеваться час какой-нибудь загранка приземляться
с которой нет договора об экстрадиции.	который договор экстрадиция
-Если бы убийца знал, что в портфеле у Чибисова деньги, он бы их забрал.	убийца знать портфель чибисов деньги забирать
-Значит, не знал.	значит знать
-Или знал, но не взял. Но это не отменяет главного вопроса:	знать взять это отменять главный вопрос
откуда у простого учителя физики в портфеле пятьдесят штук зелени?	откуда простой учитель физика портфель пятьдесят штука зелень
-Ваш убийца - Смирнов Василий Васильевич, 1976 года рождения.	ваш убийца смирнов василий васильевич 1976 год рождение
В 2010-м получил пять лет за злостное хулиганство.	2010 м получать пять год злостный хулиганство
Освободился по УДО в 2013-м.	освобождаться удо 2013 м
-И?.. Этот Василий Васильевич учился в этой школе?	?.. василий васильевич учиться школа
-Нет. В школе, где работал Чибисов, Смирнов никогда не учился.	школа работать чибис смирнов учиться
-Чего он тогда завалил его? Да ещё и денег не взял.	заваливать деньги взять
-Все девчонки сразу завизжали, а я полицию вызвала. И представляешь,	весь девчонка сразу завизжать полиция вызывать представлять
приехал папа с дядей Витей, дядей Лёшей, дядей Димой.	приезжать папа дядя витя дядя леша дядя дима
Ну и их психологичка вот эта.	психологичка
Главное, начала мне выносить мозги. А вот зачем меня успокаивать, если я	главное начало выносить мозги успокаивать
выпила? Первый раз. Из-за Толика. Потому что я уверена, что он тоже	выпивать первый из-за толик уверенный
хочет, чтобы мы были вместе. И столько первых шагов уже наделала,	хотеть вместе столько первый шаг наделать
а он теперь мне не отвечает. Раньше я ведь его гоняла.	отвечать рано гонять
Из-за папы, из-за случая с тобой. Нет, ну он ведь прав.	из-за папа из-за случай правый
Сын за отца не в ответе. Правда?	сын отец ответ правда
Понимаешь, мне без него очень плохо. Не так, как без тебя, конечно,	понимать очень плохо
но тоже плохо.	плохо
-Не сходится у нас что-то насчёт Смирнова, граждане начальники.	сходиться что-то насчет смирнов гражданин начальник
В смысле? -Позавчера, в утро убийства Чибисова,	смысл позавчера утро убийство чибисов
Смирнов до 10:30 находился в вытрезвителе на улице Лобачевского,	смирнов 10 30 находиться вытрезвитель улица лобачевский
в который попал накануне.	который попадать накануне
-А это кто тогда?	это
-Смирнов.	смирнов
-Смирнов?	смирнов
-Его брат-близнец.	брат близнец
-Вить, чего скажешь?	вить сказать
-Надо всё-таки потрясти Васю.	все-таки потрясать вася
-Без опохмела разговора не будет.	опохмел разговор
-Ты, Вася, мне нервы последние не истребляй. А то положу тебя прямо	вася нерв последний истреблять полагать прямо
здесь при попытке к бегству. Кто на фотографии?	попытка бегство фотография
-Сел. -Ну я.	садиться
-Брат-близнец имеется?	брат близнец иметься
-Отродясь не было.	отродясь
И вот хоть я это на фотке вашей, а пиджаков я сроду не носил.	это фотка ваш пиджак сроду носить
Нет у меня пиджаков, граждане начальники.	пиджак гражданин начальник
-Встал. -Чего?	вставать
-Встал. В угол иди.	вставать угол идти
Сейчас из угла пойдёшь туда. Посередине оглянешься, видишь,	угол пойти туда посередине оглянуться видеть
камера сверху? Смотришь на камеру. И пошёл.	камера сверху смотреть камера пойти
Иди на место.	идти место
-Походка другая и поворот головы другой.	походка поворот голова
-И чего теперь со мной будет-то?	
-Ничего, посидишь пока.	посидеть пока
-До вынесения приговора.	вынесение приговор
-Какого ещё приговора?	приговор
-Смертного. Жена твоя, Смирнов, об этом очень просила.	смертный жена твой смирнов это очень просить
-Вот зараза.	зараза
Не, ну похож..	похожий ..
-Активнее, активнее.	активно активно
Добрый день. А вы поедете с нами?	добрый день поехать
-Нет, спасибо, мы, к сожалению, не можем. Скажите, а вот женщина	спасибо сожаление мочь сказать женщина
в чёрном у машины сзади, она же не преподаватель?	черный машина сзади преподаватель
-Если и преподаватель, то не из нашей школы. Я пару лет назад случайно	преподаватель наш школа пара год назад случайно
встречала с Олегом Петровичем, но он даже не познакомил нас.	встречать олег петрович познакомить
-Спасибо. До свидания.	спасибо свидание
-Здравствуйте. Извините, что в такой день. УВД Юго-Восточного округа.	здравствовать извинять день увд юго-восточный округ
Старший лейтенант Остудин, майор Чернов.	старший лейтенант остудин майор чернов
-Здрасте.	здрасте
-Познакомились банально и в банальном месте - в Ялте одиннадцать лет назад.	познакомиться банально банальный место ялта одиннадцать год назад
Мечтали о семье, о ребёнке. Но при наших зарплатах в то время это так	мечтать семья ребенок наш зарплата время это
мечтами и осталось. Я инженер-проектировщик,	мечта оставаться инженер проектировщик
он учитель. Конечно, такое положение мучило его.	учитель положение мучить
И, видимо, стало первым толчком к этому безумию.	видимо становиться первый толчок безумие
-Какому безумию?	безумие
-В медицине это сейчас называют игроманией. Он начал играть.	медицина это называть игромания начинать играть
За четыре года проигрался до голых стен. Я уже не говорю об огромных	четыре год проигрываться голый стена говорить огромный
долгах. Ну вот тогда мы с ним и расстались. Точнее, я порвала	долг расставаться точно порывать
с ним. И вдруг неделю назад он неожиданно позвонил	неделя назад неожиданно позвонить
и пригласил в дорогой ресторан.	приглашать дорогой ресторан
-В один прекрасный день вызывает меня нотариус и предъявляет мне бумаги	прекрасный день вызывать нотариус предъявлять бумага
о вступлении в наследство. Четырёхкомнатная квартира дяди	вступление наследство четырехкомнатный квартира дядя
на Кутузовском проспекте. Когда он умер, я даже и не подумал об этом.	кутузовский проспект умирать подумать это
Детей своих у него не было, но родственников - как атомов	ребенок свой родственник атом
