cleaned_text	lemm_text
-Я из-за вас работу терять не хочу. Пропуск покажите - и впущу.	я изз работа терять хотеть пропуск показать впустить
-Какой пропуск? У меня здесь дочь живет.	какой пропуск у дочь жить
-Пропуск. -Ну...	пропуск ну
-Здравствуйте, Нина Сергеевна. -Привет, Саша.	здравствовать нина сергей привет саша
Это со мной.	это я
-Ольга с одноклассниками в боулинге справляет. Меня выгнали.	ольга одноклассник боулинг справлять я выгнать
-Понятно. -Это ей?	понятно это она
-Ну да. -Хорошенький.	ну да хорошенький
Весь дом в медведях. Ей 15 лет, Володенька.	весь дом медведь она 15 год володенёк
В 15 лет другие подарки дарят.	в 15 год другой подарок дарить
У нее один теннис - как твоя пенсия. Лучше бы ракетку подарил.	у теннис твой пенсия хороший ракетка подарить
-А зачем ей теннис? -Затем. Я так хочу.	а теннис затем я хотеть
Теннис, английский с носителем, китайский...	теннис английский носитель китайский
-Тоже с носителем? -А как же! Обязательно.	тоже носитель а же обязательно
Я горбачусь, Володь, чтобы твоя дочь человеком стала.	я горбатиться володя твой дочь человек стать
А ты заявляешься с этим дурацким медведем...	а заявляться это дурацкий медведь
Конечно, она тебя любит. Ты же такой хороший. Ни о чем не просишь,	конечно любить ты хороший ни просить
ничего не требуешь. Не отец - идеал. -Где у вас тут мусорка?	требовать не отец идеал где мусорка
-На выходе.	на выход
-Всего хорошего. -До свидания.	всего хороший до свидание
-Вова! Вован!	вова вован
А я девочку свою продал, красавицу свою ненаглядную.	а девочка продать красавица ненаглядный
-Толян, хорош нюни распускать. Новую купишь не хуже старой.	толяна хороший нюня распускать новый купить худой старый
-Машину, как и жену, надо менять раз в пять лет. Обе барахлить начинают.	машина жена менять пять год оба барахлить начинать
-Вов, это боги! Ты не представляешь, как они мою девочку отреставрировали!	вова это бог ты представлять мой девочка отреставрировать
Это не механики - золото. За семь штук баксов продал.	это механика золото за семь штука бакс продать
Прикинь? Здорово. Вот, поминаем. Присоединяйся.	прикинуть здорово вот поминать присоединяться
-Коля, ты же знаешь, я... -Ну, перестань. Посидим с народом.	коля знаешь я ну перестать посидеть народ
-Коля...	коля
-Ты меня уважаешь?	ты уважать
СТУК В ДВЕРЬ	стук в дверь
-Мавлюда, Фуркат пропал. -Как - пропал?	мавлюда фуркат пропасть как пропасть
-Я не знаю. Не бывает, чтобы дома ночью не ночевал.	я знать не бывать дом ночью ночевать
ГОВОРЯТ НАПЕРЕБОЙ НА ИНОСТРАННОМ ЯЗЫКЕ	говорят наперебой на иностранный язык
-Фуркат на Арсентьевской улице сегодня не должен был подрабатывать?	фуркат арсентьевский улица сегодня должный подрабатывать
-Нет. А что случилось? -Слава богу!	нет а случиться слава бог
Дом обвалился. Наши ребята пострадали.	дом обвалиться наш ребята пострадать
Двоих уже опознали, а МЧС не пускают просто.	двое опознать мчс пускать просто
-У Фурката свой объект - двор.	у фуркат свой объект двор
ПЕНИЕ	пение
Мавлюда...	мавлюда
ФУРКАТ: Ой, мороз...	фуркат ой мороз
-У меня жена...	у жена
ФУРКАТ: Ой, мороз...	фуркат ой мороз
-...Красавица...	красавица
Ждет меня...	ждать я
ФУРКАТ: Ой, мороз...	фуркат ой мороз
-Федя! Федя, не надо. Федя...	федя федя надо федя
-М-м? -Шашлык знатный, а петь ты...	мм шашлык знатный петь ты
А петь ты не умеешь. Ну что ты все время на одной ноте сидишь?	а петь уметь ну время один нота сидеть
-Я стараюся. Я стараюся. -Федя, ты представь...	я стараюся я стараюся федя представить
Ты умираешь, а дома тебя ждет жена. А жена у тебя такая,	ты умирать дом ждать жена а жена такой
что мама не горюй! -Моя жена всегда мене ждет.	мама горевать мой жена мена ждать
Она жена. А как, Коля? -Оставь его, Колян, он тебя никогда	она жена а как коля оставить он коляна
не поймет. -Я понимаю! У тебе жена, у мене жена.	понять я понимать у ты жена мена жена
Вай, моя жена, красавице! Моя жена красавица!	вай жена красавица мой жена красавица
Моя жена красавица!	мой жена красавица
-Вы бы оглянулись.	вы оглянуться
-Здрасте. -Я не понял. Одна за тобой,	здравствовать я понять один ты
а вторая за кем?	два кто
-Ты на голову потом не жалуйся - ты ей не господин.	ты голова жаловаться господин
-Любит меня. -За тобой, что ли?	любить я за ты ли
-Не знаю прямо, что делать. -Женись!	не знать прямо делать жениться
-Придется. -Тьфу!	прийтись тьфу
ВЫРУГАЛАСЬ -Что сказала?	выругаться что сказать
-Девочки!	девочка
"-""Дурак"", - сказала. -Что ржете? Восточные женщины."	дурак сказать что ржать восточный женщина
Она, вон, Федьке ни слова не сказала. Любит - боится.	она вон федька слово сказать любить бояться
-За женщин! -Оп!	за женщина оп
-До свидания. -Федя, подожди.	до свидание федя подождать
-Не-не, даже не думай.	нен думать
-Сейчас, Федя, подожди.	сейчас федя подождать
-Ты бы так бабосами бы не тряс! -Держи. Перестань - здесь все свои.	ты бабоса трясти держать перестать свой
-Спасибо. -Подожди, Федя.	спасибо подождать федя
-Спасибо. -Федя, Федя, подожди. На посошок.	спасибо федя федя подождать на посошок
Положено. Давай-давай.	положить давайдавать
Давай.	давать
На, занюхай. Занюхай.	на занюхать занюхать
Давай. -До свидания.	давать до свидание
-Нет, Федя. А теперь у нас, у русских, стремянная.	нет федя а мы русский стремянный
Положено.	положить
ШЕПОТОМ: Ты что? Ну-ка... Тихо. Иди.	шёпотом ты что нук тихо идти
Слышь, Пиночет... Понравился наш медведь-то, да?	слышь пиночет понравиться наш медведьто да
Давай, давай. Лапы мыть давай.	давать давать лапа мыть давать
СТУК В ДВЕРЬ	стук в дверь
-Мавлюда, Фуркат умирает!	мавлюда фуркат умирать
-Все.	весь
Слава богу, успели. Похоже на отравление. А Фуркат не говорил,	слава бог успеть похоже отравление а фуркат говорить
"что они пили? -""Водку пили"", - сказал."	пить водка пить сказать
-Водку? -Он умрет?	водка он умереть
-Нет - вовремя промыли. Ему поспать надо. На работу ты пойдешь.	нет вовремя промыть он поспать надо на работа пойти
-А дети, Мавлюда? -Не мои проблемы.	а ребёнок мавлюда не мой проблема
-Спасибо, Мавлюда. Храни вас Аллах, Мавлюда. Спасибо.	спасибо мавлюда хранить аллах мавлюда спасибо
-Хватит.	хватить
А ты не видела, Каленый тоже пил? -Какой Каленый?	а видеть калёный пить какой калёный
-Он такой был, с собакой, большой, красивый.	он быть собака большой красивый
-Не знаю.	не знать
РЕБЕНОК ПЛАЧЕТ	ребёнок плакать
СОБАЧИЙ ЛАЙ -Тихо.	собачий лай тихо
-Что вы пили? -А с какой целью интересуетесь?	что пить а цель интересоваться
-Как себя чувствуешь? Голова как? -Нормально.	как чувствовать голова как нормальный
Если насчет женитьбы, то я еще не готов.	если насчёт женитьба готовый
-Папа, кто там?	папа там
-Это ко мне. Иди спать. Утром расскажешь, зачем волосы зеленкой	это к я идти спать утром рассказать волос зелёнка
покрасила. -Ой, ну хоть ты отстань!	покрасить ой отстать
-Тихо. С днем рождения. -Спасибо.	тихо с днём рождение спасибо
-Что приходила...	что приходить
-Ах!	ах
-Здорово. -Привет.	здорово привет
Ну чего ты смотришь? Я вообще хотела налысо постричься.	ну смотреть я вообще хотеть налысый постричься
-Не надо. Зеленой лучше, конечно. -Правда?	не надо зелёный хороший конечно правда
-Да.	да
А мама-то в курсе, что ты у меня ночуешь?	а мамато курс ночевать
-Не-а. Я больше туда не вернусь. Папа, я у тебя буду, ладно?	неа я туда вернуться папа быть ладный
-Ну все, готовься, скоро она здесь появится.	ну весь готовиться скоро появиться
-Папа... Папочка... Ты меня не отдавай, ладно? Я с тобой хочу	папа папочка ты отдавать ладный я ты хотеть
жить, понимаешь? Я тебе буду готовить каждый день. Я 18 блюд из яиц знаю	жить понимать я ты быть готовить каждый день я 18 блюдо яйцо знать
теперь. -19. 19-е горит уже.	теперь 19 19е гореть уже
-Ничего не горит. -Так, давай звони маме.	ничто гореть так давать звонить мама
-Я не буду. -Звони, говорю, маме!	я быть звонить говорить мама
Она уже по всем больницам и моргам носится.	она весь больница морг носиться
-Нет. ЗВОНИТ ТЕЛЕФОН	нет звонить телефон
-О! Звонит.	о звонить
Да, Нина, привет. -Вова, Полина пропала!	да нина привет вова полина пропасть
КРИЧИТ В ТЕЛЕФОННУЮ ТРУБКУ -Выйди, я с мамой поговорю.	кричать в телефонный трубка выйти мама поговорить
-...Она у тебя?!	она ты
Алло! -Нина, что ты орешь-то?	алло нина орешьто
Да, она здесь. Все нормально. С ней все нормально.	да здесь весь нормальный с нормальный
-Я все морги обзвонила! -Нина, я перезвоню.	я морг обзвонить нина перезвонить
-Полина, ты знаешь, а без мамы-то никуда. Ну, как ты без мамы?	полина знаешь мамытый никуда ну мама
Что, ушла, что ли?	что уйти ли
Вот характер, а!	вот характер а
ЗВОНИТ ТЕЛЕФОН	звонить телефон
Да, Нина. Да, я уже к тебе ее отправил. Да, все объяснил. Да, все.	да нина да ты отправить да объяснить да весь
НАПЕВАЕТ	напевать
-Николай, это Мавлюда, я убира...	николай это мавлюда убира
-Людочка, милая, здравствуй. Ты к Куницыным убираться?	людочка милый здравствовать ты куницын убираться
-Да.	да
Ираида Сергеевна на дачу уехала. Попросила прибраться.	ираида сергей дача уехать попросить прибраться
-А Николай где? -Не знаю.	а николай где не знать
Николай вчера машину продал. -Он что, без Ирки продал?	николай вчера машина продать он что ирка продать
-Угу.	угу
Людочка, открывай. Открывай-открывай.	людочка открывать открывайоткрывать
