cleaned_text	lemm_text
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
ТРЕВОЖНАЯ МУЗЫКА	тревожный музыка
-Алло, Коля?	але коля
Да-да, я.	
Слушай, Ленка не у вас?	слушать ленка
Не заходила?	заходить
Да, пропала.	пропадать
Ясно.	ясно
Долго рассказывать, давай, пока.	долго рассказывать давать пока
Алло, Светлана Августиновна, здрасте.	але светлана августиновна здрасте
Да, и вас.	
Я вас умоляю, скажите, что Лена у вас.	умолять сказать лена
Пропала, да.	пропадать
Нет?	
Как нет?	
Ладно, спасибо.	ладно спасибо
ТРЕВОЖНАЯ МУЗЫКА	тревожный музыка
Здрасте.	здрасте
-Слушаю вас. -У меня жена пропала.	слушать жена пропадать
Фотография есть?	фотография
-Да, конечно.	
Вот, свежая.	свежий
Терская Елена Николаевна.	терский елена николаевна
-И паспорт ваш. -А, да.	паспорт ваш
-Напишите заявление, а потом дадите показания дежурному по управлению.	написать заявление давать показание дежурный управление
-Спасибо.	спасибо
-Капитан Павловский? -Я.	капитан павловский
-Следственный комитет, майор Фёдоров.	следственный комитет майор федоров
У нас ордер на ваш арест и извлечение вашего служебного компьютера.	ордер ваш арест извлечение ваш служебный компьютер
Ознакомьтесь, пожалуйста.	ознакомляться пожалуйста
И ордер на обыск по месту постоянного проживания.	ордер обыск место постоянный проживание
-Вот это подфартило.	это подфартить
Мы будем вам писать, Олег Ростиславович.	писать олег ростиславович
-А может быть, не было никаких этих слов?	мочь никакой слово
А были другие на эту же музыку, какие-то неприличные крайне.	музыка какой-то неприличный крайне
Важно не это, а важно то, что в варьете после всего этого	важный это важный варьете весь это
началось что-то вроде столпотворения вавилонского.	начинаться что-то вроде столпотворение вавилонский
К семплеяровской ложе бежала полиция,	семплеяровская ложа бежать полиция
на барьер лезли любопытные,	барьер лезть любопытный
слышались адские взрывы хохота,	слышаться адский взрыв хохот
бешеные крики, заглушаемые золотым звоном тарелок из оркестра.	бешеный крик заглушать золотой звон тарелка оркестр
Кстати, мам, чуть не забыла тебе сказать.	кстати мама забывать сказать
В общем, мне позвонил дядя Муслим и сказал,	общий позвонить дядя муслим сказать
что взял на меня бесплатную путёвку в лагерь управления.	взять бесплатный путевка лагерь управление
Пока меня не будет, тебя будет навещать тётя Нина. Правда здорово?	пока навещать тетя нина правда здорово
Ой, я папе ещё об этом не сказала.	ой папа это сказать
-Привет, дочь. -Да, пап, привет.	привет дочь папа привет
Мне дядя Муслим достал бесплатную путёвку в лагерь управления.	дядя муслим доставать бесплатный путевка лагерь управление
Я сейчас как раз за ней поеду.	поехать
На десять дней, через неделю.	десять день неделя
А маму будет навещать тётя Нина.	мама навещать тетя нина
-Алёнка, какая же ты изменщица.	аленка изменщица
Вот я тебе точно говорю, твоему будущему мужу не повезёт.	точно говорить твой будущее муж везти
Мы же договорились, что каникулы проведём вместе.	договариваться каникулы проводить вместе
-Ну пап, не обижайся.	папа обижаться
Ну сам подумай, в школе у меня вообще почти друзей нет.	подумать школа вообще друг
А в лагере я хотя бы увижусь с Леной, Аней, Витей.	лагерь хотя увидеться лена аня витя
-Заходите.	заходить
-Мы целую вечность не виделись.	целый вечность видеться
А вы, кроме как в лагере, нигде больше встретиться не можете?	кроме лагерь нигде встречаться мочь
Ладно, скорейшего тебе условно-досрочного.	ладно скорый условно досрочный
Целую, пока.	целовать пока
Всё, плакали мои каникулы с дочерью.	плакать каникулы дочь
Что у вас, Ольга Сергеевна?	ольга сергеевна
Через месяц наш отдел должен отправить	месяц наш отдел должный отправлять
одного участника на первенство областного УВД по городкам.	участник первенство областной увд городок
Наш отдел всегда занимал 2-е место.	наш отдел занимать 2 е место
-А чего не 1-е?	1 е
-Ну об этом вам лучше расскажет подполковник Рагулин.	это рассказывать подполковник рагулин
-Мой предшественник?	предшественник
-Так точно. Именно он всегда представлял наш отдел.	точно именно представлять наш отдел
-Что вы на меня-то смотрите?	смотреть
Я играю только в дурака - и то в подкидного.	играть дурак подкидной
В орлянку ещё.	орлянка
По этим видам спорта в областном УВД первенство не проходит?	вид спорт областной увд первенство проходить
Пусть едет тот, кто умеет.	пусть ехать уметь
-Никто не хочет, не может и не умеет, поэтому нужен ваш приказ по отделу.	никто хотеть мочь уметь поэтому нужный ваш приказ отдел
-Вообще-то не в моих традициях неволить людей	вообще-то традиция неволить человек
заниматься старинными языческими обрядами.	заниматься старинный языческий обряд
-Ну, в таком случае именно я	случай именно
как ваш заместитель по работе с личным составом получу выговор.	ваш заместитель работа личный состав получать выговор
-Подождите, а этот городошник, мой предшественник, не может поехать?	подождать городошник предшественник мочь поехать
-Я ему звонила, у него сломана рука.	звонить сломать рука
-Ладно, пишите - Тараненко.	ладно писать тараненко
Надеюсь, за месяц он закроет великую аферу о хищении рыжиков.	надеяться месяц закрывать великий афера хищение рыжик
-Именно его я и написала.	именно написать
Подпишите.	подписывать
-Смотри, выводят! Снимай!	смотреть выводить снимать
-Что происходит? -Не знаю.	происходить знать
-Объясните, пожалуйста, причину.	объяснять пожалуйста причина
-Куда их везут? -В следственный комитет.	везти следственный комитет
-За что? -Не знаю, не знаю.	знать знать
Они там разберутся.	разбираться
Вот путёвка, папе привет.	путевка папа привет
-Спасибо.	спасибо
СТУК В ДВЕРЬ	стук дверь
-Вы?	
-Я.	
Пройти можно?	проходить
-Да, конечно.	
Простите, бардак.	прощать бардак
Я просто не ждал гостей так поздно.	просто ждать гость поздно
Что-то срочное?	что-то срочный
-Тараненко сказал, что если его пошлют на городки,	тараненко сказать посылать городок
он возьмёт бюллетень.	взять бюллетень
Оказывается, у него хронический гайморит.	оказываться хронический гайморит
Нужно искать другого человека.	нужно искать человек
-Это до утра не могло подождать?	это утро мочь подождать
Могло.	мочь
Просто я там находиться больше не могу.	просто находиться мочь
-Где?	
-Дома.	дома
Каждый вечер выносит мне мозг.	каждый вечер выносить мозг
-Борисов?	борисов
-Хочет, чтобы мы снова вместе были.	хотеть снова вместе
-Вы, разумеется, не хотите.	разумеется хотеть
Только я не могу понять одного:	мочь понимать
что же вы до сих пор не разъехались?	сей пора разъехаться
-А у нас здесь не Москва.	москва
Очередь на дом не стоит.	очередь дом стоить
Чаем напоите?	чай напоить
-Ольга Сергеевна,	ольга сергеевна
я очень сильно люблю свою жену.	очень сильно любить свой жена
-Знаю.	знать
-Пойду чайник поставлю.	пойти чайник поставлять
-К стене.	стена
-Добрый вечер, Виктор Борисович.	добрый вечер виктор борисович
Из всех задержанных один вы пока без адвоката.	весь задержанный пока адвокат
-А мне он не нужен.	нужный
Это правильно, майор.	это правильный майор
