cleaned_text	lemm_text
-Красота!	красота
Любовь Николаевна, у вас всё готово?	любовь николай весь готовый
-Да, Игорь Степанович, вот Вася проверит сейчас карусель,	да игорь степан вася проверить карусель
и можем открываться. -Чудесно.	мочь открываться чудесно
Василиса, что с каруселью? -Всё тип-топ.	василиса карусель весь типтоп
Всё облазила, всё проверила. -Молодец!	весь облазить весь проверить молодец
Ну что, тогда давайте через полчасика будем открываться.	ну что давать полчасика быть открываться
-Да. -Всё, я до кассиров дойду.	да весь кассир дойти
-Давай.	давать
ТРЕВОЖНАЯ МУЗЫКА	тревожный музыка
-Петрович, у вас всё нормально?	пётр весь нормальный
Мне показалось, скачок напряжения был.	я показаться скачок напряжение быть
-Был, но сейчас всё в норме. -Понял. Проверю выключатели.	быть весь норма понять проверить выключатель
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
-Саш, ну круто же! -Да.	саша круто же да
-Мы теперь на колёсах.	мы колесо
Кто у тебя молодец?	кто молодец
-Ты, конечно, молодец. Меня только одно смущает.	ты конечно молодец я один смущать
-Что она куплена на ресторанные деньги?	что купить ресторанный деньга
Ну ничего, мы ещё заработаем. Ты посмотри, какая ласточка.	ну ничто ещё заработать ты посмотреть ласточка
-Да, ласточка. Она вообще настоящая?	да ласточка она вообще настоящий
Не игрушечная? -Саша...	не игрушечный саша
Давай лучше имя придумаем.	давать имя придумать
-Ну... Лупоглазик.	ну лупоглазик
-Знаешь что, я пойду на планёрку,	знаешь что пойти планёрка
а ты сделай то, о чём мы договаривались.	сделать то что договариваться
Поставь её сегодня обязательно на учёт.	поставить её сегодня обязательно учёт
-Лина, у меня дежурство. -И что? Ты мужчина.	лина дежурство и что ты мужчина
Это займёт у тебя пять минут.	это занять пять минута
И вообще, между прочим, она тебе идёт.	и вообще прочить ты идти
-Ну что, Лупоглазик, проверим, на что ты способен.	ну что лупоглазик проверить способный
ПОЗИТИВНАЯ МУЗЫКА	позитивный музыка
-Деда, мы же на всех аттракционах сегодня покатаемся?	дед аттракцион сегодня покататься
-На всех, на всех.	на весь весь
Погоди, погоди.	погодить погодить
Ты давай не торопись, хорошо?	ты давать торопиться хорошо
А то я за тобой не успеваю.	а ты успевать
У тебя ножки-то молодые.	у ножкито молодая
Давай передохнём маленько.	давать передохнуть маленько
Ну, с чего начнём?	ну начать
-Вон, смотри, колесо.	вон смотреть колесо
Пойдём?	пойти
-Ну пошли.	ну послать
Только не торопись.	только торопиться
-Мария Захаровна!	мария захар
Прошу. -Господи, сколько бюрократии.	просить господь сколько бюрократия
Я никогда не думала, что для того, чтобы взять ребёнка	я думать тот взять ребёнок
и усыновить его, нужно пройти семь кругов ада!	усыновить он нужно пройти семь круг ад
-Документы на удочерение? -Да.	документ удочерение да
Сейчас стали выяснять, есть ли у неё родственники, у Сабины.	сейчас стать выяснять она родственник сабина
Выяснилось, что никаких, ни ближних, ни дальних,	выясниться никакой ближний дальний
но это надо было сделать кучу справок, кучу запросов.	это сделать куча справка куча запрос
-Мария Захаровна...	мария захар
Вы...	вы
Вы молодец.	вы молодец
-Я её привезу сегодня.	я её привезти сегодня
-Как? Сабину сюда, что ли? -Ну да.	как сабина сюда ли ну да
Мне дают... как это, гостевой режим. Я её могу на два дня забирать.	я давать это гостев режим я её мочь день забирать
А у меня детская не готова, поэтому пусть побегает здесь на воздухе.	а детский готовый поэтому пусть побегать воздух
С Пузырём поиграет. -Так ей надо приготовить	с пузырь поиграть так приготовить
что-то специальное? -Я не знаю.	чтоть специальный я знать
Наверное, можно просто торт купить.	наверное просто торт купить
-Мы её ухой накормим, а?!	мы её уха накормить а
Сейчас пойдём с Пузырём рыбы наловим,	сейчас пойти пузырь рыба наловить
и будет для нашей Сабины уха!	наш сабина уха
-Этот ребёнок с пелёнок ходит в турпоходы. Её прям ухой удивишь...	этот ребёнок пелёнка ходить турпоход её прям уха удивить
-Ну да, согласен.	ну да согласный
С другой стороны, уха торту не помеха.	с сторона уха торт помеха
-Самое главное, одиноким очень неохотно дают разрешение	самый главный одинокий очень неохотно давать разрешение
на усыновление.	усыновление
И что с этим делать, ума не приложу.	и это делать ум приложить
Ой...	ой
Может, фиктивный брак?	мочь фиктивный брак
-Ну, можно и не фиктивный.	ну фиктивный
Извините.	извинить
ВИЗГ, КРИКИ	визг крик
-Василиса! Иди сюда.	василиса идти сюда
-Что такое?	что такой
-Тебе не кажется, что поезд как-то странно дёргается?	ты кажется поезд както странно дёргаться
-Ладно, сейчас гляну.	ладный глянуть
-Разберись. -Разберусь.	разобраться разобраться
-Откуда ты её достал? У тебя же не было четвёрки.	откуда её достать у четвёрка
-Было, было.	быть быть
-Это кого к нам нелёгкая несёт?	это кто мы нелёгкая нести
-Вот это да!	вот это да
Вот это явление!	вот это явление
А мы думаем, что это за лягушонка в такой коробчонке едет?	а думать это лягушонок коробчонок ехать
-Всё, мужики. Хорош зубоскалить. -Долго выбирал такого зверя?	весь мужик хороший зубоскалить долго выбирать такой зверь
-Всю жизнь, наверное, мечтал на такой машине ездить. Цвета страсти!	весь жизнь наверное мечтать машина ездить цвет страсть
-Коля, ты в неё даже не поместишься. -Сейчас попробуем.	коля она поместиться сейчас попробовать
Как ты сюда залазаешь?	как сюда залазать
Кошмар! Это же женская машина.	кошмар это женский машина
-Да, женская.	да женский
Лину отправил машину выбирать, вот она и выбрала.	лина отправить машина выбирать выбрать
-Так она тебе выбрала? -Да ты же подкаблучник!	так ты выбрать да подкаблучник
-Или этот, который с женщин деньги берёт, как его зовут?	или этот который женщина деньга брать звать
-Ты меня ещё альфонсом назови. -Альфонс гордо звучит.	ты ещё альфонс назвать альфонс гордо звучать
Не так, конечно, как старший лейтенант МЧС.	не так конечно старший лейтенант мчс
-Саидыч, что скажешь по поводу авто? -Не знаю. Мне нравится.	саидыча сказать повод авто не знать я нравиться
-Вот.	вот
-Вроде как скорлупка у Дюймовочки. СМЕХ	вроде скорлупка дюймовочка смех
-Это... мужики, да хорош.	это мужик хороший
Денег до получки нет? Да мне заправиться надо.	деньга получка нет да заправиться надо
Я потратился, на учёт когда ставил. -Ну начинается.	я потратиться учёт ставить ну начинаться
-И не говори. Уже с мужиков начал деньги брать.	и говорить уже мужик начать деньга брать
-Да всё, мне хватит.	да весь хватить
-Держи, держи. Первый взнос на внедорожник.	держать держать один взнос внедорожник
