cleaned_text	lemm_text
-Давай-давай. Тяни, веселее!	давать давать тянуть весело
Давай веселее! Давай!	давать весело давать
-Давай-давай-давай!	давать давать давать
-Не боись, Виталий Юрьевич, сейчас мы тебя сделаем!	боись виталий юрьевич сделать
"-""Бизоны"", расслабьтесь!"	"-"" бизон "",  расслабляться"
"-""Рыси"", поднажмём!"	"-"" рысь "",  поднажимать"
-Ура!	ура
Ура!	ура
"-Команде ""Бизонов""! -Гип-гип, ура!"	команда бизон гип гип ура
-Гип-гип! Ура, ура, ура!	гип гип ура ура ура
Так, дорогие мои, минуточку внимания!	дорогой минуточка внимание
Да, сегодня мы играли в разных командах,	сегодня играть разный команда
но самое главное, что наша компания - одна семья.	самый главное наш компания семья
И то, что мы умеем не только вместе работать,	уметь вместе работать
но и вместе отдыхать! -Ура!	вместе отдыхать ура
АПЛОДИСМЕНТЫ	аплодисменты
-Так. Завтра - спортивное ориентирование.	завтра спортивный ориентирование
Просьба отнестись к этому ответственно. Сбор в 11:00.	просьба относиться это ответственно сбор 11 00
Всё. Вольно!	вольно
АПЛОДИСМЕНТЫ Спасибо всем!	аплодисменты спасибо
Слушай, Виталик. -Да.	слушать виталик
-Отличная идея... -Ага.	отличный идея ... ага
-...с этими играми, конечно. А то все эти пьянки, шашлыки - вот тут.	... игра весь пьянка шашлык
А так, слушай, кайф. Как в детстве.	слушать кайф детство
"Помнишь, программа ещё была, ""Джунгли..."" что-то там."	"помнить программа , "" джунгли ... что-то"
-Слушай, Ром, мне жене надо звякнуть. Оставишь на минутку?	слушать ром жена звякнуть оставлять минутка
"-Да, конечно. Не проблема. Только учти: мои ""Рыси"" твоих ""Бизонов"""	проблема учитывать рысь твой бизон
завтра как Тузик грелку порвут. -Да-да. Конечно.	завтра тузик грелка порывать
ИНТРИГУЮЩАЯ МУЗЫКА	интригующий музыка
-Лопух!	лопух
Лопух, ты что тут делаешь? -Пейзажи хочу пофотографировать.	лопух делать пейзаж хотеть пофотографировать
-Какие пейзажи? Иди вон народ пофотографируй, пока он ещё трезвый.	пейзаж идти вон народ пофотографировать пока трезвый
Понял? -Ага.	понимать ага
-Давай.	давать
-Виталий Юрьевич! -Да.	виталий юрьевич
-Моя фамилия - Лопухов. -Да, да, Лопух, давай.	фамилия лопух лопух давать
-У нас ведь менеджеры все в основном городские.	менеджер основной городской
Мы их и вывезли в лес первый раз.	вывозить лес первый
Вон, смотрите, радуются как дети. -Как же всё-таки здесь красиво.	вон смотреть радоваться ребенок все-таки красиво
Да, в Москве такого не найдёшь. -Точно.	москва находить точно
-И куда вы меня ведёте? -Ну...	вести ...
-Нам возвращаться не пора? -Нет, не пора.	возвращаться пора пора
Знаете что, Женечка, я хочу вам предложить маленькое путешествие.	знать женечка хотеть предлагать маленький путешествие
Тут вообще места особенные. Озеро большое, островов много.	вообще место особенный озеро большой остров
Красота, аж дух захватывает. А воздух какой!	красота аж дух захватывать воздух
Знаете что, Женечка?	знать женечка
Я хочу свозить вас на остров, который называется Сердечный.	хотеть свозить остров который называться сердечный
-Сердечный? -Да.	сердечный
Он так называется, потому что с высоты птичьего полёта напоминает...	называться высота птичий полет напоминать ...
-Сердце? -Точно.	сердце точно
Говорят, приносит счастье в любви. Байки, конечно.	говорить приносить счастие любовь байка
Но я обязан свозить туда такую красавицу, как вы.	обязанный свозить туда красавица
-А вы романтик.	романтик
-Да, что есть, то есть. Вашу руку...	ваш рука ...
-Это ваша лодка?	это ваш лодка
-Нет, не совсем. Арендованная.	арендовать
Как говорится, прокатимся туда-сюда- обратно с попутным ветерком.	говориться прокатиться туда-сюда обратно попутный ветерок
Со мной, Женечка, вы можете ничего не бояться.	женечка мочь ничто бояться
ЛИРИЧЕСКАЯ МУЗЫКА	лирический музыка
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
-Ты решил сбежать, не попрощавшись?	решать сбегать попрощаться
-Ты так сладко спала, я решил не будить.	сладко спать решать будить
А у меня 10 км по нормативу.	10 км норматив
-Ну, раз я уже проснулась,	просыпаться
может быть, ты отложишь свой норматив на полчасика?	мочь откладывать свой норматив полчасика
ИНТРИГУЮЩАЯ МУЗЫКА	интригующий музыка
-Ну, правда не могу. Прости, милая.	правда мочь прощать милый
Ну прости, мне правда пора.	прощать правда пора
ЛИРИЧЕСКАЯ МУЗЫКА	лирический музыка
-Красота-то какая!	красота
А вы, Евгения, на фоне всего этого - просто богиня!	евгения фон весь это просто богиня
-Ай.	ай
-Не волнуйтесь.	волноваться
Со мной можете не переживать!	мочь переживать
-Виталий, а может, всё-таки не стоит так лихачить?	виталий все-таки стоять лихачить
Мы же никуда не спешим.	никуда спешить
-Не бойтесь!	бояться
-Ай!	ай
-А-а!	
-Ты тут, говорят, за одной девицей ухлёстываешь.	говорить девица ухлестывать
Фифой московской.	фифа московский
К тому же ещё невестой МЧСника.	невеста мчсник
Что, отбить решил?	отбивать решать
-Слушай, я поражён. У тебя что, уши по всему городу?	слушать поражать ухо весь город
Ничего я не решил. Просто предложил ей наш ресторан для свадьбы.	ничто решать просто предлагать наш ресторан свадьба
А жених её, кстати, Грек, племянник генерала.	жених кстати грек племянник генерал
Она интересуется какими-то пионерлагерями нашими.	интересоваться какой-то пионерлагерь наш
Загорелась идеей туристического бизнеса.	загораться идея туристический бизнес
Я предложил посодействовать с арендой.	предлагать посодействовать аренда
-Понятно.	понятно
Знаю я этого Грека.	знать грек
Награждал его как-то.	награждать как-то
Задорный парень.	задорный парень
Молодец. Подберись к нему. Если он племянник генерала,	молодец подбираться племянник генерал
то его вполне могут назначить вместо этого Гиреева.	вполне мочь назначать вместо это гиреево
-Делается, пап, делается.	делаться папа делаться
-Ну что тебе ещё сказать? Борис внимательный, услужливый.	сказать борис внимательный услужливый
Предложил помочь с организацией свадьбы.	предлагать помогать организация свадьба
Со связями, всех в городе знает. -Симпатичный хоть?	связь город знать симпатичный
-Нормальный. -Значит, очень симпатичный.	нормальный значит очень симпатичный
Да, Лина... а как же Грек? -Ты что, с ума сошла?	лина ... грек ум сходить
Что за бред? Ты даже не представляешь, какая здесь скукотища.	бред представлять скукотище
-Скукотища - это моя работа.	скукотище это работа
Знала бы, что Славик меня бросит, нашла бы что-нибудь посолиднее,	знать славик бросать находить что-нибудь солидный
а так пришлось первую попавшую вакансию хватать.	приходиться первый попадать вакансия хватать
-Сочувствую. А как ты сама? -Ужасно.	сочувствовать ужасно
Этот гад мне даже квартиру не оплатил.	гад квартира оплачивать
-Поэтому нельзя жить только интересами мужчины.	поэтому жить интерес мужчина
У женщины должен быть свой независимый доход.	женщина должный свой независимый доход
-Да, ещё скажи, что ты тоже хочешь на работу устроиться.	сказать хотеть работа устраиваться
-Это вряд ли, но и хоронить себя в этой глуши не собираюсь.	это вряд хоронить глушь собираться
Если этот Борис захочет мне помочь с каким-нибудь проектом,	борис захотеть помогать какой-нибудь проект
я не буду ему мешать. -А он взамен ничего не попросит...	мешать взамен ничто попросить ...
-Но и переступать черту я не собираюсь.	переступать черта собираться
НАПРЯЖЁННАЯ МУЗЫКА	напряженный музыка
НАПРЯЖЁННАЯ МУЗЫКА	напряженный музыка
НАПРЯЖЁННАЯ МУЗЫКА	напряженный музыка
СНИМАЕТ ФОТО НА ТЕЛЕФОН	снимать фото телефон
-Опять фильтры в третьем блоке накрылись!	фильтр третий блок накрываться
-Так ясен красен! Чинить-то эту рухлядь бесполезно.	ясный красный чинить рухлядь бесполезно
Тут всё насквозь прогнило!	насквозь прогнивать
-Да тут всё оборудование надо менять. Достало уже.	весь оборудование менять доставать
Каждую ночь всякую дрянь в реку сливаем.	каждый ночь всякий дрянь река сливать
-Да ты быстрей на пенсию выйдешь,	быстро пенсия выходить
чем наш начальник новые фильтры поставит.	наш начальник новый фильтр поставлять
Ему главное - экологов подмазать. Дешевле обходится.	главное эколог подмазывать дешево обходиться
НАПРЯЖЁННАЯ МУЗЫКА	напряженный музыка
СНИМАЕТ ФОТО НА ТЕЛЕФОН	снимать фото телефон
-Телефон положил и лицом к стене.	телефон полагать лицо стена
-Тихо-тихо-тихо.	тихо тихо тихо
Держи.	держать
УДАРЫ	удар
ТЯЖЕЛО ДЫШАТ	тяжело дышать
-Чёртова лодка...	чертов лодка ...
Чуть не утонули из-за этого корыта.	утопать из-за корыто
