cleaned_text	lemm_text
-Поразительно! Сергей Викторович, поразительно.	поразительно сергей викторович поразительно
-Что конкретно, Володя? -Торсионные поля просто зашкаливают.	конкретно володя торсионный поле просто зашкаливать
-Это очень хорошо.	это очень хороший
Это значит, мы на верном пути.	это значить верный путь
-Только это не эпицентр зоны. Дорога туда идёт, а нам нужно левее.	это эпицентр зона дорога туда идти нужно левее
-Может быть.	мочь
-И как же мы теперь?	
-Лес вроде сухой, значит, должны проехать.	лес вроде сухой значит должный проехать
-Володя. Володя.	володя володя
-Понял.	понимать
-День добрый.	день добрый
-Здравствуйте. -Издалека к нам?	здравствовать издалека
-Да, из Москвы.	москва
На природе решили отдохнуть, грибы, ягоды пособирать.	природа решать отдыхать гриб ягода пособирать
-Хорошо тут у вас. -Грибы? Да не сезон вроде.	гриб сезон вроде
С машиной-то что? Сломалась?	машина сломаться
-Нет, всё в порядке. Просто остановились - ноги размять.	порядок просто останавливаться нога разминать
-Может, помощь нужна? -Нет, спасибо.	помощь нужный спасибо
-Ну тогда отдыхайте. -Спасибо.	отдыхать спасибо
-До свидания.	свидание
-Кстати, мужики, а в МЧС-то отметились?	кстати мужик мчс отмечаться
-Конечно.	
-А то места здесь глухие, заплутать можно.	место глухой заплутать
-Сергей Викторович, а вы действительно в МЧС звонили?	сергей викторович действительно мчс звонить
-Да нет, что ты. Они же вопросы начнут задавать.	вопрос начинать задавать
Могут вообще запретить поехать.	мочь вообще запрещать поехать
А я не хочу, чтобы кто-то помешал нашему эксперименту.	хотеть кто-то помешать наш эксперимент
Поехали.	поехать
-Поехали.	поехать
ТРЕВОЖНАЯ МУЗЫКА	тревожный музыка
ДИНАМИЧНАЯ МУЗЫКА	динамичный музыка
ШУМ ВОДЫ	шум вода
-Сергей Викторович, почему вы отметаете возможность того,	сергей викторович почему отметать возможность
что местная аномалия - это дело рук внеземного разума?	местный аномалия дело рука внеземной разум
-Потому что, Геннадий, уфология - это не научно.	геннадий уфология это научно
Да, безусловно, здесь есть какие-то аномальные явления.	безусловно какой-то аномальный явление
Но мы должны дать этому внятное объяснение, без всякой мистики.	должный давать это внятный объяснение всякий мистика
-Очевидцы говорят, что видели здесь какие-то светящиеся шары.	очевидец говорить видеть какой-то светиться шар
Силуэты людей или нелюдей.	силуэт человек нелюди
-Некоторые, по их рассказам, и леших, и русалок видели.	некоторые рассказ леший русалка видеть
Мы должны всем верить? -Но то, что здесь падал метеорит,	должный верить падать метеорит
это же факт. А может, и не один.	это факт
Вдруг нам повезёт, и мы найдём метеорит. Здорово ведь.	везти находить метеорит здорово
НЕОБЫЧНЫЙ ШУМ	необычный шум
-Смотрите.	смотреть
-Светящиеся шары. Они влево уходят.	светящийся шар влево уходить
-Володя, скорей. Володя, фиксируй. -Хорошо.	володя скоро володя фиксировать
ИНТРИГУЮЩАЯ МУЗЫКА	интригующий музыка
-Необычное явление. Но я уверен, мы найдём этому объяснение.	необычный явление уверять находить это объяснение
-Всё.	
Исчезли.	исчезать
-А на изображении что?	изображение
-Странно.	странно
Ничего нет. Просто лес.	просто лес
-Доброе утро.	добрый утро
Что-то случилось?	что-то случаться
-Вот ты мне и расскажи, что случилось?	рассказывать случаться
-Не понял. -Где ты был вчера ночью?	понимать вчера ночь
-На работе.	работа
-Работа закончилась в восемь часов. Где ты шлялся всю ночь?	работа заканчиваться восемь час шляться весь ночь
-Задержался немного, нужно было кое-что проверить.	задерживаться немного нужно кое-что проверять
-Хватит мне врать. Ты был с ней?	хватить врать
-С кем с ней? -С кем, с кем - с Таней.	таня
-С чего ты взяла?	взять
Тани в отряде больше нет, она в больнице работает.	таня отряд больница работать
-Ты ходил к ней в больницу. -Мне нужно было сделать анализ	ходить больница нужно сделать анализ
воды из реки. -Хватит держать меня за дуру.	вода река хватить держать дура
-Лин, честное слово.	лин честный слово
Я днём брал - ничего, не показало, чисто.	день брать ничто показывать чисто
Значит, сброс происходит в определённое время ночью.	значит сброс происходить определенный время ночь
-Конечно. Всё самое интересное происходит ночью.	весь самый интересный происходить ночь
-Но мне надо было проверить.	проверять
Вот.	
-Что это? -Вода из реки.	это вода река
Нужно проверить содержание вредных примесей.	нужно проверять содержание вредный примесь
Как тебя убедить? Понюхай, речкой пахнет.	убеждать понюхать речка пахнуть
-Убери это. -Понюхай.	убирать это понюхать
-Сказала, убери это от меня.	сказать убирать это
Ладно, садись завтракать.	ладно садиться завтракать
-Хорош.	хороший
-Свет, я прекрасно тебя слышу. Что ты хочешь от меня? Развод так развод.	свет прекрасно слышать хотеть развод развод
Я оставил тебе машину, квартиру. Ты можешь оставить меня в покое?	оставлять машина квартира мочь оставлять покой
Всё, я не могу говорить, мне надо работать. Пока.	мочь говорить работать пока
Извините. Жена, бывшая.	извинять жена бывший
-Считайте, я ничего не слышала. Вы готовы к операции?	считать ничто слышать готовый операция
-Да. Сейчас иду.	идти
-Хорошо.	
ИНТРИГУЮЩАЯ МУЗЫКА	интригующий музыка
-Ну-с, господа пора применить нашу новую разработку.	ну-с господин пора применять наш новый разработка
Володя, делом займитесь.	володя дело заниматься
Вы их проверяли?	проверять
-Обижаете, Сергей Викторович. Ещё в Москве проверили.	обижать сергей викторович москва проверять
-Бережём аккумуляторы, не включаем. -Где ставить будем?	беречь аккумулятор включать ставить
-Вы идёте полкилометра строго на юг.	идти полкилометра строго юг
А Володя идёт полкилометра строго на север.	володя идти полкилометра строго север
-Далековато.	далековато
-Вы же понимаете, Геннадий, чтобы повысить точность реангуляции	понимать геннадий повышать точность реангуляция
магнитного поля, нужно поставить датчики на далёком расстоянии.	магнитный поле нужно поставлять датчик далекий расстояние
-А вы, конечно, здесь датчик устанавливать будете?	датчик устанавливать
-Нет. Вон на ту горку пойду. Подальше от машины,	вон горка пойти далеко машина
металл всё-таки, искажает магнитное поле.	металл все-таки искажать магнитный поле
Рации у всех есть? -Да.	рация
-Отлично. Пока ходим, картошечка сварится.	отлично пока ходить картошечка свариваться
-Вперёд. -Поехали.	вперед поехать
-Привет, Боря. Что хотел?	привет боря хотеть
-Приветствую. Да я так, по дружбе.	приветствовать дружба
Мы, рестораторы, должны помогать друг другу.	ресторатор должный помогать друг друг
-Так мне вроде помощь не нужна. -Мне нужна.	вроде помощь нужный нужный
-А-а! Ну тогда, конечно, почему бы не помочь уважаемому человеку.	почему помогать уважаемый человек
Что стряслось?	стрясаться
-Да ерунда. Одна девица хочет свадьбу сыграть,	ерунда девица хотеть свадьба сыграть
а я хочу, чтобы эта свадьба была в моём ресторане.	хотеть свадьба ресторан
-Ну так предложи ей скидочку.	предлагать скидочка
-Скидочку я предложу.	скидочка предлагать
Я хочу чтоб наверняка.	хотеть наверняка
-Хм! Что же, ты предлагаешь мне её отшить?	хм предлагать отшивать
-Скажи, что у тебя здесь все даты заняты.	сказать весь дата занимать
По дружбе.	дружба
-По дружбе? -Да.	дружба
-Ну, по дружбе так по дружбе.	дружба дружба
Договорились.	договариваться
-Пока вызовов нет, предлагаю заняться физической подготовкой.	пока вызов предлагать заниматься физический подготовка
-В фанты можно поиграть. -Или в резиночку попрыгать.	фанта поиграть резиночка попрыгать
-В бутылочку можно. -На раздевание.	бутылочка раздевание
-Ну зачем же? Я думаю, волейбола вполне достаточно.	думать волейбол вполне достаточно
-Нас устраивает. Волейбол - наша любимая игра.	устраивать волейбол наш любить игра
На что играть будем? -В смысле?	играть смысл
-Обычно кто проигрывает, тот едет на вызов.	обычно проигрывать ехать вызов
-Не надо превращать всё в балаган. Кто едет на вызов, решаю я.	превращать балаган ехать вызов решать
В моей команде Петров, Грек, Шароль. Я - под сетку, Петров подаёт.	команда петров грек шароль сетка петр подавать
Кстати, Гиреев, как ваша голова?	кстати гирей ваш голова
-Замечательно. Да вы не беспокойтесь, головой в волейбол я редко играю.	замечательно беспокоиться голова волейбол редко играть
-Шутите? Значит, всё в порядке.	шутить значит порядок
-Кстати, вчера на вызове вы были прямо-таки молодцом.	кстати вчера вызов прямо-таки молодец
Я бы даже сказал, молодчухой.	сказать молодчуха
Для штабного работника... -Это вы таким замысловатым способом	штабной работник ... это замысловатый способ
комплимент мне делаете? -Что вы!	комплимент делать
-Не старайтесь.	стараться
Начинаем.	начинать
СВИСТ	свист
-Давай, Коля. Не подведи.	давать коля подводить
-Спокойно. Ловите подачку-неберучку.	спокойно ловить подачка неберучка
-Коллеги, я готов. Приём!	коллега готовый прием
-Я тоже.	
-Гена.	гена
-Сейчас.	
Всё получилось, прибор установил. Тут красотища такая.	получаться прибор устанавливать красотища
"-Включаем на счёт ""три""."	включать счет
Раз.	
Два.	
Три.	
ЗВУК ВЗРЫВА	звук взрыв
-Что это было?	это
-Похоже, где-то в районе лагеря. Сергей Викторович.	похоже где-то район лагерь сергей викторович
ПО РАЦИИ: Сергей Викторович, приём.	рация сергей викторович прием
ТРЕВОЖНАЯ МУЗЫКА	тревожный музыка
-Ну что, сидишь?	сидеть
ЛАЙ СОБАКИ	лай собака
Ох! Молодец. Я люблю чёткие ответы.	ох молодец любить четкий ответ
Вот хорошая ты собака, но своенравная.	хороший собака своенравный
ЛАЙ СОБАКИ	лай собака
Посмотри на него...	посмотреть ...
Ещё спорит со мной.	спорить
Кто мои кроссовки сожрал?	кроссовок сжирать
Ага.	ага
И вот как мне с тобой отношения налаживать?	отношение налаживать
В волейбол ты не играешь, сладкого тебе нельзя.	волейбол играть сладкий
ВЗДОХ	вздох
Думаешь, мне легко...	думать легко ...
быть командиром-женщиной.	командир женщина
Вообще никто всерьёз не воспринимает.	вообще никто всерьез воспринимать
Вот и приходится быть как неизвестно что.	приходиться неизвестно
Ну ладно, не сердись. Через два дня выпущу.	ладно сердиться день выпускать
Но этот разговор чтобы только между нами, понял?	разговор понимать
А то узнают - сразу разболтаются.	узнавать сразу разбалтываться
-Ты как? Живой?	живой
-Да.	
-Обалдеть! Это точно метеорит.	обалдевать это точный метеорит
-А где воронка?	воронка
-Вспомни тунгусский вариант, просто масштаб поменьше.	вспомнить тунгусский вариант просто масштаб мало
-Нет, это инопланетное. -Не говори ерунду.	инопланетный говорить ерунда
Надо измерить уровень радиации и магнитное поле.	измерять уровень радиация магнитный поле
-Надо Сергея Викторовича спросить. -А где Сергей Викторович?	сергей викторович спрашивать сергей викторович
-Сергей Викторович!	сергей викторович
-Я здесь!	
-Гена, он там.	гена
-Сергей Викторович!	сергей викторович
Сергей Викторович, вы как, в порядке?	сергей викторович порядок
-Очки.	очки
-А? -Очки.	очки
Что это было?	это
-Наверняка метеорит. Ну а что ещё?	наверняка метеорит
-Какой метеорит? Был бы метеорит, была бы воронка, а воронки нет.	метеорит метеорит воронка воронка
Вы ничего не заметили? -Не успел. Меня волной сюда снесло.	ничто замечать успевать волна сюда снести
А если не воронка, то что? -Там круглая обгоревшая проплешина.	воронка круглый обгорать проплешина
-Если метеорит сгорел в воздухе, что тогда взорвалось?	метеорит сгорать воздух взрываться
-Мы даже вспомнили тунгусский феномен.	вспомнить тунгусский феномен
-А-а! Невероятное везение, господа.	невероятный везение господин
Мы стали свидетелями необычайного явления.	становиться свидетель необычайный явление
Надо срочно замерить напряжение полей и взять пробы грунта.	срочно замеривать напряжение поле взять проба грунт
-Сергей Викторович, вы как? Вы с нами?	сергей викторович
-Не могу. Ногу защемило.	мочь нога защемлять
-Что-то не хватает здесь, не очень понимаю. Что это, картина?	что-то хватать очень понимать это картина
-Добрый день. -Здравствуйте.	добрый день здравствовать
-Добрый день.	добрый день
Так, это потом. -Хорошо.	это
-Вы снова к нам? -Как видите.	снова видеть
-Посмотрели другие заведения? Наш ресторан лучше?	посмотреть заведение наш ресторан
-Можно сказать и так. Там цены чудовищные	сказать цена чудовищный
либо расписано на месяцы вперёд. -Вот видите.	либо расписывать месяц вперед видеть
Я к вам со всей душой. Будем дружить?	весь душа дружить
Свадьба - это весьма ответственное мероприятие.	свадьба это весьма ответственный мероприятие
Бывает у некоторых один раз в жизни.	бывать некоторый жизнь
-У меня свадьба будет в первый раз.	свадьба первый
