cleaned_text	lemm_text
НАПРЯЖЁННАЯ МУЗЫКА	напряженный музыка
-Ну и погодка нынче летом!	погодка нынче лето
Мне эти красоты Карелии уже, если честно, знаешь, где сидят?!	красота карелия честно знать сидеть ?!
-Если честно, мне тоже.	честно
-В этом году больше не поедем. -Вот и договорились.	год поехать договариваться
ТРЕВОЖНАЯ МУЗЫКА	тревожный музыка
-Тормози!	тормозить
-Все живы?	живой
ТРЕВОЖНАЯ МУЗЫКА	тревожный музыка
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
-Кстати, хотел вас спросить:	кстати хотеть спрашивать
что, если меня восстановят в должности?	восстанавливать должность
-Вы знаете, этот вопрос наверху решается.	знать вопрос наверху решаться
-Ну что, я буду только рада.	рад
-А вы потом куда?	
-Я человек подневольный: куда пошлют - туда поеду.	человек подневольный посылать туда поехать
Хотя жалко, только сработались.	хотя жалко срабатываться
Да и ребята у вас разгильдяи, конечно,	ребята разгильдяй
но такие, знаете, настоящие, что ли.	знать настоящий
-Это точно.	это точный
СПОКОЙНАЯ МУЗЫКА	спокойный музыка
-Товарищи, друзья! Сейчас мы пройдём по навесному мосту!	товарищ друг пройти навесный мост
-Вы уверены, что это не опасно?	уверять это опасный
-Совершенно безопасно, не переживайте.	совершенно безопасный переживать
Подтягиваемся, подтягиваемся, друзья! Нас ждёт загадочный дольмен.	подтягиваться подтягиваться друг ждать загадочный дольмен
ГОВОРЯТ НА ИНОСТРАННОМ ЯЗЫКЕ	говорить иностранный язык
-Да, учёные до сих пор не знают,	ученый сей пора знать
кто и когда построил карельские сейды и дольмены.	построить карельский сейда дольмен
Достоверной информации нет.	достоверный информация
-И что, никаких версий? -В основном предания.	никакой версия основной предание
Некоторые считают, что это остатки древней гиперборейской цивилизации.	некоторые считать это остаток древний гиперборейский цивилизация
А местные говорят, что дольмены построили эльфы.	местный говорить дольмен построить эльф
Если пролезть в отверстие в дольмене, то ваше желание исполнится.	пролезать отверстие дольмен ваш желание исполняться
-А я тогда за тобой. -Подержите, пожалуйста.	подержать пожалуйста
-Мне надо.	
-Что - надо? -Залезть в эту дырку.	залезать дырка
-Софочка...	софочка ...
-Иди сюда, помогай тоже.	идти сюда помогать
-Твоя жена по-русски говорит? -Нет.	твой жена по-русски говорить
-Да это не важно, давай толкай.	это важный давать толкать
-Мальчик убегает, держи!	мальчик убегать держать
-А что это он? Куда твой сынишка намылился?	это твой сынишка намыливаться
-Не обращай внимания, он немного странный.	обращать внимание немного странный
-Ну ладно. Не моё дело. Давай ещё раз пробуем.	ладно дело давать пробовать
-Ой, ой, ой! Ты что там делаешь-то, а?	ой ой ой делать
Ты что делаешь? Мне больно!	делать больно
-Втяни живот.	втягивать живот
-Втяните живот.	втягивать живот
-Да помогите же!	помогать
-Аккуратнее.	аккуратно
-Мне никак!	никак
-Выдохни! -Ну мне никак! Я не могу!	выдыхать никак мочь
-Что, у вас здесь никто никогда не застревал?	никто застревать
-Я недавно на этом маршруте, но нет, все пролезали.	недавно маршрут пролезать
-Вы хотите сказать, что моя жена слишком толстая?	хотеть сказать жена слишком толстый
-Да, я толстая, помогите мне, пожалуйста. Я очень толстая.	толстый помогать пожалуйста очень толстый
-Что теперь делать? -Я могу вызвать 112.	делать мочь вызывать 112
-С этого и надо было начинать. Вызывайте!	это начинать вызывать
-Курочка моя, может, чайку?	курочка чаек
-Почему ты меня не остановил в эту дырку дурацкую?!	почему останавливать дырка дурацкий ?!
-Зато желание сбудется.	зато желание сбываться
-Алло! Нам нужны спасатели. Срочно!	але нужный спасатель срочно
-Шароль. -А?!	шароль ?!
-Поехали, прокатимся.	поехать прокатиться
-А что такое?	
-Да опять с этого дольмена треклятого звонили.	дольмен треклятый звонить
-Светка, что ли?	светка
-Нет, новый гид какой-то.	новый гид какой-то
"-Кричит: ""Помогите, спасите!"""	"кричать : "" помогать спасать"
-Тогда надо быстрее, а то они ноги друг другу оторвут там.	быстро нога друг друг отрывать
-Это да.	это
-Вот так.	
-Что делать будем, дорогой?	делать дорогой
-Что делать, что делать?	делать делать
Край географии.	край география
В деревню пойдём.	деревня пойти
Найдём трактор.	находить трактор
Извини, старик, но ты же видишь, мы не виноваты.	извинять старик видеть виноватый
-Тихо.	тихо
Едет кто-то.	ехать кто-то
-Ну-ка быстро в машину, оба!	ну-ка быстро машина оба
-А точно, так лучше будет. Правильно!	точно правильно
-Вот они-то нас и вытащат. Это им раз плюнуть.	вытаскивать это плюнуть
-Угу.	угу
Здорово, бедолаги. -Здрасте.	здорово бедолага здрасте
-Ну что тут у вас? -Да вот.	
-Да, хорошо накрыло. Ещё бы чуть-чуть - и тю-тю!	накрывать чуть-чуть тю-тю
Сами-то откуда? -Туристы. Из Москвы.	откуда турист москва
-Ага.	ага
-Понятно, что не грибники.	понятно грибник
-Пробовали сами убрать, так не получилось.	пробовать убирать получаться
Может, дёрнете? У вас, наверное, и трос нормальный есть.	дернуть наверное трос нормальный
-Да что толку?! У этого ствола половина корней ещё в земле.	толк ?! ствол половина корень земля
С места не сдвинется.	место сдвигаться
Давайте так: мы сообщим нашим на базу,	давать сообщать наш база
они приедут с бензопилой и освободят проезд.	приезжать бензопила освобождать проезд
