cleaned_text	lemm_text
-Да ты только посмотри - красота-то какая! И тишина!	посмотреть красота тишина
-Вот-вот. Если что, кричи - не докричишься. Слушай, Валер,	вот-вот кричать докричаться слушать валер
ты уверен? Я как-то не очень.	уверенный как-то очень
-Натах, ну ты чего? Я ж с тобой. А я у тебя парень хоть куда.	натаха парень
-Парень ты у меня хоть куда, а если что - за двоих грести будешь?	парень двое грести
-Ну чего ты распереживалась? Каяк у меня классный, в боях проверенный.	распереживаться каяк классный бой проверенный
Не подведёт. Ты посмотри, речка какая. Тишь да гладь.	подводить посмотреть речка тишь гладь
Ну, что может случиться?	мочь случаться
-Ой, он нас выдержит? -Выдержит.	ой выдерживать выдерживать
Ещё ни разу не подводил. -Валера, я боюсь.	подводить валера бояться
-Не переживай. Я здесь раз десять сплавлялся. Маршрут нулевой.	переживать десять сплавляться маршрут нулевой
-Там в сумке телефон, он не промокнет?	сумка телефон промокнуть
-Не промокнет. Сумка специальная, герметичная. Бери весло.	промокнуть сумка специальный герметичный брать весло
-А мы очень быстро поплывём? -Поплывём быстро и весело.	очень быстро поплыть поплыть быстро весело
Не переживай.	переживать
-Ну что? К слиянию и укрупнению готовы?	слияние укрупнение готовый
-Покрупней видали.	покрупнеть видать
-Да ладно. Хорош брюзжать, Саид.	ладно хороший брюзжать саид
-Зато теперь тренироваться чаще будем. В волейбольчик-то, а?!	зато тренироваться часто волейбольчик ?!
-А что нам тренироваться? Мы вам завсегда фору давали.	тренироваться завсегда фора давать
-Фора - не фора, а нас вам не догнать.	фора фора догнать
-Здорово, Макс.	здорово макс
-Привет. -Привет.	привет привет
-Представляю вам новую команду.	представлять новый команда
-Ну что ж, добро пожаловать в отряд.	добро пожаловать отряд
-Нет, Саш, я всё равно не понимаю. Ну почему я не могу полететь с тобой?	саша равный понимать почему мочь полететь
-Действительно, сын, как-то странно. -Ничего странного. У меня приказ,	действительно сын как-то странно ничто странный приказ
и я через несколько часов должен быть в Карелии. Лине надо основательно	несколько час должный карелия лина основательно
собраться, чтобы поехать в другой город. А мне бросил две майки	собираться поехать город бросать майка
в рюкзак - и готово. -Саш, я тоже могу ничего не брать	рюкзак готовый саша мочь ничто брать
с собой. Елизавета Дмитриевна мне потом всё пришлёт.	елизавета дмитриевна присылать
-Лин, ты когда-нибудь летала грузовым бортом?	лин когда-нибудь летать грузовой борт
-Нет, а какая разница? Снаружи самолёты все одинаковые.	разница снаружи самолет весь одинаковый
-Вот именно, только снаружи. Грузовые борта не предназначены для перевозки	именно снаружи грузовой борт предназначать перевозка
людей. К тому же пилоты грузовых бортов управляют машиной не так,	человек пилот грузовой борт управлять машина
как пассажирские. -А как?	пассажирский
-Жёстко, Лина. Трясёт. Можно это... как его...	жестко лина трясти это ... ...
-Родить можно! -Да, вот-вот.	родить вот-вот
-Ешьте уже, ребята.	ребята
-Ну хорошо, поеду на поезде. Не буду спешить.	поехать поезд спешить
-Ну я же прежде всего забочусь о нашем малыше.	прежде заботиться наш малыш
-А ты зубную щётку взял? -Зубную щётку?	зубной щетка взять зубной щетка
Вроде да. -Вы, мужчины, совсем не умеете	вроде мужчина уметь
собираться в дорогу. Пойду проверю твой рюкзак.	собираться дорога пойти проверять твой рюкзак
-Да ладно, не надо. -Надо, Саша, надо.	ладно саша
-Ну пусть проверит.	пусть проверять
-Валера, я весло потеряла!	валера весло потерять
Пожалуйста, пойдём к берегу. Я боюсь очень! Пожалуйста!	пожалуйста пойти берег бояться очень пожалуйста
Валера, осторожно.	валера осторожно
Валера! Валера! Валера! Валера!	валера валера валера валера
Валера! Валера!	валера валера
ТРЕВОЖНАЯ МУЗЫКА	тревожный музыка
-Товарищ генерал. Майор Гиреев по вашему приказанию прибыл.	товарищ генерал майор гирей ваш приказание прибывать
-Можно без формальностей.	формальность
-Ну, я теперь же по уставу. Мало ли чего.	устав мало
-Понятно. Ёрничаешь. Отряд Шароля прибыл?	понятно ерничать отряд шароль прибывать
-Так точно. Всех разместили.	точно размещать
-Хорошо. Ты ему командование передал? -Кому?	командование передавать
-Ты что, издеваешься? Как кому? Шаролю.	издеваться шароль
-Нет. -Почему?	почему
-Приказа не было. -Как не было? Я тебе вчера его отдал.	приказ вчера оно отдавать
Лично! -Устный приказ.	лично устный приказ
А мне нужен письменный. Я ведь теперь от устава ни на шаг.	нужный письменный устав шаг
-Саид, многие тебя недолюбливают. И, ты знаешь, есть на то причины.	саид многие недолюбливать знать причина
-А я не девочка, чтобы меня любили. Я службу несу.	девочка любить служба нести
-Ну ладно. Шароль где?	ладно шароль
-Пока я им командую, отправил на вызов.	пока командовать отправлять вызов
-Понятно. Короче, приказ письменный в городском штабе.	понятно короче приказ письменный городской штаб
Пусть кто-нибудь заберёт. -Вот пусть Шароль и заберёт.	пусть кто-нибудь забирать пусть шароль забирать
Чего два раза ездить?	ездить
-Конец связи.	конец связь
-Вот так.	
-Не умеешь ты врать, Сашка.	уметь врать сашка
Даже не знаю, на кого я бизнес оставлю.	знать бизнес оставлять
-Когда это я врал? -Сегодня.	это врать сегодня
-С чего ты взяла?	взять
-Ты был логичен, но не убедителен.	логичный убедительный
-Не понимаю, о чём ты.	понимать
-У тебя там кто-то есть в Карелии?	кто-то карелия
-Нет.	
-Но ведь была?	
Ведь была же.	
На мать смотри.	мать смотреть
Ну?!	?!
-Была. Поэтому мне надо уехать чуть раньше.	поэтому уезжать рано
