cleaned_text	lemm_text
МУЗЫКАЛЬНОЕ ВСТУПЛЕНИЕ	музыкальный вступление
ИНТРИГУЮЩАЯ МУЗЫКА	интригующий музыка
-А больше некому, Витя.	некого витя
-Ты уверен? -На 95 процентов.	уверенный 95 процент
-На сколько суд его приголубил?	сколько суд приголубливать
-Прокурор просил 20, судейские дали 18.	прокурор просить 20 судейский даль 18
На нём два доказанных убийства и, по-моему, два в заказе.	доказывать убийство по-моему заказ
Мы его с Остудиным вели.	остудин вести
-Ну, значит, со мной поедете. -Хорошо.	значит поехать
-Только если это он... Ну, не мог же он Люду сам?	это ... мочь люд
Наверное, его пацаны.	наверное пацан
А Внуков своих не сдаст, и тогда что ты делать будешь?	внук свой сдавать делать
-Пытать, Вить.	пытать вить
Пытать.	пытать
Когда-то же надо начинать.	когда-то начинать
ЗВОНОК В ДВЕРЬ	звонок дверь
-Нина Сергеевна, добрый день.	нина сергеевна добрый день
Меня зовут Геннадий Иванович. Моя фамилия Агафонов.	звать геннадий иванович фамилия агафонов
Я прекрасно понимаю ваше состояние и состояние вашей племянницы.	прекрасно понимать ваш состояние состояние ваш племянница
Но работа есть работа. -Вы коллега Серёжи?	работа работа коллега сережа
-В каком-то роде да.	какой-то род
"Завотделом криминальной хроники газеты ""Наша жизнь""."	завотделом криминальный хроника газета наш жизнь
-Всего хорошего! -Всего пару слов!	весь хороший пара слово
-И ещё я понял, наружку с дома Нины до конца следствия не убирать.	понимать наружка дом нина конец следствие убирать
Нашу машину прям в открытую нужно поставить у подъезда.	наш машина прямой открытый нужно поставлять подъезд
А вот когда Нина с Алёнкой покидают квартиру, вот здесь нужна наружка.	нина аленка покидать квартира нужный наружка
-Хорошо. -Спасибо.	спасибо
-Здорово! -Здравия желаю!	здорово здравие желать
КАШЕЛЬ	кашель
-Коллеги! -Сергеич!	коллега сергеич
ФСИН на запрос ответил, смотри.	фсин запрос отвечать смотреть
Заключённый Внуков Валерий Иванович отбывает наказание в Нижнем Тагиле.	заключать внук валерий иванович отбывать наказание нижний тагил
-Колония 127-14. Туда и поедем. -Когда? -Сегодня, Лёш!	колония 127 14 туда поехать сегодня леша
-Павловский, ты когда своих пытаешь,	павловский свой пытать
ты иголки под ногти запихиваешь или гвозди в череп забиваешь?	иголка ноготь запихивать гвоздь череп забивать
Не надоело тебе, Чернов ? -Сергеич, тебе ещё не надоело?	надоедать чернов сергеич надоедать
-Это, Лёша, надоесть не может. Собирайся!	это леша надоедать мочь собираться
НАСТОРАЖИВАЮЩАЯ МУЗЫКА	настораживать музыка
-Девушка, извините!	девушка извинять
У вас не занято?	занимать
-Нет.	
-Можно присесть?	приседать
-Да, конечно.	
СПОКОЙНАЯ МУЗЫКА	спокойный музыка
-Здравствуйте, долго до вас добирались.	здравствовать долго добираться
-Здравствуйте!	здравствовать
Пойдёмте!	пойти
НАСТОРАЖИВАЮЩАЯ МУЗЫКА	настораживать музыка
Внуков Валерий Иванович. Статья 105, часть 1.	внук валерий иванович статья 105 часть 1
-Ясно, понятно. Уведите.	ясно понятно уводить
-Что-то не так? -Это не Внуков.	что-то это внук
-Не понял?! -Это не Внуков!	понимать ?! это внук
-Вы в этом уверены? -Уверены.	это уверять уверенный
Мы ж его дело вели полгода. Настоящего Внукова.	дело вести полгода настоящий внуково
-Подполковник, ты дурака не включай. На рожу его глянь!	подполковник дурак включать рожа глянуть
Хочешь сказать, на нём 4 трупа, 2 из которых в заказе?	хотеть сказать 4 труп 2 который заказ
Максимум, что мог сделать, бабу свою топором погладить.	максимум мочь сделать баба свой топор погладить
За это и получил 8 по самому краю.	это получать 8 самый край
-Чего орать?	орать
Кого привезли, того и приняли. -Извини.	привозить принимать извинять
-Этапом привезли? -Нет, переводом.	этап привозить перевод
По приказу областного ФСИНа. -Откуда перевод?	приказ областной фсин откуда перевод
-Из Краснотуринска. -Давно перевод был?	краснотуринск давно перевод
-Год назад.	год назад
