cleaned_text	lemm_text
КРИК ПЕТУХА	крик петух
МЫЧАНИЕ КОРОВЫ	мычание корова
КРИК ПЕТУХА	крик петух
-Здорово Иван. -Здорово, баб Нюр.	здорово иван здорово баба нюра
Как здоровье-то? -Слава богу пока.	здоровье слава бог пока
Что, дрова рубить собрался?	дрова рубить собираться
-Собрался, баньку затопить хочу.	собираться банька затапливать хотеть
Попариться. -Попариться - это хорошо.	попариться попариться это
Банька в нашем возрасте - первым делом.	банька наш возраст первый дело
-Кому-кому, а мне здоровья не занимать, баб Нюр.	здоровье занимать баба нюра
Я в десанте служил.	десант служить
-Ага. -А это так, для души.	ага это душа
-Ну, с богом. -Спасибо.	бог спасибо
КРИК	крик
ТРЕВОЖНАЯ МУЗЫКА КРИКИ	тревожный музыка крик
-Ваня!	ваня
Иван! Ваня! -Скорую!	иван ваня скорый
-Что? -Скорую, баб Нюр!	скорый баба нюра
-Вань, что случилось-то?	ваня случаться
-Скорую. -Сейчас.	скорый
Я... у меня это, трубка-то там, дома, Ваня.	... это трубка дом ваня
Сейчас, потерпи, голубчик. Вань, я скоро.	потерпеть голубчик ваня скоро
СТОНЫ	стон
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
-Доброе утро. -Не уверена.	добрый утро уверенный
-Что такое? Плохо спала?	плохо спать
-Плохо спала? Я вообще не спала. В этом клоповнике спать невозможно.	плохо спать вообще спать клоповник спать невозможно
-Ну да, не люкс. -Саш, ты издеваешься?	люкс саша издеваться
Это не квартира, это казарма. Здесь даже на чайнике инвентарный номер.	это квартира это казарма чайник инвентарный номер
-Всё понял, сегодня куплю новый чайник.	понимать сегодня купить новый чайник
-И всю остальную мебель заменишь, да? Ты диван видел? Ему место на помойке.	весь остальной мебель заменять диван видеть место помойка
А шкаф? -Лин, думаешь, я в восторге?	шкаф лин думать восторг
Но это всё, что они нам могут предложить.	это мочь предлагать
-Мы обязаны здесь жить? Мы не можем, как нормальные люди, снять квартиру?	обязанный жить мочь нормальный человек снимать квартира
