cleaned_text	lemm_text
МУЗЫКАЛЬНАЯ ЗАСТАВКА	музыкальный заставка
-Здравия желаю! -Привет!	здравие желать привет
Рассказывай.	рассказывать
-Здравия желаю!	здравие желать
Пожарных вызвал кто-то из жителей окрестных домов,	пожарный вызывать кто-то житель окрестный дом
а они же, сами видите, далековато отсюда стоят.	видеть далековато отсюда стоять
Поэтому, пока звонок поступил в МЧС, помещение вовсю полыхало.	поэтому пока звонок поступать мчс помещение вовсю полыхать
Сгорело всё, что могло сгореть, ну, кроме печки.	сгорать мочь сгорать кроме печка
-А что здесь было-то? -Кузница частная	кузница частный
Сельянова Игоря Александровича, ипэшника.	сельянов игорь александрович ипэшник
-Понятно.	понятно
-Майор Севриков. Здравия желаю!	майор севрик здравие желать
Майор Боков, майор Чернов. УВД по Юго-Востоку.	майор бок майор чернов увд юго-восток
-Судя по предварительному осмотру, это поджог.	судя предварительный осмотр это поджог
Очаг возгорания находился внутри помещения.	очаг возгорание находиться внутри помещение
Ну мы ещё тут поковыряемся, а потом вышлем вам заключение.	поковыряться высылать заключение
-Ага, спасибо, майор.	ага спасибо майор
-Что у тебя, Дим? -Приветствую.	дима приветствовать
-Привет!	привет
-Ну что, тело женское, всё остальное после экспертизы, как всегда.	тело женский весь остальное экспертиза
-А адресок этого Сельянова имеется? -Да, есть, конечно.	адресок сельянов иметься
-Вить, запиши.	вить записывать
Это что?	это
-Туфли, судя по всему, жертвы.	туфля судя жертва
-Жертвы? -Ага.	жертва ага
Тело пытались сжечь в горне,	тело пытаться сжигать горн
но, видимо, что-то пошло не так, и подожгли кузницу.	видимо что-то пойти поджигать кузница
-А чему тут гореть-то?	гореть
-Перекрытия рухнули.	перекрытие рухнуть
Ничего, нормально, останки рабочие, можно что-нибудь накопать.	ничто нормально останки рабочий что-нибудь накопать
-Хочешь сказать, что тело бросили в горн,	хотеть сказать тело бросать горн
а потом уже подожгли всю кузню?	поджигать весь кузня
-Ну да, как-то так.	как-то
-А жертва живая была, мёртвая?	жертва живой мертвый
-Судя по всему, мёртвая, но точнее, как всегда, после экспертизы.	судя мертвый точно экспертиза
Вот ещё кольца сохранились.	кольцо сохраняться
-Что за кольца?	кольцо
-Камень, яшма и сердолик.	камень яшма сердолик
В общем, всё пока. -Понятно.	общий пока понятно
Давай, жду результатов. Пойдём, Вить.	давать ждать результат пойти вить
-Это Леночкины кольца.	это леночкин кольцо
И ботинки её.	ботинок
Что случилось?	случаться
Мне очень жаль, она погибла.	очень жаль погибать
-А как же Лёнечка?	ленечка
-Это сын её?	это сын
-И Игорька.	игорька
-А Игорёк - это кто?	игорек это
-Мой сын.	сын
Он не переживёт.	переживать
-Сильно любили друг друга?	сильно любить друг друг
-Очень.	очень
-А где сейчас Игорь?	игорь
-Что-что?	
-Игорь сейчас где?	игорь
-В Сочи.	сочи
Он вчера вечером уехал в аэропорт.	вчера вечер уезжать аэропорт
А минут через двадцать Леночка сказала,	минута двадцать леночка сказать
что её срочно вызывают в офис.	срочно вызывать офис
Я Лёнечку едва уложила.	ленечка едва укладывать
До двух ночи ждала.	ночь ждать
А потом в полицию позвонила.	полиция позвонить
Они даже со мной разговаривать не стали.	разговаривать становиться
Нагуляется - придёт.	нагуляться прийти
Ужас!	ужас
Ужас!	ужас
-Надежа Васильевна, я понимаю, всё это тяжело.	надежа васильевна понимать весь это тяжело
Нужно как-то успокоиться и взять себя в руки.	нужно как-то успокаиваться взять рука
Вы мне телефон Игоря дадите?	телефон игорь давать
-Да-да.	
901-240-20-20. Лёгкий.	901 240 20 20 легкий
Спасибо большое.	спасибо большой
Мы с вами свяжемся, или сами подъедем, или пригласим вас к себе.	связываться подъезжать приглашать
-Да-да.	
-Извините.	извинять
